"Date","SMU18000005552200001"
2003-01-01,51.7
2003-02-01,51.7
2003-03-01,52.1
2003-04-01,52.5
2003-05-01,53
2003-06-01,53.4
2003-07-01,53.3
2003-08-01,53.3
2003-09-01,52.9
2003-10-01,52.4
2003-11-01,52.5
2003-12-01,52.7
2004-01-01,52.2
2004-02-01,51.9
2004-03-01,51.9
2004-04-01,52
2004-05-01,52.3
2004-06-01,52.5
2004-07-01,52.3
2004-08-01,52.3
2004-09-01,51.7
2004-10-01,51.4
2004-11-01,51.5
2004-12-01,51.7
2005-01-01,50.9
2005-02-01,50.7
2005-03-01,50.6
2005-04-01,50.6
2005-05-01,50.8
2005-06-01,51.2
2005-07-01,51.2
2005-08-01,51.4
2005-09-01,51.1
2005-10-01,51.1
2005-11-01,51.1
2005-12-01,51.3
2006-01-01,51
2006-02-01,51
2006-03-01,50.8
2006-04-01,50.7
2006-05-01,50.8
2006-06-01,50.8
2006-07-01,50.3
2006-08-01,50.1
2006-09-01,49.6
2006-10-01,49.8
2006-11-01,49.8
2006-12-01,49.9
2007-01-01,49.7
2007-02-01,49.6
2007-03-01,49.5
2007-04-01,49.6
2007-05-01,49.4
2007-06-01,49.2
2007-07-01,49.4
2007-08-01,49
2007-09-01,48.5
2007-10-01,48.4
2007-11-01,47.9
2007-12-01,48
2008-01-01,47.3
2008-02-01,47.2
2008-03-01,47.1
2008-04-01,46.9
2008-05-01,46.9
2008-06-01,47
2008-07-01,47.2
2008-08-01,46.5
2008-09-01,46.1
2008-10-01,45.7
2008-11-01,45.4
2008-12-01,45.6
2009-01-01,45.1
2009-02-01,44.9
2009-03-01,44.9
2009-04-01,44.8
2009-05-01,44.8
2009-06-01,44.9
2009-07-01,44.8
2009-08-01,44.7
2009-09-01,44.4
2009-10-01,44.4
2009-11-01,44.4
2009-12-01,44.5
2010-01-01,44.2
2010-02-01,44
2010-03-01,43.9
2010-04-01,43.9
2010-05-01,44
2010-06-01,43.9
2010-07-01,44
2010-08-01,44
2010-09-01,43.7
2010-10-01,44
2010-11-01,43.9
2010-12-01,44
2011-01-01,43.9
2011-02-01,43.6
2011-03-01,43.5
2011-04-01,43.7
2011-05-01,43.7
2011-06-01,43.7
2011-07-01,43.8
2011-08-01,43.6
2011-09-01,43.4
2011-10-01,43.2
2011-11-01,43.1
2011-12-01,43.1
2012-01-01,43
2012-02-01,42.9
2012-03-01,42.9
2012-04-01,43
2012-05-01,43.1
2012-06-01,43.1
2012-07-01,42.9
2012-08-01,42.9
2012-09-01,42.9
2012-10-01,43
2012-11-01,43
2012-12-01,43.2
2013-01-01,43.3
2013-02-01,43.3
2013-03-01,43.2
2013-04-01,43.2
2013-05-01,43.5
2013-06-01,43.6
2013-07-01,43.6
2013-08-01,43.4
2013-09-01,43
2013-10-01,43
2013-11-01,43
2013-12-01,43.2
2014-01-01,42.5
2014-02-01,42.4
2014-03-01,42.3
2014-04-01,42
2014-05-01,42.1
2014-06-01,42.1
2014-07-01,42.1
2014-08-01,41.9
2014-09-01,41.7
2014-10-01,41.8
2014-11-01,41.8
2014-12-01,41.8
2015-01-01,41.6
2015-02-01,41.6
2015-03-01,41.7
2015-04-01,41.7
2015-05-01,42
2015-06-01,42.2
2015-07-01,42.2
2015-08-01,42.2
2015-09-01,42.1
2015-10-01,42
2015-11-01,42.1
2015-12-01,42.5
2016-01-01,42.2
2016-02-01,42.3
2016-03-01,42.2
2016-04-01,42.2
2016-05-01,42.4
2016-06-01,42.6
2016-07-01,42.7
2016-08-01,42.8
2016-09-01,42.5
2016-10-01,42.6
2016-11-01,42.9
2016-12-01,43.1
2017-01-01,42.7
2017-02-01,42.6
2017-03-01,42.5
2017-04-01,42.3
2017-05-01,42.5
2017-06-01,42.7
2017-07-01,42.7
2017-08-01,42.7
2017-09-01,42.4
2017-10-01,42.4
2017-11-01,42.4
2017-12-01,42.5
2018-01-01,42.2
2018-02-01,42.1
2018-03-01,42
2018-04-01,42
2018-05-01,42.2
2018-06-01,42.4
2018-07-01,42.6
2018-08-01,42.4
2018-09-01,42.1
2018-10-01,41.9
2018-11-01,41.8
2018-12-01,42.2
2019-01-01,41.8
2019-02-01,41.8
2019-03-01,41.9
2019-04-01,41.9
2019-05-01,42.1
2019-06-01,42.4
2019-07-01,42.5
2019-08-01,42.3
2019-09-01,42
2019-10-01,42.1
2019-11-01,42.2
2019-12-01,42.4
2020-01-01,42.4
2020-02-01,42.4
2020-03-01,42.4
2020-04-01,42
2020-05-01,42
2020-06-01,41.9
2020-07-01,42.1
2020-08-01,42.1
2020-09-01,42
2020-10-01,42.4
2020-11-01,42.6
2020-12-01,42.8
2021-01-01,42.8
2021-02-01,42.8
2021-03-01,42.9
2021-04-01,42.6
2021-05-01,42.7
2021-06-01,42.8
2021-07-01,43
2021-08-01,42.9
2021-09-01,42.4
2021-10-01,43
2021-11-01,43.1
2021-12-01,43.2
2022-01-01,42.9
2022-02-01,42.7
2022-03-01,42.6
2022-04-01,42.8
2022-05-01,42.9
2022-06-01,42.9
2022-07-01,42.8
2022-08-01,42.8
2022-09-01,42.4
2022-10-01,42.7
2022-11-01,43
2022-12-01,43.1
2023-01-01,43
2023-02-01,43.1
2023-03-01,43
2023-04-01,43
2023-05-01,43.3
2023-06-01,43.1
2023-07-01,43.8
2023-08-01,43.1
2023-09-01,43
2023-10-01,43.5
