"Date","M1499AUSM144NNBR"
1937-05-01,4741
1937-06-01,4798
1937-07-01,4889
1937-08-01,5073
1937-09-01,5282
1937-10-01,5261
1937-11-01,5162
1937-12-01,5062
1938-01-01,4854
1938-02-01,4814
1938-03-01,4717
1938-04-01,4580
1938-05-01,4398
1938-06-01,4276
1938-07-01,4203
1938-08-01,4225
1938-09-01,4235
1938-10-01,4252
1938-11-01,4204
1938-12-01,4171
1939-01-01,4092
1939-02-01,4086
1939-03-01,4119
1939-04-01,4148
1939-05-01,4130
1939-06-01,4136
1939-07-01,4211
1939-08-01,4313
1939-09-01,4545
1939-10-01,4610
1939-11-01,4693
1939-12-01,4722
1940-01-01,4616
1940-02-01,4656
1940-03-01,4718
1940-04-01,4751
1940-05-01,4689
1940-06-01,4708
1940-07-01,4732
1940-08-01,4762
1940-09-01,4870
1940-10-01,5077
1940-11-01,5210
1940-12-01,5319
1941-01-01,5390
1941-02-01,5546
1941-03-01,5763
1941-04-01,5886
1941-05-01,6040
1941-06-01,6197
1941-07-01,6435
1941-08-01,6583
1941-09-01,6782
1941-10-01,6973
1941-11-01,7029
1941-12-01,7145
1942-01-01,7202
1942-02-01,7324
1942-03-01,7434
1942-04-01,7135
1942-05-01,6950
1942-06-01,6855
1942-07-01,6768
1942-08-01,6659
1942-09-01,6552
1942-10-01,6581
1942-11-01,6494
1942-12-01,6304
1943-01-01,6149
1943-02-01,6042
1943-03-01,5912
1943-04-01,5850
1943-05-01,5707
1943-06-01,5542
1943-07-01,5628
1943-08-01,5739
1943-09-01,6207
1943-10-01,6424
1943-11-01,6423
1943-12-01,6421
1944-01-01,6369
1944-02-01,6412
1944-03-01,6305
1944-04-01,6069
1944-05-01,5846
1944-06-01,6027
1944-07-01,6088
1944-08-01,5984
1944-09-01,6076
1944-10-01,6183
1944-11-01,6274
1944-12-01,6518
1945-01-01,6351
1945-02-01,6251
1945-03-01,6088
1945-04-01,5938
1945-05-01,5768
1945-06-01,5923
1945-07-01,5903
1945-08-01,5982
1945-09-01,6113
1945-10-01,6328
1945-11-01,6778
1945-12-01,7259
1946-01-01,7300
1946-02-01,7382
1946-03-01,7464
1946-04-01,7468
1946-05-01,7482
1946-06-01,7529
1946-07-01,8018
1946-08-01,8496
1946-09-01,9070
1946-10-01,9759
1946-11-01,10143
1946-12-01,10251
1947-01-01,10499
1947-02-01,10712
1947-03-01,11070
1947-04-01,10921
1947-05-01,10674
1947-06-01,10658
