"Date","M1491AUSM144NNBR"
1952-10-01,609
1952-11-01,698
1952-12-01,405
1953-01-01,-226
1953-02-01,-176
1953-03-01,263
1953-04-01,24
1953-05-01,-209
1953-06-01,-192
1953-07-01,-162
1953-08-01,242
1953-09-01,173
1953-10-01,111
1953-11-01,112
1953-12-01,-86
1954-01-01,-443
1954-02-01,-183
1954-03-01,125
1954-04-01,-217
1954-05-01,-417
1954-06-01,-207
1954-07-01,-159
1954-08-01,-778
1954-09-01,141
1954-10-01,171
1954-11-01,471
1954-12-01,669
1955-01-01,-198
1955-02-01,-86
1955-03-01,407
1955-04-01,48
1955-05-01,150
1955-06-01,405
1955-07-01,306
1955-08-01,427
1955-09-01,500
1955-10-01,613
1955-11-01,563
1955-12-01,702
1956-01-01,-116
1956-02-01,-133
1956-03-01,973
1956-04-01,474
1956-05-01,304
1956-06-01,449
1956-07-01,213
1956-08-01,252
1956-09-01,565
1956-10-01,225
1956-11-01,499
1956-12-01,600
1957-01-01,-318
1957-02-01,-320
1957-03-01,774
1957-04-01,316
1957-05-01,-40
1957-06-01,-535
1957-07-01,88
1957-08-01,-28
1957-09-01,323
1957-10-01,-300
1957-11-01,-285
1957-12-01,310
1958-01-01,-954
1958-02-01,-679
1958-03-01,238
1958-04-01,-150
1958-05-01,-524
1958-06-01,45
1958-07-01,-147
1958-08-01,-175
1958-09-01,394
1958-10-01,169
1958-11-01,200
1958-12-01,460
1959-01-01,-465
1959-02-01,-304
1959-03-01,610
1959-04-01,309
1959-05-01,356
1959-06-01,573
1959-07-01,-147
1959-08-01,327
1959-09-01,420
1959-10-01,346
1959-11-01,250
1959-12-01,502
1960-01-01,-261
1960-02-01,87
1960-03-01,670
1960-04-01,261
1960-05-01,170
1960-06-01,288
1960-07-01,-150
1960-08-01,-218
1960-09-01,313
1960-10-01,139
1960-11-01,254
1960-12-01,164
1961-01-01,-349
1961-02-01,-363
1961-03-01,575
1961-04-01,-33
1961-05-01,-191
1961-06-01,-197
1961-07-01,-75
1961-08-01,19
1961-09-01,281
1961-10-01,134
1961-11-01,198
1961-12-01,417
1962-01-01,181
1962-02-01,-173
1962-03-01,634
1962-04-01,216
1962-05-01,12
1962-06-01,136
1962-07-01,23
1962-08-01,191
1962-09-01,453
1962-10-01,423
1962-11-01,483
1962-12-01,371
1963-01-01,-271
1963-02-01,-238
1963-03-01,523
1963-04-01,208
1963-05-01,59
1963-06-01,4
1963-07-01,-52
1963-08-01,26
1963-09-01,477
1963-10-01,591
1963-11-01,911
1963-12-01,818
1964-01-01,-387
1964-02-01,-49
1964-03-01,398
1964-04-01,276
1964-05-01,250
1964-06-01,175
1964-07-01,89
1964-08-01,245
1964-09-01,698
1964-10-01,373
1964-11-01,568
1964-12-01,1097
1965-01-01,486
1965-02-01,747
1965-03-01,1351
1965-04-01,551
1965-05-01,820
1965-06-01,795
