"Date","SMU42000005552200001"
2001-12-01,110.6
2002-01-01,110.7
2002-02-01,110.7
2002-03-01,110.8
2002-04-01,110.8
2002-05-01,110.8
2002-06-01,111.9
2002-07-01,112.6
2002-08-01,113
2002-09-01,112.4
2002-10-01,112.2
2002-11-01,112.9
2002-12-01,113.3
2003-01-01,113.7
2003-02-01,113.9
2003-03-01,114.6
2003-04-01,114.1
2003-05-01,114.7
2003-06-01,115.4
2003-07-01,115.8
2003-08-01,115.8
2003-09-01,114.9
2003-10-01,114.4
2003-11-01,114.3
2003-12-01,114.6
2004-01-01,113.7
2004-02-01,113.2
2004-03-01,113.3
2004-04-01,113.2
2004-05-01,113.7
2004-06-01,113.9
2004-07-01,114
2004-08-01,113.8
2004-09-01,112.5
2004-10-01,112.2
2004-11-01,112.4
2004-12-01,113.5
2005-01-01,113.1
2005-02-01,113.3
2005-03-01,113.1
2005-04-01,112.6
2005-05-01,112.9
2005-06-01,113.8
2005-07-01,114.1
2005-08-01,114.4
2005-09-01,113.4
2005-10-01,113.4
2005-11-01,113.6
2005-12-01,114.1
2006-01-01,113
2006-02-01,112.9
2006-03-01,113
2006-04-01,112.9
2006-05-01,113.2
2006-06-01,113.9
2006-07-01,113.6
2006-08-01,113.1
2006-09-01,112.2
2006-10-01,111.9
2006-11-01,111.9
2006-12-01,111.7
2007-01-01,111.1
2007-02-01,110.9
2007-03-01,110.8
2007-04-01,110.4
2007-05-01,110.3
2007-06-01,110.8
2007-07-01,110.7
2007-08-01,110.1
2007-09-01,108.6
2007-10-01,108.4
2007-11-01,108.5
2007-12-01,107.9
2008-01-01,107
2008-02-01,106.7
2008-03-01,106.9
2008-04-01,106.6
2008-05-01,106.7
2008-06-01,107.3
2008-07-01,107.2
2008-08-01,106.9
2008-09-01,104.9
2008-10-01,104.4
2008-11-01,104.6
2008-12-01,104.7
2009-01-01,103.4
2009-02-01,103.1
2009-03-01,102.7
2009-04-01,102.4
2009-05-01,102.2
2009-06-01,102.5
2009-07-01,102.7
2009-08-01,101.8
2009-09-01,101
2009-10-01,100.9
2009-11-01,101
2009-12-01,101.2
2010-01-01,101.2
2010-02-01,100.8
2010-03-01,101
2010-04-01,100.6
2010-05-01,100.7
2010-06-01,101.1
2010-07-01,101
2010-08-01,100.7
2010-09-01,99.7
2010-10-01,100.1
2010-11-01,100.3
2010-12-01,100.5
2011-01-01,100.7
2011-02-01,100.2
2011-03-01,100.1
2011-04-01,99.8
2011-05-01,99.8
2011-06-01,100
2011-07-01,99.9
2011-08-01,99.8
2011-09-01,99
2011-10-01,99
2011-11-01,99
2011-12-01,99
2012-01-01,98.5
2012-02-01,98.3
2012-03-01,98
2012-04-01,98
2012-05-01,98.1
2012-06-01,98.7
2012-07-01,98.6
2012-08-01,98.6
2012-09-01,98.1
2012-10-01,98.3
2012-11-01,98.5
2012-12-01,98.7
2013-01-01,98.5
2013-02-01,98.1
2013-03-01,97.6
2013-04-01,97.9
2013-05-01,98
2013-06-01,98.4
2013-07-01,98.5
2013-08-01,98.2
2013-09-01,96.7
2013-10-01,96.5
2013-11-01,96.5
2013-12-01,96.7
2014-01-01,96.3
2014-02-01,95.8
2014-03-01,95.6
2014-04-01,95.5
2014-05-01,95.6
2014-06-01,95.8
2014-07-01,95.8
2014-08-01,95.6
2014-09-01,94.7
2014-10-01,94.5
2014-11-01,94.6
2014-12-01,94.8
2015-01-01,94.1
2015-02-01,94
2015-03-01,93.8
2015-04-01,93.7
2015-05-01,94.1
2015-06-01,94.5
2015-07-01,94.5
2015-08-01,94.4
2015-09-01,93.5
2015-10-01,93.6
2015-11-01,94.1
2015-12-01,93.9
2016-01-01,93.8
2016-02-01,93.7
2016-03-01,93.4
2016-04-01,93.4
2016-05-01,93.5
2016-06-01,93.8
2016-07-01,94.2
2016-08-01,94.3
2016-09-01,93.7
2016-10-01,93.6
2016-11-01,94
2016-12-01,94.1
2017-01-01,93.9
2017-02-01,94
2017-03-01,93.9
2017-04-01,93.8
2017-05-01,94
2017-06-01,94.4
2017-07-01,94.4
2017-08-01,94.1
2017-09-01,93.3
2017-10-01,93
2017-11-01,93.3
2017-12-01,93.3
2018-01-01,93
2018-02-01,92.9
2018-03-01,92.9
2018-04-01,93
2018-05-01,93.7
2018-06-01,94.4
2018-07-01,94.8
2018-08-01,94.8
2018-09-01,93.9
2018-10-01,94.1
2018-11-01,94.4
2018-12-01,94.4
2019-01-01,94.1
2019-02-01,94.1
2019-03-01,93.8
2019-04-01,93.6
2019-05-01,94
2019-06-01,94.7
2019-07-01,95.1
2019-08-01,95
2019-09-01,94.2
2019-10-01,94.5
2019-11-01,95.1
2019-12-01,95.1
2020-01-01,95.1
2020-02-01,95.2
2020-03-01,95
2020-04-01,93.8
2020-05-01,93.7
2020-06-01,94
2020-07-01,94.5
2020-08-01,94.4
2020-09-01,94
2020-10-01,94.1
2020-11-01,94.5
2020-12-01,94.5
2021-01-01,94.3
2021-02-01,94.5
2021-03-01,94.7
2021-04-01,94.4
2021-05-01,94.5
2021-06-01,94.8
2021-07-01,95.3
2021-08-01,95
2021-09-01,94.2
2021-10-01,94.7
2021-11-01,94.9
2021-12-01,94.9
2022-01-01,94.6
2022-02-01,94.7
2022-03-01,94.6
2022-04-01,93.9
2022-05-01,94
2022-06-01,94.5
2022-07-01,94.7
2022-08-01,94.5
2022-09-01,93.8
2022-10-01,93.8
2022-11-01,93.9
2022-12-01,93.9
2023-01-01,94.1
2023-02-01,94.5
2023-03-01,94.5
2023-04-01,94
2023-05-01,94.1
2023-06-01,95
2023-07-01,94.5
2023-08-01,94.6
2023-09-01,93.9
2023-10-01,94.3
