"Date","SMU06000005552210001"
1990-01-01,256.3
1990-02-01,257.5
1990-03-01,258.7
1990-04-01,253
1990-05-01,253.9
1990-06-01,253.5
1990-07-01,248.8
1990-08-01,249.2
1990-09-01,250.1
1990-10-01,248.4
1990-11-01,246.8
1990-12-01,250.1
1991-01-01,251.8
1991-02-01,251.7
1991-03-01,251
1991-04-01,247.1
1991-05-01,246.1
1991-06-01,243
1991-07-01,236.6
1991-08-01,241.4
1991-09-01,233.2
1991-10-01,228.3
1991-11-01,228
1991-12-01,226.9
1992-01-01,226.8
1992-02-01,228.1
1992-03-01,229.7
1992-04-01,231.6
1992-05-01,231.2
1992-06-01,231
1992-07-01,225.6
1992-08-01,228.1
1992-09-01,223.9
1992-10-01,226.8
1992-11-01,228.1
1992-12-01,227.4
1993-01-01,226.7
1993-02-01,225.6
1993-03-01,223.3
1993-04-01,222.1
1993-05-01,221
1993-06-01,220.6
1993-07-01,219.3
1993-08-01,218.7
1993-09-01,216.3
1993-10-01,212.8
1993-11-01,211.9
1993-12-01,211.5
1994-01-01,211
1994-02-01,210.5
1994-03-01,209.2
1994-04-01,204.2
1994-05-01,203.2
1994-06-01,202.1
1994-07-01,200.2
1994-08-01,199.9
1994-09-01,198.5
1994-10-01,195.8
1994-11-01,195.6
1994-12-01,196
1995-01-01,194.1
1995-02-01,193.3
1995-03-01,192.3
1995-04-01,189.7
1995-05-01,189.3
1995-06-01,188.4
1995-07-01,189.1
1995-08-01,189.2
1995-09-01,187.9
1995-10-01,185.3
1995-11-01,185.4
1995-12-01,185.3
1996-01-01,183.8
1996-02-01,184.3
1996-03-01,182.5
1996-04-01,180
1996-05-01,179.2
1996-06-01,179
1996-07-01,179.2
1996-08-01,179.2
1996-09-01,178.4
1996-10-01,177.1
1996-11-01,177.3
1996-12-01,167.9
1997-01-01,175.1
1997-02-01,167.9
1997-03-01,168.8
1997-04-01,166.1
1997-05-01,166.2
1997-06-01,166.4
1997-07-01,165.1
1997-08-01,165.1
1997-09-01,164.8
1997-10-01,165.3
1997-11-01,165.6
1997-12-01,164.8
1998-01-01,165.4
1998-02-01,161.6
1998-03-01,163.5
1998-04-01,162.4
1998-05-01,162.4
1998-06-01,161.6
1998-07-01,161.7
1998-08-01,162.3
1998-09-01,161
1998-10-01,161.5
1998-11-01,163.1
1998-12-01,163
1999-01-01,163.3
1999-02-01,163.9
1999-03-01,164.3
1999-04-01,163.4
1999-05-01,163.8
1999-06-01,163.3
1999-07-01,158.6
1999-08-01,159.2
1999-09-01,158.3
1999-10-01,157.8
1999-11-01,158.9
1999-12-01,159.7
2000-01-01,155.2
2000-02-01,156.4
2000-03-01,156
2000-04-01,154.5
2000-05-01,154.4
2000-06-01,155.4
2000-07-01,154
2000-08-01,154.8
2000-09-01,155.1
2000-10-01,154.4
2000-11-01,155
2000-12-01,156.7
2001-01-01,159.8
2001-02-01,162.1
2001-03-01,165.1
2001-04-01,165.8
2001-05-01,166.4
2001-06-01,167.1
2001-07-01,165.9
2001-08-01,167.2
2001-09-01,168.3
2001-10-01,171.8
2001-11-01,173.4
2001-12-01,175.3
2002-01-01,169.8
2002-02-01,171.2
2002-03-01,172
2002-04-01,172.4
2002-05-01,172.6
2002-06-01,173.1
2002-07-01,173.6
2002-08-01,174.3
2002-09-01,174.5
2002-10-01,176.2
2002-11-01,177.6
2002-12-01,178
2003-01-01,178.5
2003-02-01,179.3
2003-03-01,179.2
2003-04-01,177.4
2003-05-01,177.5
2003-06-01,176.9
2003-07-01,177
2003-08-01,176.8
2003-09-01,176.5
2003-10-01,177.3
2003-11-01,177.2
2003-12-01,177.4
2004-01-01,178.5
2004-02-01,179.1
2004-03-01,179.2
2004-04-01,178.9
2004-05-01,178.4
2004-06-01,178.6
2004-07-01,178.3
2004-08-01,179
2004-09-01,178.6
2004-10-01,179.2
2004-11-01,179.3
2004-12-01,179.1
2005-01-01,181
2005-02-01,181.3
2005-03-01,181.5
2005-04-01,181.7
2005-05-01,182.3
2005-06-01,182.5
2005-07-01,184.3
2005-08-01,185.1
2005-09-01,185.4
2005-10-01,186
2005-11-01,186.7
2005-12-01,187
2006-01-01,187.3
2006-02-01,187.7
2006-03-01,187.8
2006-04-01,189.2
2006-05-01,190.8
2006-06-01,188.8
2006-07-01,188.7
2006-08-01,189
2006-09-01,189.1
2006-10-01,188.5
2006-11-01,188
2006-12-01,188.3
2007-01-01,187.8
2007-02-01,189
2007-03-01,188.8
2007-04-01,190.2
2007-05-01,190.6
2007-06-01,190.3
2007-07-01,189.1
2007-08-01,189.6
2007-09-01,189.7
2007-10-01,189.5
2007-11-01,190.1
2007-12-01,189.1
2008-01-01,186.5
2008-02-01,187.1
2008-03-01,186.7
2008-04-01,185.4
2008-05-01,183.5
2008-06-01,182.2
2008-07-01,181.7
2008-08-01,181.3
2008-09-01,178.7
2008-10-01,177.9
2008-11-01,177.2
2008-12-01,175.9
2009-01-01,175.6
2009-02-01,174.9
2009-03-01,174
2009-04-01,172.7
2009-05-01,171.4
2009-06-01,170.7
2009-07-01,171.4
2009-08-01,171.3
2009-09-01,169.9
2009-10-01,170.1
2009-11-01,169.5
2009-12-01,169.1
2010-01-01,173.3
2010-02-01,173.7
2010-03-01,173.8
2010-04-01,172.8
2010-05-01,171.1
2010-06-01,170.6
2010-07-01,170.2
2010-08-01,169.8
2010-09-01,169.3
2010-10-01,170.7
2010-11-01,170
2010-12-01,171.5
2011-01-01,171.2
2011-02-01,171.6
2011-03-01,172.5
2011-04-01,173.2
2011-05-01,173
2011-06-01,173.6
2011-07-01,173
2011-08-01,174
2011-09-01,176
2011-10-01,174.3
2011-11-01,174.2
2011-12-01,175.2
2012-01-01,178.1
2012-02-01,179
2012-03-01,180.2
2012-04-01,177.3
2012-05-01,176.2
2012-06-01,174.6
2012-07-01,173.2
2012-08-01,171.9
2012-09-01,170.6
2012-10-01,169.4
2012-11-01,168.5
2012-12-01,168
2013-01-01,166.2
2013-02-01,165.9
2013-03-01,164.6
