"Date","SMU06000005552210001"
2013-04-01,164.9
2013-05-01,164.4
2013-06-01,163.2
2013-07-01,162.5
2013-08-01,161.6
2013-09-01,160.2
2013-10-01,160.1
2013-11-01,160
2013-12-01,158.6
2014-01-01,157.7
2014-02-01,156.9
2014-03-01,155.9
2014-04-01,154.3
2014-05-01,153.2
2014-06-01,151.6
2014-07-01,151.3
2014-08-01,150.3
2014-09-01,148.9
2014-10-01,148.5
2014-11-01,148.1
2014-12-01,147.3
2015-01-01,146.7
2015-02-01,146
2015-03-01,144.6
2015-04-01,144.7
2015-05-01,144.7
2015-06-01,143.3
2015-07-01,143.6
2015-08-01,142.9
2015-09-01,142.3
2015-10-01,142.5
2015-11-01,142.3
2015-12-01,142.4
2016-01-01,143
2016-02-01,143.3
2016-03-01,143.2
2016-04-01,143.8
2016-05-01,143.4
2016-06-01,142.9
2016-07-01,143.3
2016-08-01,143
2016-09-01,142.8
2016-10-01,142.5
2016-11-01,142.9
2016-12-01,143.6
2017-01-01,143.8
2017-02-01,143.8
2017-03-01,143.8
2017-04-01,143.1
2017-05-01,143.7
2017-06-01,142.6
2017-07-01,141.6
2017-08-01,141.1
2017-09-01,140.7
2017-10-01,140.4
2017-11-01,140.3
2017-12-01,140.6
2018-01-01,139.8
2018-02-01,140.1
2018-03-01,139.7
2018-04-01,139
2018-05-01,139.5
2018-06-01,139.5
2018-07-01,140.2
2018-08-01,140.4
2018-09-01,140
2018-10-01,140.2
2018-11-01,140.4
2018-12-01,141
2019-01-01,141.4
2019-02-01,142.3
2019-03-01,142.6
2019-04-01,142.1
2019-05-01,141.6
2019-06-01,142.1
2019-07-01,142
2019-08-01,142.5
2019-09-01,141.3
2019-10-01,141.7
2019-11-01,141.5
2019-12-01,142
2020-01-01,141.3
2020-02-01,142.3
2020-03-01,141.1
2020-04-01,140.5
2020-05-01,140.3
2020-06-01,140.4
2020-07-01,139.7
2020-08-01,139.5
2020-09-01,137.7
2020-10-01,137.4
2020-11-01,137.3
2020-12-01,137
2021-01-01,136.1
2021-02-01,136.4
2021-03-01,135.5
2021-04-01,135.7
2021-05-01,135.1
2021-06-01,134.7
2021-07-01,135.2
2021-08-01,134.3
2021-09-01,132.6
2021-10-01,133.8
2021-11-01,133.5
2021-12-01,133.5
2022-01-01,133.8
2022-02-01,133.9
2022-03-01,133.2
2022-04-01,132.9
2022-05-01,132.8
2022-06-01,133.1
2022-07-01,133.3
2022-08-01,133.3
2022-09-01,133
2022-10-01,134.1
2022-11-01,135.1
2022-12-01,135.7
2023-01-01,137.1
2023-02-01,137.6
2023-03-01,136.7
2023-04-01,136.3
2023-05-01,136.2
2023-06-01,136.2
2023-07-01,135.7
2023-08-01,135.5
2023-09-01,134
2023-10-01,133.4
