"Date","SMU27000005552210001"
1997-11-01,32.3
1997-12-01,32.7
1998-01-01,32.6
1998-02-01,32.7
1998-03-01,32.8
1998-04-01,32.9
1998-05-01,33.1
1998-06-01,33.4
1998-07-01,33.7
1998-08-01,33.8
1998-09-01,33.6
1998-10-01,33.6
1998-11-01,33.8
1998-12-01,34
1999-01-01,34.2
1999-02-01,34.2
1999-03-01,34.5
1999-04-01,34.7
1999-05-01,34.8
1999-06-01,35.1
1999-07-01,35
1999-08-01,35.1
1999-09-01,34.8
1999-10-01,34.8
1999-11-01,35
1999-12-01,35.1
2000-01-01,35.2
2000-02-01,35.3
2000-03-01,35.4
2000-04-01,35.2
2000-05-01,35.3
2000-06-01,35.7
2000-07-01,36.1
2000-08-01,36.2
2000-09-01,36.1
2000-10-01,36.1
2000-11-01,36.3
2000-12-01,36.6
2001-01-01,37.5
2001-02-01,37.4
2001-03-01,37.7
2001-04-01,37.7
2001-05-01,37.7
2001-06-01,38.1
2001-07-01,38.3
2001-08-01,38.2
2001-09-01,38
2001-10-01,37.8
2001-11-01,38.2
2001-12-01,38.6
2002-01-01,38.9
2002-02-01,38.9
2002-03-01,38.9
2002-04-01,38.9
2002-05-01,39.3
2002-06-01,39.4
2002-07-01,40
2002-08-01,40.2
2002-09-01,40.1
2002-10-01,40.1
2002-11-01,40.4
2002-12-01,40.8
2003-01-01,41.1
2003-02-01,41.9
2003-03-01,42.3
2003-04-01,42.5
2003-05-01,42.7
2003-06-01,42.9
2003-07-01,43.1
2003-08-01,43.2
2003-09-01,43
2003-10-01,42.8
2003-11-01,43.1
2003-12-01,43.4
2004-01-01,44
2004-02-01,44
2004-03-01,44
2004-04-01,44.7
2004-05-01,44.6
2004-06-01,45
2004-07-01,45.5
2004-08-01,45.5
2004-09-01,45.2
2004-10-01,45.4
2004-11-01,45.6
2004-12-01,45.9
2005-01-01,45.9
2005-02-01,45.9
2005-03-01,46.1
2005-04-01,45.7
2005-05-01,45.8
2005-06-01,46.3
2005-07-01,46.4
2005-08-01,46.6
2005-09-01,46.4
2005-10-01,46.3
2005-11-01,46.7
2005-12-01,47.1
2006-01-01,47.2
2006-02-01,47.1
2006-03-01,47.1
2006-04-01,46.8
2006-05-01,47
2006-06-01,47.3
2006-07-01,47.3
2006-08-01,47.4
2006-09-01,47.3
2006-10-01,47.3
2006-11-01,47.6
2006-12-01,47.8
2007-01-01,47.5
2007-02-01,47.4
2007-03-01,47.6
2007-04-01,47.4
2007-05-01,47.4
2007-06-01,47.7
2007-07-01,47.8
2007-08-01,47.9
2007-09-01,47.9
2007-10-01,47.7
2007-11-01,47.8
2007-12-01,48.1
2008-01-01,48.1
2008-02-01,48.1
2008-03-01,48.2
2008-04-01,48.2
2008-05-01,48
2008-06-01,48.4
2008-07-01,48.8
2008-08-01,48.7
2008-09-01,48.3
2008-10-01,48.3
2008-11-01,48.4
2008-12-01,48.6
2009-01-01,48.5
2009-02-01,48.3
2009-03-01,48.2
2009-04-01,47.6
2009-05-01,47.6
2009-06-01,47.7
2009-07-01,47.7
2009-08-01,47.5
2009-09-01,47.2
2009-10-01,47
2009-11-01,47.1
2009-12-01,47.4
2010-01-01,47.2
2010-02-01,47.1
2010-03-01,47.1
2010-04-01,47.1
2010-05-01,47.2
2010-06-01,47.4
2010-07-01,47.6
2010-08-01,47.7
2010-09-01,47.6
2010-10-01,47.7
2010-11-01,47.8
2010-12-01,48
2011-01-01,47.9
2011-02-01,47.9
2011-03-01,47.8
2011-04-01,47.9
2011-05-01,48
2011-06-01,48.1
2011-07-01,48.4
2011-08-01,48.6
2011-09-01,48.3
2011-10-01,48.4
2011-11-01,48.5
2011-12-01,48.8
2012-01-01,49.9
2012-02-01,49.9
2012-03-01,50
2012-04-01,51.6
2012-05-01,51.6
2012-06-01,51.9
2012-07-01,51.9
2012-08-01,52.1
2012-09-01,51.8
2012-10-01,52
2012-11-01,52.2
2012-12-01,52.4
2013-01-01,52.2
2013-02-01,52.2
2013-03-01,52.4
2013-04-01,52.5
2013-05-01,52.5
2013-06-01,53.1
2013-07-01,53.1
2013-08-01,53
2013-09-01,52.7
2013-10-01,52.7
2013-11-01,52.8
2013-12-01,53.1
2014-01-01,52.8
2014-02-01,52.7
2014-03-01,52.7
2014-04-01,52.7
2014-05-01,52.7
2014-06-01,52.9
2014-07-01,53.2
2014-08-01,52.9
2014-09-01,52.6
2014-10-01,52.3
2014-11-01,52.4
2014-12-01,52.8
2015-01-01,53.2
2015-02-01,53.2
2015-03-01,53.3
2015-04-01,53.4
2015-05-01,53.6
2015-06-01,53.9
2015-07-01,53.9
2015-08-01,53.9
2015-09-01,53.5
2015-10-01,53.4
2015-11-01,53.4
2015-12-01,53.6
2016-01-01,53.6
2016-02-01,53.6
2016-03-01,53.7
2016-04-01,54
2016-05-01,54
2016-06-01,54.3
2016-07-01,54.7
2016-08-01,54.7
2016-09-01,54.5
2016-10-01,54.7
2016-11-01,54.9
2016-12-01,55.2
2017-01-01,55.4
2017-02-01,55.5
2017-03-01,55.7
2017-04-01,56
2017-05-01,56
2017-06-01,56.4
2017-07-01,56.6
2017-08-01,56.7
2017-09-01,56.3
2017-10-01,56.2
2017-11-01,56.1
2017-12-01,56.5
2018-01-01,56.5
2018-02-01,56.5
2018-03-01,56.5
2018-04-01,56.8
2018-05-01,56.8
2018-06-01,57.1
2018-07-01,57.2
2018-08-01,57.3
2018-09-01,56.8
2018-10-01,56.8
2018-11-01,56.8
2018-12-01,56.9
2019-01-01,56.7
2019-02-01,56.7
2019-03-01,56.6
2019-04-01,56.6
2019-05-01,56.5
2019-06-01,57
2019-07-01,57
2019-08-01,57
2019-09-01,56.5
2019-10-01,56.5
2019-11-01,56.5
2019-12-01,56.7
2020-01-01,56.7
2020-02-01,56.8
2020-03-01,56.8
2020-04-01,56.3
2020-05-01,56.5
2020-06-01,57
2020-07-01,57.1
2020-08-01,57.2
2020-09-01,56.6
2020-10-01,56.5
2020-11-01,56.4
2020-12-01,56.3
2021-01-01,56.2
2021-02-01,56.1
2021-03-01,55.9
2021-04-01,55.5
2021-05-01,55.4
2021-06-01,55.4
2021-07-01,55.2
2021-08-01,54.7
2021-09-01,53.7
2021-10-01,54
2021-11-01,53.7
2021-12-01,53.5
2022-01-01,52.3
2022-02-01,51.7
2022-03-01,51.5
2022-04-01,51.1
2022-05-01,51
2022-06-01,51.1
2022-07-01,51.5
2022-08-01,51.3
2022-09-01,50.7
2022-10-01,50.9
2022-11-01,50.8
2022-12-01,51
2023-01-01,50.1
2023-02-01,50.2
2023-03-01,50.1
2023-04-01,49.6
2023-05-01,49.5
2023-06-01,49.7
2023-07-01,49.7
2023-08-01,49.5
2023-09-01,49
2023-10-01,48.5
