"Date","MABMBM01USM661S"
1959-01-01,0.0333536993395595
1959-02-01,0.0334817142358384
1959-03-01,0.0336562800034913
1959-04-01,0.0337610194640831
1959-05-01,0.0340054115387972
1959-06-01,0.0342265281778243
1959-07-01,0.0343545430741032
1959-08-01,0.0344941956882255
1959-09-01,0.0345291088417561
1959-10-01,0.0345058334060691
1959-11-01,0.0345756597131303
1959-12-01,0.034657123738035
1960-01-01,0.0347036746094091
1960-02-01,0.0347385877629397
1960-03-01,0.0348433272235315
1960-04-01,0.0349247912484362
1960-05-01,0.0350178929911844
1960-06-01,0.0351808210409939
1960-07-01,0.0353902999621774
1960-08-01,0.0357161560617963
1960-09-01,0.0358907218294492
1960-10-01,0.0360187367257281
1960-11-01,0.0361816647755375
1960-12-01,0.0363562305431905
1961-01-01,0.0365540717465305
1961-02-01,0.0368333769747752
1961-03-01,0.0370428558959588
1961-04-01,0.0372290593814553
1961-05-01,0.0374967268918565
1961-06-01,0.0377411189665707
1961-07-01,0.0378924092985366
1961-08-01,0.0381251636554072
1961-09-01,0.0383462802944343
1961-10-01,0.0385324837799308
1961-11-01,0.038800151290332
1961-12-01,0.0390445433650461
1962-01-01,0.0392772977219167
1962-02-01,0.0395798783858485
1962-03-01,0.0399290099211545
1962-04-01,0.0402083151493992
1962-05-01,0.0404410695062698
1962-06-01,0.0406505484274534
1962-07-01,0.0408251141951063
1962-08-01,0.041057868551977
1962-09-01,0.0413022606266911
1962-10-01,0.0415699281370923
1962-11-01,0.0418725088010241
1962-12-01,0.0422100026184865
1963-01-01,0.0425009455645748
1963-02-01,0.0428151639463501
1963-03-01,0.043141020045969
1963-04-01,0.0434436007099008
1963-05-01,0.0437694568095197
1963-06-01,0.0440371243199209
1963-07-01,0.0443513427016962
1963-08-01,0.0446422856477845
1963-09-01,0.0449215908760292
1963-10-01,0.0451892583864304
1963-11-01,0.0455616653574234
1963-12-01,0.0457595065607634
1964-01-01,0.0459922609176341
1964-02-01,0.0462715661458788
1964-03-01,0.0465275959384365
1964-04-01,0.0467487125774636
1964-05-01,0.0470396555235518
1964-06-01,0.0473771493410142
1964-07-01,0.0477262808763202
1964-08-01,0.0481103255651567
1964-09-01,0.0485176456896803
1964-10-01,0.0487736754822379
1964-11-01,0.0491111692997003
1964-12-01,0.0494253876814757
1965-01-01,0.0497512437810945
1965-02-01,0.0500887375985569
1965-03-01,0.0504145936981758
1965-04-01,0.0506706234907335
1965-05-01,0.0508684646940735
1965-06-01,0.0512175962293794
1965-07-01,0.0515434523289983
1965-08-01,0.0518809461464607
1965-09-01,0.0523115417066713
1965-10-01,0.0526723109598208
1965-11-01,0.0530330802129702
1965-12-01,0.0534404003374938
1966-01-01,0.0537662564371127
1966-02-01,0.0540688371010445
1966-03-01,0.0543714177649763
1966-04-01,0.0546158098396904
1966-05-01,0.0547089115824387
1966-06-01,0.0548369264787175
1966-07-01,0.0548020133251869
1966-08-01,0.054999854528527
1966-09-01,0.0553257106281458
1966-10-01,0.0553606237816764
1966-11-01,0.0555468272671729
1966-12-01,0.0558843210846353
1967-01-01,0.0560472491344447
1967-02-01,0.0564545692589683
1967-03-01,0.0569899042797707
1967-04-01,0.0572692095080155
1967-05-01,0.0578627331180356
1967-06-01,0.058421343574525
1967-07-01,0.0589217654417969
1967-08-01,0.0594454627447558
1967-09-01,0.0598993337406535
1967-10-01,0.060306653865177
1967-11-01,0.060655785400483
1967-12-01,0.0610747432428501
1968-01-01,0.0613773239067819
1968-02-01,0.0617264554420878
