"Date","M14069USM144NNBR"
1914-12-01,0.04
1915-01-01,1
1915-02-01,4
1915-03-01,6
1915-04-01,7
1915-05-01,7
1915-06-01,7
1915-07-01,8
1915-08-01,9
1915-09-01,9
1915-10-01,10
1915-11-01,12
1915-12-01,15
1916-01-01,19
1916-02-01,26
1916-03-01,37
1916-04-01,47
1916-05-01,55
1916-06-01,57
1916-07-01,57
1916-08-01,55
1916-09-01,55
1916-10-01,53
1916-11-01,50
1916-12-01,54
1917-01-01,55
1917-02-01,48
1917-03-01,50
1917-04-01,111
1917-05-01,119
1917-06-01,112
1917-07-01,73
1917-08-01,74
1917-09-01,89
1917-10-01,112
1917-11-01,124
1917-12-01,102
1918-01-01,149
1918-02-01,185
1918-03-01,271
1918-04-01,173
1918-05-01,86
1918-06-01,97
1918-07-01,65
1918-08-01,53
1918-09-01,67
1918-10-01,123
1918-11-01,130
1918-12-01,214
1919-01-01,200
1919-02-01,186
1919-03-01,195
1919-04-01,213
1919-05-01,228
1919-06-01,236
1919-07-01,249
1919-08-01,270
1919-09-01,341
1919-10-01,296
1919-11-01,307
1919-12-01,327
1920-01-01,326
1920-02-01,309
1920-03-01,344
1920-04-01,332
1920-05-01,302
1920-06-01,347
1920-07-01,319
1920-08-01,304
1920-09-01,339
1920-10-01,305
1920-11-01,320
1920-12-01,339
1921-01-01,298
1921-02-01,287
1921-03-01,296
1921-04-01,277
1921-05-01,303
1921-06-01,302
1921-07-01,261
1921-08-01,249
1921-09-01,254
1921-10-01,207
1921-11-01,208
1921-12-01,226
1922-01-01,238
1922-02-01,357
1922-03-01,459
1922-04-01,520
1922-05-01,603
1922-06-01,591
1922-07-01,547
1922-08-01,497
1922-09-01,486
1922-10-01,448
1922-11-01,325
1922-12-01,380
1923-01-01,421
1923-02-01,356
1923-03-01,316
1923-04-01,229
1923-05-01,193
1923-06-01,153
1923-07-01,97
1923-08-01,90
1923-09-01,102
1923-10-01,91
1923-11-01,83
1923-12-01,106
1924-01-01,118
1924-02-01,135
1924-03-01,244
1924-04-01,274
1924-05-01,324
1924-06-01,416
1924-07-01,467
1924-08-01,539
1924-09-01,575
1924-10-01,585
1924-11-01,588
1924-12-01,554
1925-01-01,464
1925-02-01,384
1925-03-01,376
1925-04-01,355
1925-05-01,361
1925-06-01,345
1925-07-01,338
1925-08-01,329
1925-09-01,335
1925-10-01,328
1925-11-01,332
1925-12-01,359
1926-01-01,368
1926-02-01,335
1926-03-01,336
1926-04-01,371
1926-05-01,398
1926-06-01,408
1926-07-01,380
1926-08-01,353
1926-09-01,316
1926-10-01,306
1926-11-01,302
1926-12-01,322
1927-01-01,310
1927-02-01,307
1927-03-01,345
1927-04-01,341
1927-05-01,291
1927-06-01,398
1927-07-01,381
1927-08-01,439
1927-09-01,501
1927-10-01,506
1927-11-01,579
1927-12-01,606
1928-01-01,512
1928-02-01,406
1928-03-01,415
1928-04-01,351
1928-05-01,257
1928-06-01,232
1928-07-01,213
1928-08-01,210
1928-09-01,240
1928-10-01,237
1928-11-01,238
1928-12-01,263
1929-01-01,229
1929-02-01,184
1929-03-01,197
1929-04-01,165
1929-05-01,153
1929-06-01,179
1929-07-01,147
1929-08-01,155
1929-09-01,165
1929-10-01,154
1929-11-01,315
1929-12-01,446
1930-01-01,485
1930-02-01,480
1930-03-01,540
1930-04-01,530
1930-05-01,529
1930-06-01,571
1930-07-01,583
1930-08-01,599
1930-09-01,597
1930-10-01,602
1930-11-01,599
1930-12-01,644
1931-01-01,647
1931-02-01,603
1931-03-01,604
1931-04-01,600
1931-05-01,599
1931-06-01,610
1931-07-01,674
1931-08-01,712
1931-09-01,736
1931-10-01,733
1931-11-01,727
1931-12-01,777
1932-01-01,759
1932-02-01,743
1932-03-01,809
1932-04-01,1014
1932-05-01,1413
1932-06-01,1697
1932-07-01,1818
1932-08-01,1850
1932-09-01,1848
1932-10-01,1851
1932-11-01,1851
1932-12-01,1854
1933-01-01,1806
1933-02-01,1804
1933-03-01,1875
1933-04-01,1837
1933-05-01,1846
1933-06-01,1933
1933-07-01,2016
