"Date","M1421BUSM144NNBR"
1929-01-01,679
1929-02-01,634
1929-03-01,801
1929-04-01,805
1929-05-01,794
1929-06-01,800
1929-07-01,761
1929-08-01,810
1929-09-01,795
1929-10-01,783
1929-11-01,871
1929-12-01,693
1930-01-01,436
1930-02-01,350
1930-03-01,250
1930-04-01,205
1930-05-01,216
1930-06-01,222
1930-07-01,214
1930-08-01,193
1930-09-01,174
1930-10-01,182
1930-11-01,209
1930-12-01,296
1931-01-01,233
1931-02-01,199
1931-03-01,163
1931-04-01,137
1931-05-01,151
1931-06-01,183
1931-07-01,167
1931-08-01,208
1931-09-01,267
1931-10-01,526
1931-11-01,657
1931-12-01,718
1932-01-01,770
1932-02-01,807
1932-03-01,699
1932-04-01,598
1932-05-01,483
1932-06-01,494
1932-07-01,521
1932-08-01,449
1932-09-01,385
1932-10-01,327
1932-11-01,312
1932-12-01,281
1933-01-01,254
1933-02-01,297
1933-03-01,514
1933-04-01,301
1933-05-01,252
1933-06-01,184
1933-07-01,113
1933-08-01,115
1933-09-01,100
1933-10-01,90
1933-11-01,90
1933-12-01,94
1934-01-01,85
1934-02-01,54
1934-03-01,41
1934-04-01,31
1934-05-01,26
1934-06-01,22
1934-07-01,18
1934-08-01,16
1934-09-01,17
1934-10-01,10
1934-11-01,10
1934-12-01,10
1935-01-01,8
1935-02-01,6
1935-03-01,6
1935-04-01,6
1935-05-01,7
1935-06-01,7
1935-07-01,7
1935-08-01,6
1935-09-01,7
1935-10-01,5
1935-11-01,6
1935-12-01,6
1936-01-01,6
1936-02-01,7
1936-03-01,6
1936-04-01,5
1936-05-01,5
1936-06-01,6
1936-07-01,3
1936-08-01,5
1936-09-01,5
1936-10-01,4
1936-11-01,5
1936-12-01,7
1937-01-01,3
1937-02-01,3
1937-03-01,5
1937-04-01,9
1937-05-01,13
1937-06-01,13
1937-07-01,10
1937-08-01,11
1937-09-01,12
1937-10-01,13
1937-11-01,16
1937-12-01,16
1938-01-01,11
1938-02-01,10
1938-03-01,10
1938-04-01,11
1938-05-01,8
1938-06-01,9
1938-07-01,8
1938-08-01,7
1938-09-01,7
1938-10-01,7
1938-11-01,7
1938-12-01,7
1939-01-01,5
1939-02-01,5
1939-03-01,3
1939-04-01,0
1939-05-01,0
1939-06-01,0
1939-07-01,0
1939-08-01,0
1939-09-01,0
1939-10-01,0
1939-11-01,0
1939-12-01,0
1940-01-01,0
1940-02-01,0
1940-03-01,0
1940-04-01,0
1940-05-01,0
1940-06-01,0
1940-07-01,0
1940-08-01,0
1940-09-01,0
1940-10-01,0
1940-11-01,0
1940-12-01,0
1941-01-01,0
1941-02-01,0
1941-03-01,0
1941-04-01,0
1941-05-01,0
1941-06-01,0
1941-07-01,0
1941-08-01,0
1941-09-01,0
1941-10-01,0
1941-11-01,0
1941-12-01,0
