"Date","M14067USM144NNBR"
1915-01-01,12
1915-02-01,17
1915-03-01,20
1915-04-01,22
1915-05-01,23
1915-06-01,25
1915-07-01,27
1915-08-01,28
1915-09-01,30
1915-10-01,28
1915-11-01,29
1915-12-01,32
1916-01-01,29
1916-02-01,22
1916-03-01,22
1916-04-01,22
1916-05-01,20
1916-06-01,21
1916-07-01,25
1916-08-01,28
1916-09-01,27
1916-10-01,22
1916-11-01,20
1916-12-01,33
1917-01-01,21
1917-02-01,18
1917-03-01,19
1917-04-01,25
1917-05-01,43
1917-06-01,155
1917-07-01,151
1917-08-01,134
1917-09-01,181
1917-10-01,320
1917-11-01,563
1917-12-01,683
1918-01-01,612
1918-02-01,529
1918-03-01,537
1918-04-01,751
1918-05-01,897
1918-06-01,939
1918-07-01,1162
1918-08-01,1333
1918-09-01,1604
1918-10-01,1683
1918-11-01,1760
1918-12-01,1765
1919-01-01,1731
1919-02-01,1765
1919-03-01,1863
1919-04-01,1920
1919-05-01,1976
1919-06-01,1840
1919-07-01,1864
1919-08-01,1798
1919-09-01,1776
1919-10-01,2068
1919-11-01,2140
1919-12-01,2115
1920-01-01,2136
1920-02-01,2297
1920-03-01,2377
1920-04-01,2431
1920-05-01,2536
1920-06-01,2456
1920-07-01,2513
1920-08-01,2596
1920-09-01,2667
1920-10-01,2780
1920-11-01,2762
1920-12-01,2718
1921-01-01,2523
1921-02-01,2400
1921-03-01,2297
1921-04-01,2129
1921-05-01,1959
1921-06-01,1811
1921-07-01,1719
1921-08-01,1548
1921-09-01,1442
1921-10-01,1371
1921-11-01,1228
1921-12-01,1180
1922-01-01,962
1922-02-01,769
1922-03-01,638
1922-04-01,572
1922-05-01,479
1922-06-01,437
1922-07-01,425
1922-08-01,396
1922-09-01,417
1922-10-01,486
1922-11-01,623
1922-12-01,660
1923-01-01,547
1923-02-01,608
1923-03-01,628
1923-04-01,658
1923-05-01,705
1923-06-01,741
1923-07-01,834
1923-08-01,809
1923-09-01,845
1923-10-01,873
1923-11-01,799
1923-12-01,771
1924-01-01,574
1924-02-01,514
1924-03-01,476
1924-04-01,489
1924-05-01,433
1924-06-01,370
1924-07-01,315
1924-08-01,268
1924-09-01,262
1924-10-01,240
1924-11-01,228
1924-12-01,301
1925-01-01,267
1925-02-01,340
1925-03-01,390
1925-04-01,403
1925-05-01,397
1925-06-01,437
1925-07-01,480
1925-08-01,545
1925-09-01,594
1925-10-01,619
1925-11-01,597
1925-12-01,688
1926-01-01,520
1926-02-01,526
1926-03-01,557
1926-04-01,537
1926-05-01,511
1926-06-01,473
1926-07-01,549
1926-08-01,555
1926-09-01,640
1926-10-01,663
1926-11-01,615
1926-12-01,668
1927-01-01,481
1927-02-01,393
1927-03-01,425
1927-04-01,447
1927-05-01,473
1927-06-01,429
1927-07-01,454
1927-08-01,409
1927-09-01,422
1927-10-01,424
1927-11-01,415
1927-12-01,529
1928-01-01,465
1928-02-01,471
1928-03-01,513
1928-04-01,661
1928-05-01,836
1928-06-01,1019
1928-07-01,1090
1928-08-01,1061
1928-09-01,1064
1928-10-01,975
1928-11-01,897
1928-12-01,1013
1929-01-01,859
1929-02-01,889
1929-03-01,969
1929-04-01,1004
1929-05-01,956
1929-06-01,978
1929-07-01,1096
1929-08-01,1043
1929-09-01,969
1929-10-01,885
1929-11-01,953
1929-12-01,803
1930-01-01,501
1930-02-01,378
1930-03-01,274
1930-04-01,231
1930-05-01,247
1930-06-01,251
1930-07-01,226
1930-08-01,214
1930-09-01,189
1930-10-01,196
1930-11-01,221
1930-12-01,338
1931-01-01,253
1931-02-01,216
1931-03-01,176
1931-04-01,155
1931-05-01,163
1931-06-01,188
1931-07-01,169
1931-08-01,222
1931-09-01,280
1931-10-01,613
1931-11-01,695
1931-12-01,774
1932-01-01,828
1932-02-01,848
1932-03-01,714
1932-04-01,605
1932-05-01,486
1932-06-01,495
1932-07-01,523
1932-08-01,451
1932-09-01,387
1932-10-01,328
1932-11-01,313
1932-12-01,282
1933-01-01,255
1933-02-01,307
1933-03-01,999
1933-04-01,429
1933-05-01,339
1933-06-01,250
1933-07-01,170
1933-08-01,159
1933-09-01,138
1933-10-01,119
1933-11-01,114
1933-12-01,117
1934-01-01,101
1934-02-01,70
1934-03-01,55
1934-04-01,43
1934-05-01,36
1934-06-01,28
1934-07-01,23
1934-08-01,21
1934-09-01,22
1934-10-01,12
1934-11-01,18
1934-12-01,10
1935-01-01,8
1935-02-01,6
1935-03-01,7
1935-04-01,6
1935-05-01,7
1935-06-01,8
1935-07-01,7
1935-08-01,7
1935-09-01,10
1935-10-01,8
1935-11-01,7
1935-12-01,6
1936-01-01,6
1936-02-01,8
1936-03-01,6
1936-04-01,6
1936-05-01,5
1936-06-01,6
1936-07-01,3
1936-08-01,6
1936-09-01,8
1936-10-01,7
1936-11-01,6
1936-12-01,7
1937-01-01,3
1937-02-01,3
1937-03-01,6
1937-04-01,10
1937-05-01,16
1937-06-01,15
1937-07-01,13
1937-08-01,17
1937-09-01,24
1937-10-01,22
1937-11-01,19
1937-12-01,16
1938-01-01,11
1938-02-01,11
1938-03-01,10
1938-04-01,11
1938-05-01,8
1938-06-01,9
1938-07-01,8
1938-08-01,7
1938-09-01,8
1938-10-01,8
1938-11-01,7
1938-12-01,7
1939-01-01,5
1939-02-01,5
1939-03-01,3
1939-04-01,3
1939-05-01,4
1939-06-01,4
1939-07-01,5
1939-08-01,5
1939-09-01,6
1939-10-01,6
1939-11-01,7
1939-12-01,8
1940-01-01,7
1940-02-01,7
1940-03-01,3
1940-04-01,2
1940-05-01,3
1940-06-01,2
1940-07-01,3
1940-08-01,3
1940-09-01,5
1940-10-01,5
1940-11-01,4
1940-12-01,4
1941-01-01,3
1941-02-01,2
1941-03-01,2
1941-04-01,2
1941-05-01,2
1941-06-01,2
1941-07-01,3
1941-08-01,8
1941-09-01,12
1941-10-01,8
1941-11-01,6
1941-12-01,5
1942-01-01,4
1942-02-01,4
1942-03-01,6
1942-04-01,7
1942-05-01,7
1942-06-01,5
1942-07-01,4
1942-08-01,5
1942-09-01,11
1942-10-01,9
1942-11-01,9
1942-12-01,9
1943-01-01,8
1943-02-01,11
1943-03-01,10
1943-04-01,14
1943-05-01,18
1943-06-01,14
1943-07-01,13
1943-08-01,27
1943-09-01,41
1943-10-01,15
1943-11-01,35
1943-12-01,90
1944-01-01,32
1944-02-01,35
1944-03-01,63
1944-04-01,75
1944-05-01,160
1944-06-01,155
1944-07-01,35
1944-08-01,71
1944-09-01,109
1944-10-01,190
1944-11-01,436
1944-12-01,265
1945-01-01,118
1945-02-01,233
1945-03-01,245
1945-04-01,360
1945-05-01,633
1945-06-01,590
1945-07-01,163
1945-08-01,388
1945-09-01,398
1945-10-01,369
1945-11-01,636
1945-12-01,381
1946-01-01,232
1946-02-01,367
1946-03-01,566
1946-04-01,433
1946-05-01,212
1946-06-01,245
1946-07-01,240
1946-08-01,247
1946-09-01,283
1946-10-01,251
1946-11-01,351
1946-12-01,305
1947-01-01,252
1947-02-01,339
1947-03-01,307
1947-04-01,208
1947-05-01,130
1947-06-01,162
1947-07-01,119
1947-08-01,165
1947-09-01,163
1947-10-01,208
1947-11-01,313
1947-12-01,268
1948-01-01,224
1948-02-01,379
1948-03-01,410
1948-04-01,262
1948-05-01,301
1948-06-01,330
1948-07-01,326
1948-08-01,321
1948-09-01,383
1948-10-01,357
1948-11-01,353
1948-12-01,330
1949-01-01,347
1949-02-01,284
1949-03-01,302
1949-04-01,249
1949-05-01,303
1949-06-01,191
1949-07-01,202
1949-08-01,190
1949-09-01,164
1949-10-01,136
1949-11-01,215
1949-12-01,189
1950-01-01,101
1950-02-01,178
1950-03-01,170
1950-04-01,140
1950-05-01,116
1950-06-01,84
1950-07-01,140
1950-08-01,172
1950-09-01,96
1950-10-01,67
1950-11-01,145
1950-12-01,142
1951-01-01,213
1951-02-01,330
1951-03-01,242
1951-04-01,162
1951-05-01,438
1951-06-01,170
1951-07-01,194
1951-08-01,292
1951-09-01,338
1951-10-01,131
1951-11-01,343
1951-12-01,657
1952-01-01,200
1952-02-01,365
1952-03-01,314
1952-04-01,365
1952-05-01,573
1952-06-01,585
1952-07-01,1092
1952-08-01,1059
1952-09-01,723
1952-10-01,1093
1952-11-01,1577
1952-12-01,1633
1953-01-01,1372
1953-02-01,1336
1953-03-01,1220
1953-04-01,1184
1953-05-01,955
1953-06-01,433
1953-07-01,428
1953-08-01,658
1953-09-01,468
1953-10-01,367
1953-11-01,494
1953-12-01,448
1954-01-01,118
1954-02-01,308
1954-03-01,205
1954-04-01,151
1954-05-01,172
1954-06-01,166
1954-07-01,104
1954-08-01,210
1954-09-01,170
1954-10-01,254
1954-11-01,345
1954-12-01,407
1955-01-01,444
1955-02-01,473
1955-03-01,566
1955-04-01,585
1955-05-01,445
1955-06-01,465
1955-07-01,576
1955-08-01,803
1955-09-01,872
1955-10-01,895
1955-11-01,1018
1955-12-01,840
1956-01-01,808
1956-02-01,800
1956-03-01,993
1956-04-01,1060
1956-05-01,971
1956-06-01,770
1956-07-01,738
1956-08-01,898
1956-09-01,792
1956-10-01,715
1956-11-01,745
1956-12-01,706
1957-01-01,432
1957-02-01,665
1957-03-01,859
1957-04-01,1036
1957-05-01,931
1957-06-01,1009
1957-07-01,917
1957-08-01,1010
1957-09-01,994
1957-10-01,818
1957-11-01,810
1957-12-01,716
1958-01-01,454
1958-02-01,242
1958-03-01,139
1958-04-01,130
1958-05-01,119
1958-06-01,142
1958-07-01,109
1958-08-01,252
1958-09-01,476
1958-10-01,425
1958-11-01,488
1958-12-01,564
1959-01-01,574
1959-02-01,526
1959-03-01,620
1959-04-01,694
1959-05-01,784
1959-06-01,938
1959-07-01,969
1959-08-01,1008
1959-09-01,904
1959-10-01,909
1959-11-01,886
1959-12-01,911
1960-01-01,909
1960-02-01,818
1960-03-01,637
1960-04-01,623
1960-05-01,502
1960-06-01,425
1960-07-01,388
1960-08-01,293
1960-09-01,233
1960-10-01,170
1960-11-01,160
1960-12-01,94
1961-01-01,58
1961-02-01,146
1961-03-01,80
1961-04-01,63
1961-05-01,101
1961-06-01,66
1961-07-01,52
1961-08-01,68
1961-09-01,38
1961-10-01,67
1961-11-01,107
1961-12-01,152
1962-01-01,93
1962-02-01,118
1962-03-01,156
1962-04-01,134
1962-05-01,128
1962-06-01,154
1962-07-01,109
1962-08-01,143
1962-09-01,91
1962-10-01,76
1962-11-01,129
1962-12-01,305
1963-01-01,101
1963-02-01,181
1963-03-01,185
1963-04-01,151
1963-05-01,229
1963-06-01,236
1963-07-01,322
1963-08-01,355
1963-09-01,352
1963-10-01,343
1963-11-01,407
1963-12-01,360
1964-01-01,289
1964-02-01,311
1964-03-01,259
1964-04-01,214
1964-05-01,256
1964-06-01,271
1964-07-01,265
1964-08-01,334
1964-09-01,332
1964-10-01,311
1964-11-01,433
1964-12-01,266
1965-01-01,340
1965-02-01,450
1965-03-01,441
1965-04-01,487
1965-05-01,520
1965-06-01,543
1965-07-01,527
1965-08-01,566
1965-09-01,533
1965-10-01,515
1965-11-01,485
1965-12-01,490
1966-01-01,427
1966-02-01,498
1966-03-01,571
1966-04-01,647
1966-05-01,743
1966-06-01,685
1966-07-01,767
1966-08-01,730
1966-09-01,774
1966-10-01,749
1966-11-01,626
1966-12-01,570
1967-01-01,389
1967-02-01,362
1967-03-01,200
1967-04-01,155
1967-05-01,126
1967-06-01,147
1967-07-01,91
1967-08-01,89
1967-09-01,90
1967-10-01,126
1967-11-01,133
1967-12-01,238
1968-01-01,237
1968-02-01,361
1968-03-01,682
1968-04-01,698
1968-05-01,759
1968-06-01,705
1968-07-01,538
1968-08-01,568
1968-09-01,515
1968-10-01,427
1968-11-01,569
1968-12-01,765
1969-01-01,697
1969-02-01,824
1969-03-01,918
1969-04-01,996
1969-05-01,1402
1969-06-01,1407
1969-07-01,1190
1969-08-01,1249
1969-09-01,1067
1969-10-01,1136
