"Date","M1329AUSM193NNBR"
1920-01-01,4.5
1920-02-01,4.5
1920-03-01,4.75
1920-04-01,5.25
1920-05-01,5.5
1920-06-01,5.75
1920-07-01,5.81
1920-08-01,5.83
1920-09-01,5.81
1920-10-01,5.75
1920-11-01,5.75
1920-12-01,5.88
1921-01-01,5.67
1921-02-01,5.3
1921-03-01,5.38
1921-04-01,5.2
1921-05-01,5.16
1921-06-01,4.99
1921-07-01,4.6
1921-08-01,4.75
1921-09-01,4.75
1921-10-01,4.21
1921-11-01,4.03
1921-12-01,3.9
1922-01-01,3.9
1922-02-01,3.81
1922-03-01,3.55
1922-04-01,3.21
1922-05-01,3.25
1922-06-01,3.25
1922-07-01,3.2
1922-08-01,3.13
1922-09-01,3.34
1922-10-01,3.71
1922-11-01,3.66
1922-12-01,3.65
1923-01-01,3.66
1923-02-01,3.65
1923-03-01,4.12
1923-04-01,4.13
1923-05-01,3.95
1923-06-01,3.84
1923-07-01,3.91
1923-08-01,3.86
1923-09-01,4.01
1923-10-01,4.22
1923-11-01,3.94
1923-12-01,3.88
1924-01-01,3.76
1924-02-01,3.54
1924-03-01,3.57
1924-04-01,3.38
1924-05-01,2.29
1924-06-01,2.44
1924-07-01,1.92
1924-08-01,1.9
1924-09-01,2.14
1924-10-01,2.41
1924-11-01,2.58
1924-12-01,2.57
1925-01-01,2.61
1925-02-01,2.62
1925-03-01,2.78
1925-04-01,2.78
1925-05-01,2.73
1925-06-01,2.86
1925-07-01,3.06
1925-08-01,3.01
1925-09-01,3.17
1925-10-01,3.53
1925-11-01,3.65
1925-12-01,3.51
1926-01-01,3.49
1926-02-01,3.18
1926-03-01,3.14
1926-04-01,3.08
1926-05-01,3.17
1926-06-01,2.93
1926-07-01,3.11
1926-08-01,3.27
1926-09-01,3.42
1926-10-01,3.58
1926-11-01,3.35
1926-12-01,3.07
1927-01-01,3.23
1927-02-01,3.29
1927-03-01,3.2
1927-04-01,3.39
1927-05-01,3.33
1927-06-01,3.07
1927-07-01,2.96
1927-08-01,2.7
1927-09-01,2.68
1927-10-01,3.08
1927-11-01,3.04
1927-12-01,3.17
1928-01-01,3.31
1928-02-01,3.33
1928-03-01,3.27
1928-04-01,3.62
1928-05-01,3.9
1928-06-01,3.92
1928-07-01,4.12
1928-08-01,4.36
1928-09-01,4.57
1928-10-01,4.7
1928-11-01,4.26
1928-12-01,4.26
1929-01-01,4.66
1929-02-01,4.39
1929-03-01,4.6
1929-04-01,4.8
1929-05-01,5.09
1929-06-01,4.8
1929-07-01,4.55
1929-08-01,4.7
1929-09-01,4.58
1929-10-01,4.37
1929-11-01,3.47
1929-12-01,3.03
1930-01-01,3.39
1930-02-01,3.36
1930-03-01,2.95
1930-04-01,3
1930-05-01,2.41
1930-06-01,1.89
1930-07-01,1.83
1930-08-01,1.53
1930-09-01,1.77
1930-10-01,1.74
1930-11-01,1.4
1930-12-01,1.48
1931-01-01,1.24
1931-02-01,1.06
1931-03-01,1.38
1931-04-01,1.49
1931-05-01,0.88
1931-06-01,0.55
1931-07-01,0.41
1931-08-01,0.42
1931-09-01,0.45
1931-10-01,1.7
1931-11-01,1.77
1931-12-01,2.41
1932-01-01,2.48
1932-02-01,2.42
1932-03-01,2.25
1932-04-01,1.11
1932-05-01,0.31
1932-06-01,0.34
1932-07-01,0.22
1932-08-01,0.14
1932-09-01,0.03
1932-10-01,0.01
1932-11-01,0.01
1932-12-01,0.04
1933-01-01,0.07
1933-02-01,0.01
1933-03-01,1.34
1933-04-01,0.45
1933-05-01,0.29
1933-06-01,0.07
1933-07-01,0.19
1933-08-01,0.01
1933-09-01,0.04
1933-10-01,0.09
1933-11-01,0.22
1933-12-01,0.29
1934-01-01,0.25
1934-02-01,0.08
1934-03-01,0.01
