"Date","M1418AUSM144NNBR"
1918-01-01,872
1918-02-01,872
1918-03-01,889
1918-04-01,902
1918-05-01,893
1918-06-01,885
1918-07-01,853
1918-08-01,863
1918-09-01,900
1918-10-01,936
1918-11-01,903
1918-12-01,974
1919-01-01,1024
1919-02-01,1011
1919-03-01,1025
1919-04-01,1034
1919-05-01,1052
1919-06-01,1051
1919-07-01,1097
1919-08-01,1105
1919-09-01,1118
1919-10-01,1150
1919-11-01,1184
1919-12-01,1167
1920-01-01,1245
1920-02-01,1227
1920-03-01,1247
1920-04-01,1231
1920-05-01,1209
1920-06-01,1197
1920-07-01,1209
1920-08-01,1202
1920-09-01,1201
1920-10-01,1206
1920-11-01,1182
1920-12-01,1154
1921-01-01,1184
1921-02-01,1172
1921-03-01,1147
1921-04-01,1116
1921-05-01,1124
1921-06-01,1108
1921-07-01,1099
1921-08-01,1098
1921-09-01,1086
1921-10-01,1093
1921-11-01,1110
1921-12-01,1098
1922-01-01,1117
1922-02-01,1135
1922-03-01,1149
1922-04-01,1151
1922-05-01,1175
1922-06-01,1187
1922-07-01,1207
1922-08-01,1205
1922-09-01,1222
1922-10-01,1241
1922-11-01,1239
1922-12-01,1257
1923-01-01,1316
1923-02-01,1306
1923-03-01,1306
1923-04-01,1307
1923-05-01,1314
1923-06-01,1301
1923-07-01,1308
1923-08-01,1289
1923-09-01,1287
1923-10-01,1308
1923-11-01,1314
1923-12-01,1308
1924-01-01,1327
1924-02-01,1320
1924-03-01,1319
1924-04-01,1317
1924-05-01,1322
1924-06-01,1350
1924-07-01,1367
1924-08-01,1383
1924-09-01,1420
1924-10-01,1430
1924-11-01,1460
1924-12-01,1465
1925-01-01,1485
1925-02-01,1469
1925-03-01,1465
1925-04-01,1452
1925-05-01,1456
1925-06-01,1475
1925-07-01,1479
1925-08-01,1496
1925-09-01,1498
1925-10-01,1526
1925-11-01,1531
1925-12-01,1525
1926-01-01,1544
1926-02-01,1528
1926-03-01,1504
1926-04-01,1506
1926-05-01,1523
1926-06-01,1519
1926-07-01,1524
1926-08-01,1537
1926-09-01,1544
1926-10-01,1553
1926-11-01,1543
1926-12-01,1540
1927-01-01,1548
1927-02-01,1548
1927-03-01,1554
1927-04-01,1566
1927-05-01,1570
1927-06-01,1566
1927-07-01,1571
1927-08-01,1589
1927-09-01,1597
1927-10-01,1627
1927-11-01,1633
1927-12-01,1641
1928-01-01,1655
1928-02-01,1631
1928-03-01,1612
1928-04-01,1633
1928-05-01,1628
1928-06-01,1614
1928-07-01,1614
1928-08-01,1584
1928-09-01,1609
1928-10-01,1623
1928-11-01,1629
1928-12-01,1630
1929-01-01,1643
1929-02-01,1618
1929-03-01,1610
1929-04-01,1592
1929-05-01,1590
1929-06-01,1591
1929-07-01,1609
1929-08-01,1611
1929-09-01,1620
1929-10-01,1644
1929-11-01,1626
1929-12-01,1599
1930-01-01,1602
1930-02-01,1574
1930-03-01,1589
1930-04-01,1611
1930-05-01,1601
1930-06-01,1616
1930-07-01,1621
1930-08-01,1616
1930-09-01,1624
1930-10-01,1611
1930-11-01,1609
1930-12-01,1607
1931-01-01,1587
1931-02-01,1574
1931-03-01,1574
1931-04-01,1585
1931-05-01,1587
1931-06-01,1572
1931-07-01,1559
1931-08-01,1547
1931-09-01,1519
1931-10-01,1450
1931-11-01,1384
1931-12-01,1355
1932-01-01,1299
1932-02-01,1267
1932-03-01,1255
1932-04-01,1264
1932-05-01,1326
1932-06-01,1344
1932-07-01,1286
1932-08-01,1284
1932-09-01,1297
1932-10-01,1349
1932-11-01,1370
1932-12-01,1382
1933-01-01,1454
1933-02-01,1479
1933-03-01,1273
1933-04-01,1262
1933-05-01,1293
1933-06-01,1408
1933-07-01,1529
1933-08-01,1582
1933-09-01,1652
1933-10-01,1751
1933-11-01,1798
1933-12-01,1849
1934-01-01,1917
1934-02-01,2003
1934-03-01,2211
1934-04-01,2371
1934-05-01,2413
1934-06-01,2482
1934-07-01,2608
1934-08-01,2618
1934-09-01,2563
1934-10-01,2569
1934-11-01,2678
1934-12-01,2647
