"Date","M10047USM144NNBR"
1929-01-01,-51
1929-02-01,-28
1929-03-01,47
1929-04-01,90
1929-05-01,103
1929-06-01,91
1929-07-01,88
1929-08-01,55
1929-09-01,-6
1929-10-01,-3
1929-11-01,-58
1929-12-01,-78
1930-01-01,-97
1930-02-01,-79
1930-03-01,-20
1930-04-01,16
1930-05-01,-26
1930-06-01,16
1930-07-01,-4
1930-08-01,-22
1930-09-01,-28
1930-10-01,-39
1930-11-01,-64
1930-12-01,-51
1931-01-01,-70
1931-02-01,-63
1931-03-01,-25
1931-04-01,6
1931-05-01,7
1931-06-01,5
1931-07-01,-2
1931-08-01,-16
1931-09-01,-28
1931-10-01,-32
1931-11-01,-45
1931-12-01,-39
1932-01-01,-51
1932-02-01,-48
1932-03-01,-39
1932-04-01,-28
1932-05-01,-18
1932-06-01,-6
1932-07-01,-25
1932-08-01,-17
1932-09-01,-21
1932-10-01,-23
1932-11-01,-28
1932-12-01,-24
1933-01-01,-14
1933-02-01,-13
1933-03-01,-8
1933-04-01,10
1933-05-01,29
1933-06-01,38
1933-07-01,35
1933-08-01,40
1933-09-01,28
1933-10-01,16
1933-11-01,-4
1933-12-01,-20
1934-01-01,-23
1934-02-01,-6
1934-03-01,16
1934-04-01,35
1934-05-01,45
1934-06-01,41
1934-07-01,35
1934-08-01,23
1934-09-01,-6
1934-10-01,0
1934-11-01,-13
1934-12-01,-26
1935-01-01,-3
1935-02-01,11
1935-03-01,49
1935-04-01,71
1935-05-01,58
1935-06-01,54
1935-07-01,62
1935-08-01,41
1935-09-01,3
1935-10-01,-5
1935-11-01,16
1935-12-01,21
1936-01-01,-9
1936-02-01,-13
1936-03-01,58
1936-04-01,91
1936-05-01,91
1936-06-01,98
1936-07-01,69
1936-08-01,27
1936-09-01,1
1936-10-01,-28
1936-11-01,-25
1936-12-01,20
1937-01-01,-29
1937-02-01,-33
1937-03-01,53
1937-04-01,65
1937-05-01,73
1937-06-01,78
1937-07-01,49
1937-08-01,34
1937-09-01,-10
1937-10-01,-41
1937-11-01,-50
1937-12-01,-67
1938-01-01,-83
1938-02-01,-77
1938-03-01,-40
1938-04-01,-38
1938-05-01,-29
1938-06-01,-23
1938-07-01,-32
1938-08-01,-17
1938-09-01,-40
1938-10-01,-34
1938-11-01,3
1938-12-01,15
1939-01-01,-8
1939-02-01,-6
1939-03-01,51
1939-04-01,54
1939-05-01,82
1939-06-01,73
1939-07-01,45
1939-08-01,36
1939-09-01,-1
1939-10-01,21
1939-11-01,23
1939-12-01,28
1940-01-01,19
1940-02-01,30
1940-03-01,52
1940-04-01,87
1940-05-01,100
1940-06-01,93
1940-07-01,55
1940-08-01,27
1940-09-01,-7
1940-10-01,33
1940-11-01,40
1940-12-01,45
1941-01-01,41
1941-02-01,47
1941-03-01,76
1941-04-01,159
1941-05-01,167
1941-06-01,132
1941-07-01,82
1941-08-01,38
1941-09-01,-72
1941-10-01,-88
1941-11-01,-93
1941-12-01,-102
1942-01-01,-162
1942-02-01,-168
1942-03-01,-147
1942-04-01,-157
1942-05-01,-149
1942-06-01,-146
1942-07-01,-138
1942-08-01,-137
1942-09-01,-135
1942-10-01,-136
1942-11-01,-118
1942-12-01,-123
1943-01-01,-96
1943-02-01,-78
1943-03-01,-69
1943-04-01,-44
1943-05-01,-32
1943-06-01,-27
1943-07-01,-20
1943-08-01,-7
1943-09-01,-1
1943-10-01,-5
1943-11-01,-4
1943-12-01,-4
1944-01-01,-9
1944-02-01,-3
1944-03-01,2
1944-04-01,7
1944-05-01,14
1944-06-01,19
1944-07-01,18
1944-08-01,8
1944-09-01,-2
1944-10-01,-2
1944-11-01,-5
1944-12-01,-5
1945-01-01,-12
1945-02-01,-10
1945-03-01,5
1945-04-01,-1
1945-05-01,-1
1945-06-01,7
1945-07-01,7
1945-08-01,2
1945-09-01,9
1945-10-01,11
1945-11-01,18
1945-12-01,23
1946-01-01,20
1946-02-01,20
1946-03-01,30
1946-04-01,53
1946-05-01,49
1946-06-01,38
1946-07-01,43
1946-08-01,51
1946-09-01,47
1946-10-01,53
1946-11-01,55
1946-12-01,67
1947-01-01,68
1947-02-01,77
1947-03-01,99
1947-04-01,97
1947-05-01,96
1947-06-01,86
1947-07-01,68
1947-08-01,64
1947-09-01,54
1947-10-01,61
1947-11-01,83
