"Date","SMU06000005552200001"
2012-05-01,258.2
2012-06-01,258.2
2012-07-01,258.1
2012-08-01,258.1
2012-09-01,257.8
2012-10-01,258.2
2012-11-01,258.7
2012-12-01,259.5
2013-01-01,257.7
2013-02-01,258.3
2013-03-01,257.3
2013-04-01,258
2013-05-01,257.7
2013-06-01,256.6
2013-07-01,256.3
2013-08-01,255.1
2013-09-01,252.3
2013-10-01,252.2
2013-11-01,251.3
2013-12-01,249.4
2014-01-01,247.2
2014-02-01,245.3
2014-03-01,244.5
2014-04-01,243.5
2014-05-01,243.1
2014-06-01,242.2
2014-07-01,242.8
2014-08-01,242.6
2014-09-01,241.7
2014-10-01,241.3
2014-11-01,241.7
2014-12-01,241.9
2015-01-01,241
2015-02-01,241.5
2015-03-01,241.5
2015-04-01,242
2015-05-01,243.3
2015-06-01,243.3
2015-07-01,245.3
2015-08-01,245.1
2015-09-01,244.2
2015-10-01,245.8
2015-11-01,245.7
2015-12-01,246.7
2016-01-01,246.8
2016-02-01,247.3
2016-03-01,247.8
2016-04-01,249
2016-05-01,249.5
2016-06-01,249.6
2016-07-01,250.9
2016-08-01,251
2016-09-01,250.5
2016-10-01,250.6
2016-11-01,251.8
2016-12-01,252.6
2017-01-01,251.1
2017-02-01,250.9
2017-03-01,250.7
2017-04-01,250
2017-05-01,251.1
2017-06-01,250.3
2017-07-01,250
2017-08-01,249.4
2017-09-01,248.6
2017-10-01,248.8
2017-11-01,248.5
2017-12-01,249.5
2018-01-01,247.8
2018-02-01,247.9
2018-03-01,246.8
2018-04-01,245.3
2018-05-01,244.9
2018-06-01,244.3
2018-07-01,243.9
2018-08-01,243.2
2018-09-01,241.8
2018-10-01,241.6
2018-11-01,240.4
2018-12-01,240.5
2019-01-01,238.7
2019-02-01,239.1
2019-03-01,238.5
2019-04-01,237.6
2019-05-01,237.5
2019-06-01,238.5
2019-07-01,239.8
2019-08-01,240.8
2019-09-01,239.7
2019-10-01,241.6
2019-11-01,241.8
2019-12-01,242.6
2020-01-01,241.8
2020-02-01,243.3
2020-03-01,242.2
2020-04-01,237.7
2020-05-01,237.4
2020-06-01,237.6
2020-07-01,238.1
2020-08-01,239
2020-09-01,238.8
2020-10-01,241.9
2020-11-01,242.7
2020-12-01,243.7
2021-01-01,244
2021-02-01,245.5
2021-03-01,245.3
2021-04-01,244.8
2021-05-01,244
2021-06-01,243.4
2021-07-01,244.8
2021-08-01,243.8
2021-09-01,240.8
2021-10-01,244
2021-11-01,243.5
2021-12-01,243.1
2022-01-01,242.4
2022-02-01,242.1
2022-03-01,239.9
2022-04-01,239
2022-05-01,236.7
2022-06-01,235.3
2022-07-01,232.8
2022-08-01,230.8
2022-09-01,227.9
2022-10-01,229.9
2022-11-01,231.2
2022-12-01,231.6
2023-01-01,234.8
2023-02-01,235.4
2023-03-01,233.8
2023-04-01,233.9
2023-05-01,234
2023-06-01,234
2023-07-01,233.7
2023-08-01,232.9
2023-09-01,230.3
2023-10-01,229.7
