"Date","M1417BUSM144NNBR"
1943-09-01,3643
1943-10-01,3346
1943-11-01,3453
1943-12-01,3601
1944-01-01,3668
1944-02-01,3395
1944-03-01,3488
1944-04-01,3580
1944-05-01,3706
1944-06-01,3859
1944-07-01,3525
1944-08-01,3569
1944-09-01,3728
1944-10-01,3815
1944-11-01,4057
1944-12-01,3756
1945-01-01,3711
1945-02-01,3793
1945-03-01,3911
1945-04-01,4023
1945-05-01,4215
1945-06-01,4211
1945-07-01,3930
1945-08-01,3959
1945-09-01,4094
1945-10-01,4183
1945-11-01,4262
1945-12-01,4118
1946-01-01,4054
1946-02-01,4037
1946-03-01,3970
1946-04-01,4015
1946-05-01,4077
1946-06-01,4199
1946-07-01,4180
1946-08-01,4125
1946-09-01,4183
1946-10-01,4174
1946-11-01,4208
1946-12-01,4270
1947-01-01,4207
1947-02-01,4110
1947-03-01,4129
1947-04-01,4125
1947-05-01,4141
1947-06-01,4196
1947-07-01,4239
1947-08-01,4203
1947-09-01,4270
1947-10-01,4324
1947-11-01,4273
1947-12-01,4404
1948-01-01,4427
1948-02-01,4288
1948-03-01,4602
1948-04-01,4552
1948-05-01,4511
1948-06-01,4808
1948-07-01,4861
1948-08-01,4909
1948-09-01,5037
1948-10-01,5331
1948-11-01,5292
1948-12-01,5408
1949-01-01,5358
1949-02-01,5230
1949-03-01,5204
1949-04-01,5169
1949-05-01,4798
1949-06-01,4849
1949-07-01,4822
1949-08-01,4709
1949-09-01,4508
1949-10-01,4444
1949-11-01,4419
1949-12-01,4462
1950-01-01,4469
1950-02-01,4353
1950-03-01,4337
1950-04-01,4285
1950-05-01,4273
1950-06-01,4425
1950-07-01,4346
1950-08-01,4362
1950-09-01,4507
1950-10-01,4521
1950-11-01,4450
1950-12-01,4742
1951-01-01,4751
1951-02-01,4925
1951-03-01,5181
1951-04-01,5328
1951-05-01,4964
1951-06-01,5230
1951-07-01,5028
1951-08-01,4925
1951-09-01,5029
1951-10-01,5225
1951-11-01,5061
1951-12-01,5275
1952-01-01,5335
1952-02-01,5209
1952-03-01,5358
1952-04-01,5146
1952-05-01,5163
1952-06-01,5324
1952-07-01,5474
1952-08-01,5223
1952-09-01,5256
1952-10-01,5215
1952-11-01,5201
1952-12-01,5357
1953-01-01,5184
1953-02-01,5050
1953-03-01,5089
1953-04-01,4947
1953-05-01,4922
1953-06-01,5155
1953-07-01,4838
1953-08-01,4713
1953-09-01,4717
1953-10-01,4718
1953-11-01,4730
1953-12-01,4762
1954-01-01,4863
1954-02-01,4652
1954-03-01,4725
1954-04-01,4693
1954-05-01,4738
1954-06-01,4812
1954-07-01,4508
1954-08-01,4311
1954-09-01,4288
1954-10-01,4482
1954-11-01,4507
1954-12-01,4508
1955-01-01,4410
1955-02-01,4380
1955-03-01,4394
1955-04-01,4445
1955-05-01,4407
1955-06-01,4388
1955-07-01,4371
1955-08-01,4286
1955-09-01,4262
1955-10-01,4316
1955-11-01,4257
1955-12-01,4432
1956-01-01,4293
1956-02-01,4196
1956-03-01,4372
1956-04-01,4287
1956-05-01,4264
1956-06-01,4354
1956-07-01,4237
1956-08-01,4236
1956-09-01,4288
1956-10-01,4222
1956-11-01,4244
1956-12-01,4448
1957-01-01,4316
1957-02-01,4205
1957-03-01,4341
1957-04-01,4307
1957-05-01,4234
1957-06-01,4335
1957-07-01,4294
1957-08-01,4170
1957-09-01,4211
1957-10-01,4231
1957-11-01,4162
1957-12-01,4336
1958-01-01,4251
1958-02-01,4204
1958-03-01,4272
1958-04-01,4122
1958-05-01,4030
1958-06-01,4214
1958-07-01,4132
1958-08-01,4014
1958-09-01,3951
1958-10-01,3935
1958-11-01,3883
1958-12-01,4033
1959-01-01,4031
1959-02-01,3968
1959-03-01,3994
1959-04-01,4008
1959-05-01,3979
1959-06-01,3933
1959-07-01,3981
1959-08-01,3889
1959-09-01,3848
1959-10-01,3867
1959-11-01,3808
1959-12-01,3920
1960-01-01,3907
1960-02-01,3753
1960-03-01,3766
1960-04-01,3765
1960-05-01,3853
1960-06-01,3852
1960-07-01,3864
1960-08-01,3780
1960-09-01,3773
1960-10-01,3788
1960-11-01,3770
1960-12-01,3687
1961-01-01,3693
1961-02-01,3632
1961-03-01,3623
1961-04-01,3649
1961-05-01,3576
1961-06-01,3698
1961-07-01,3648
1961-08-01,3645
1961-09-01,3686
1961-10-01,3733
1961-11-01,3697
1961-12-01,3834
1962-01-01,3811
1962-02-01,3680
1962-03-01,3693
1962-04-01,3752
1962-05-01,3724
1962-06-01,3781
1962-07-01,3766
1962-08-01,3709
1962-09-01,3718
1962-10-01,3774
1962-11-01,3624
1962-12-01,3863
1963-01-01,3857
1963-02-01,3721
1963-03-01,3753
1963-04-01,3727
1963-05-01,3770
1963-06-01,3722
1963-07-01,3795
1963-08-01,3630
1963-09-01,3748
1963-10-01,3695
1963-11-01,3683
1963-12-01,3951
1964-01-01,3906
1964-02-01,3797
1964-03-01,3803
1964-04-01,3787
1964-05-01,3833
1964-06-01,3983
1964-07-01,3943
1964-08-01,3876
1964-09-01,3983
1964-10-01,3962
