"Date","M1417BUSM144NNBR"
1929-01-01,763
1929-02-01,759
1929-03-01,758
1929-04-01,748
1929-05-01,746
1929-06-01,762
1929-07-01,764
1929-08-01,753
1929-09-01,763
1929-10-01,802
1929-11-01,944
1929-12-01,838
1930-01-01,795
1930-02-01,770
1930-03-01,783
1930-04-01,788
1930-05-01,797
1930-06-01,822
1930-07-01,833
1930-08-01,818
1930-09-01,824
1930-10-01,845
1930-11-01,865
1930-12-01,869
1931-01-01,891
1931-02-01,847
1931-03-01,860
1931-04-01,829
1931-05-01,848
1931-06-01,882
1931-07-01,887
1931-08-01,843
1931-09-01,864
1931-10-01,848
1931-11-01,774
1931-12-01,766
1932-01-01,724
1932-02-01,681
1932-03-01,687
1932-04-01,780
1932-05-01,874
1932-06-01,783
1932-07-01,767
1932-08-01,832
1932-09-01,927
1932-10-01,1001
1932-11-01,1050
1932-12-01,1083
1933-01-01,1109
1933-02-01,860
1933-03-01,688
1933-04-01,867
1933-05-01,878
1933-06-01,861
1933-07-01,796
1933-08-01,837
1933-09-01,896
1933-10-01,893
1933-11-01,866
1933-12-01,828
1934-01-01,897
1934-02-01,872
1934-03-01,1227
1934-04-01,1290
1934-05-01,1323
1934-06-01,1391
1934-07-01,1393
1934-08-01,1509
1934-09-01,1440
1934-10-01,1461
1934-11-01,1506
1934-12-01,1468
1935-01-01,1651
1935-02-01,1864
1935-03-01,1760
1935-04-01,1715
1935-05-01,1813
1935-06-01,1969
1935-07-01,1938
1935-08-01,2306
1935-09-01,2320
1935-10-01,2460
1935-11-01,2563
1935-12-01,2541
1936-01-01,2593
1936-02-01,2579
1936-03-01,2271
1936-04-01,2163
1936-05-01,2384
1936-06-01,2183
1936-07-01,2279
1936-08-01,2502
1936-09-01,2462
1936-10-01,2574
1936-11-01,2695
1936-12-01,2662
1937-01-01,2719
1937-02-01,2812
1937-03-01,2652
1937-04-01,2739
1937-05-01,2685
1937-06-01,2669
1937-07-01,2652
1937-08-01,2522
1937-09-01,2672
1937-10-01,2767
1937-11-01,2720
1937-12-01,2657
1938-01-01,2856
1938-02-01,2906
1938-03-01,3039
1938-04-01,3150
1938-05-01,3204
1938-06-01,3341
1938-07-01,3545
1938-08-01,3523
1938-09-01,3669
1938-10-01,3939
1938-11-01,4075
1938-12-01,4139
1939-01-01,4409
1939-02-01,4482
1939-03-01,4472
1939-04-01,4889
1939-05-01,5094
1939-06-01,5049
1939-07-01,5195
1939-08-01,5366
1939-09-01,5866
1939-10-01,5958
1939-11-01,5759
1939-12-01,5623
1940-01-01,6099
1940-02-01,6323
1940-03-01,6428
1940-04-01,6548
1940-05-01,6660
1940-06-01,6941
1940-07-01,6979
1940-08-01,6709
1940-09-01,6705
1940-10-01,6889
1940-11-01,6975
1940-12-01,6997
1941-01-01,7135
1941-02-01,6807
1941-03-01,6924
1941-04-01,6518
1941-05-01,6243
1941-06-01,5958
1941-07-01,5875
1941-08-01,5600
1941-09-01,5554
1941-10-01,5314
1941-11-01,5053
1941-12-01,5142
1942-01-01,5248
1942-02-01,5266
1942-03-01,5188
1942-04-01,5028
1942-05-01,4870
1942-06-01,4859
1942-07-01,4609
1942-08-01,4616
1942-09-01,4150
1942-10-01,4093
1942-11-01,4086
1942-12-01,4303
1943-01-01,4352
1943-02-01,3999
1943-03-01,4001
1943-04-01,3657
1943-05-01,3373
1943-06-01,3501
1943-07-01,3587
1943-08-01,3717
