"Date","SMU36000005552200001"
2000-03-01,183.4
2000-04-01,183.1
2000-05-01,182.5
2000-06-01,183
2000-07-01,181.9
2000-08-01,181.5
2000-09-01,179.6
2000-10-01,180.5
2000-11-01,180.6
2000-12-01,181.4
2001-01-01,180.3
2001-02-01,180.4
2001-03-01,180.8
2001-04-01,179
2001-05-01,179.1
2001-06-01,180
2001-07-01,179.7
2001-08-01,179.8
2001-09-01,178.7
2001-10-01,176.6
2001-11-01,176.1
2001-12-01,177.4
2002-01-01,176.4
2002-02-01,177.1
2002-03-01,177.9
2002-04-01,178.4
2002-05-01,178.7
2002-06-01,180.6
2002-07-01,180.7
2002-08-01,181
2002-09-01,180.1
2002-10-01,180.1
2002-11-01,181.1
2002-12-01,182.3
2003-01-01,182.4
2003-02-01,183
2003-03-01,183.9
2003-04-01,183.2
2003-05-01,182.9
2003-06-01,183
2003-07-01,181.8
2003-08-01,182.3
2003-09-01,180.3
2003-10-01,179.3
2003-11-01,180.3
2003-12-01,180.6
2004-01-01,180.1
2004-02-01,179.8
2004-03-01,179.8
2004-04-01,179.8
2004-05-01,179.7
2004-06-01,180.5
2004-07-01,180.5
2004-08-01,180.4
2004-09-01,179
2004-10-01,179.2
2004-11-01,179.5
2004-12-01,180.7
2005-01-01,178.5
2005-02-01,178.4
2005-03-01,178.7
2005-04-01,178.9
2005-05-01,179.3
2005-06-01,181.3
2005-07-01,183.6
2005-08-01,183.5
2005-09-01,182.6
2005-10-01,181.9
2005-11-01,182.5
2005-12-01,183.4
2006-01-01,181.9
2006-02-01,182.3
2006-03-01,183.3
2006-04-01,182.9
2006-05-01,183.4
2006-06-01,184.1
2006-07-01,186.8
2006-08-01,187.1
2006-09-01,185.3
2006-10-01,183.8
2006-11-01,184
2006-12-01,185.8
2007-01-01,183.9
2007-02-01,184.1
2007-03-01,184.6
2007-04-01,182.5
2007-05-01,181.5
2007-06-01,181.5
2007-07-01,182.1
2007-08-01,180.2
2007-09-01,177.9
2007-10-01,177.5
2007-11-01,177.9
2007-12-01,178.2
2008-01-01,174.9
2008-02-01,174.6
2008-03-01,174.7
2008-04-01,173.4
2008-05-01,172.7
2008-06-01,172.9
2008-07-01,172.8
2008-08-01,172.4
2008-09-01,169.6
2008-10-01,168.7
2008-11-01,168.2
2008-12-01,167.7
2009-01-01,165.3
2009-02-01,163.9
2009-03-01,163.3
2009-04-01,161.6
2009-05-01,161
2009-06-01,161.2
2009-07-01,160.8
2009-08-01,160.2
2009-09-01,158.6
2009-10-01,158.1
2009-11-01,158
2009-12-01,158.7
2010-01-01,157.6
2010-02-01,157.8
2010-03-01,158.1
2010-04-01,157.7
2010-05-01,157.9
2010-06-01,159.1
2010-07-01,159.9
2010-08-01,160.2
2010-09-01,159
2010-10-01,159.3
2010-11-01,160.1
2010-12-01,161.3
2011-01-01,160.4
2011-02-01,160.9
2011-03-01,161.5
2011-04-01,161
2011-05-01,161.3
2011-06-01,162.9
2011-07-01,164
2011-08-01,164.5
2011-09-01,163.4
2011-10-01,163.3
2011-11-01,163.9
2011-12-01,165.5
2012-01-01,164
2012-02-01,164.4
2012-03-01,164.2
2012-04-01,163.9
2012-05-01,163.7
2012-06-01,165.3
2012-07-01,165.9
2012-08-01,165.4
2012-09-01,164.5
2012-10-01,164.9
2012-11-01,165.1
2012-12-01,165.7
2013-01-01,163.9
2013-02-01,164
2013-03-01,164
2013-04-01,163
2013-05-01,163
2013-06-01,164
2013-07-01,164.8
2013-08-01,164.2
2013-09-01,162.8
2013-10-01,162.5
2013-11-01,163.4
2013-12-01,164.2
2014-01-01,164.5
2014-02-01,164.5
2014-03-01,164.7
2014-04-01,163.9
2014-05-01,164.6
2014-06-01,167
2014-07-01,167.6
2014-08-01,167.1
2014-09-01,165.8
2014-10-01,166.1
2014-11-01,166.6
2014-12-01,167.9
2015-01-01,166.9
2015-02-01,167.1
2015-03-01,167.1
2015-04-01,167
2015-05-01,167.5
2015-06-01,168.9
2015-07-01,169.8
2015-08-01,169
2015-09-01,167.1
2015-10-01,168
2015-11-01,168.8
2015-12-01,168.7
2016-01-01,167.6
2016-02-01,167.7
2016-03-01,167.7
2016-04-01,167.2
2016-05-01,167.7
2016-06-01,169.1
2016-07-01,169.2
2016-08-01,169.1
2016-09-01,167.6
2016-10-01,168
2016-11-01,168.6
2016-12-01,169.6
2017-01-01,168.9
2017-02-01,169.3
2017-03-01,169.3
2017-04-01,168.2
2017-05-01,168.1
2017-06-01,170.2
2017-07-01,170.4
2017-08-01,170.5
2017-09-01,167.7
2017-10-01,168.1
2017-11-01,168.6
2017-12-01,168.9
2018-01-01,168
2018-02-01,168.4
2018-03-01,167.8
2018-04-01,167.6
2018-05-01,167.8
2018-06-01,170.1
2018-07-01,171.2
2018-08-01,170.8
2018-09-01,169.1
2018-10-01,169.9
2018-11-01,170.7
2018-12-01,171.1
2019-01-01,171.6
2019-02-01,172.7
2019-03-01,172.5
2019-04-01,172.2
2019-05-01,172.7
2019-06-01,173.8
2019-07-01,175.4
2019-08-01,175.2
2019-09-01,173.2
2019-10-01,173.5
2019-11-01,174
2019-12-01,174
2020-01-01,173.1
2020-02-01,174.3
2020-03-01,173.3
2020-04-01,169.7
2020-05-01,169.8
2020-06-01,169.8
2020-07-01,170.2
2020-08-01,170.8
2020-09-01,169.5
2020-10-01,168.1
2020-11-01,168.4
2020-12-01,168.1
2021-01-01,167.4
2021-02-01,167.6
2021-03-01,167.8
2021-04-01,167.6
2021-05-01,167.7
2021-06-01,169
2021-07-01,170
2021-08-01,170.3
2021-09-01,169
2021-10-01,170.4
2021-11-01,171
2021-12-01,171.4
2022-01-01,170.6
2022-02-01,171.1
2022-03-01,170.5
2022-04-01,171.3
2022-05-01,171.3
2022-06-01,173.9
2022-07-01,175.8
2022-08-01,176.3
2022-09-01,173.9
2022-10-01,174.5
2022-11-01,175.2
2022-12-01,175.7
2023-01-01,175.8
2023-02-01,176.1
2023-03-01,176.3
2023-04-01,175.2
2023-05-01,175.1
2023-06-01,177.1
2023-07-01,178.1
2023-08-01,177.9
2023-09-01,174.5
2023-10-01,174.4
