"Date","SMU36000005552200001"
1990-01-01,264.3
1990-02-01,263.8
1990-03-01,264.2
1990-04-01,261.6
1990-05-01,261.5
1990-06-01,262.8
1990-07-01,263.4
1990-08-01,263.2
1990-09-01,260.8
1990-10-01,260.3
1990-11-01,260.4
1990-12-01,260.2
1991-01-01,249.7
1991-02-01,248.6
1991-03-01,249.1
1991-04-01,245.6
1991-05-01,245.1
1991-06-01,245.9
1991-07-01,246.1
1991-08-01,245.2
1991-09-01,245.5
1991-10-01,245.8
1991-11-01,245.7
1991-12-01,246.3
1992-01-01,233.7
1992-02-01,233.2
1992-03-01,233.6
1992-04-01,232.1
1992-05-01,231.5
1992-06-01,232.9
1992-07-01,233.3
1992-08-01,232.3
1992-09-01,231
1992-10-01,230.6
1992-11-01,230.5
1992-12-01,231.4
1993-01-01,225
1993-02-01,225
1993-03-01,225.1
1993-04-01,223.6
1993-05-01,223.4
1993-06-01,224.8
1993-07-01,224.1
1993-08-01,223.3
1993-09-01,222.2
1993-10-01,222.2
1993-11-01,222.3
1993-12-01,223.1
1994-01-01,217.4
1994-02-01,217.5
1994-03-01,216.9
1994-04-01,215.7
1994-05-01,215.2
1994-06-01,216.4
1994-07-01,215.5
1994-08-01,215.4
1994-09-01,214
1994-10-01,213
1994-11-01,213.1
1994-12-01,213.9
1995-01-01,210.3
1995-02-01,210.1
1995-03-01,210
1995-04-01,207.1
1995-05-01,206.4
1995-06-01,207.6
1995-07-01,204.2
1995-08-01,204.4
1995-09-01,203.4
1995-10-01,201
1995-11-01,201.1
1995-12-01,202.3
1996-01-01,201.5
1996-02-01,201.4
1996-03-01,200.8
1996-04-01,198.4
1996-05-01,198
1996-06-01,199
1996-07-01,200.9
1996-08-01,201.1
1996-09-01,200.5
1996-10-01,196.9
1996-11-01,197.3
1996-12-01,198.3
1997-01-01,195.7
1997-02-01,196.7
1997-03-01,197.1
1997-04-01,196.4
1997-05-01,196.4
1997-06-01,198
1997-07-01,199.1
1997-08-01,199.1
1997-09-01,197.8
1997-10-01,195.8
1997-11-01,195.7
1997-12-01,197.2
1998-01-01,192.4
1998-02-01,192.7
1998-03-01,193.8
1998-04-01,193.2
1998-05-01,193.6
1998-06-01,194.3
1998-07-01,194.8
1998-08-01,194.6
1998-09-01,193.8
1998-10-01,193.1
1998-11-01,193.5
1998-12-01,194.4
1999-01-01,193.4
1999-02-01,193
1999-03-01,192
1999-04-01,192.7
1999-05-01,192.9
1999-06-01,193.4
1999-07-01,192.2
1999-08-01,191.7
1999-09-01,189.9
1999-10-01,186.1
1999-11-01,185.4
1999-12-01,185.6
2000-01-01,184.7
2000-02-01,184.5
