"Date","CCUSMA02IFM618N"
1960-01-01,1
1960-02-01,1
1960-03-01,1
1960-04-01,1
1960-05-01,1
1960-06-01,1
1960-07-01,1
1960-08-01,1
1960-09-01,1
1960-10-01,1
1960-11-01,1
1960-12-01,1
1961-01-01,1
1961-02-01,1
1961-03-01,1
1961-04-01,1
1961-05-01,1
1961-06-01,1
1961-07-01,1
1961-08-01,1
1961-09-01,1
1961-10-01,1
1961-11-01,1
1961-12-01,1
1962-01-01,1
1962-02-01,1
1962-03-01,1
1962-04-01,1
1962-05-01,1
1962-06-01,1
1962-07-01,1
1962-08-01,1
1962-09-01,1
1962-10-01,1
1962-11-01,1
1962-12-01,1
1963-01-01,1
1963-02-01,1
1963-03-01,1
1963-04-01,1
1963-05-01,1
1963-06-01,1
1963-07-01,1
1963-08-01,1
1963-09-01,1
1963-10-01,1
1963-11-01,1
1963-12-01,1
1964-01-01,1
1964-02-01,1
1964-03-01,1
1964-04-01,1
1964-05-01,1
1964-06-01,1
1964-07-01,1
1964-08-01,1
1964-09-01,1
1964-10-01,1
1964-11-01,1
1964-12-01,1
1965-01-01,1
1965-02-01,1
1965-03-01,1
1965-04-01,1
1965-05-01,1
1965-06-01,1
1965-07-01,1
1965-08-01,1
1965-09-01,1
1965-10-01,1
1965-11-01,1
1965-12-01,1
1966-01-01,1
1966-02-01,1
1966-03-01,1
1966-04-01,1
1966-05-01,1
1966-06-01,1
1966-07-01,1
1966-08-01,1
1966-09-01,1
1966-10-01,1
1966-11-01,1
1966-12-01,1
1967-01-01,1
1967-02-01,1
1967-03-01,1
1967-04-01,1
1967-05-01,1
1967-06-01,1
1967-07-01,1
1967-08-01,1
1967-09-01,1
1967-10-01,1
1967-11-01,1
1967-12-01,1
1968-01-01,1
1968-02-01,1
1968-03-01,1
1968-04-01,1
1968-05-01,1
1968-06-01,1
1968-07-01,1
1968-08-01,1
1968-09-01,1
1968-10-01,1
1968-11-01,1
1968-12-01,1
1969-01-01,1
1969-02-01,1
1969-03-01,1
1969-04-01,1
1969-05-01,1
1969-06-01,1
1969-07-01,1
1969-08-01,1
1969-09-01,1
1969-10-01,1
1969-11-01,1
1969-12-01,1
1970-01-01,1
1970-02-01,1
1970-03-01,1
1970-04-01,1
1970-05-01,1
1970-06-01,1
1970-07-01,1
1970-08-01,1
1970-09-01,1
1970-10-01,1
1970-11-01,1
1970-12-01,1
1971-01-01,1
1971-02-01,1
1971-03-01,1
1971-04-01,1
1971-05-01,1
1971-06-01,1
1971-07-01,1
1971-08-01,1
1971-09-01,1
1971-10-01,1
1971-11-01,1
1971-12-01,0.964880000001358
1972-01-01,0.921050000000832
1972-02-01,0.921050000000832
1972-03-01,0.921050000000832
1972-04-01,0.921050000000832
1972-05-01,0.921050000000832
1972-06-01,0.921050000000832
1972-07-01,0.921050000000832
1972-08-01,0.921050000000832
1972-09-01,0.921050000000832
1972-10-01,0.921050000000832
1972-11-01,0.921050000000832
1972-12-01,0.921050000000832
1973-01-01,0.92110002040863
1973-02-01,0.861235004663467
1973-03-01,0.828999996185303
1973-04-01,0.828999996185303
1973-05-01,0.828999996185303
1973-06-01,0.828999996185303
1973-07-01,0.828999996185303
1973-08-01,0.828999996185303
1973-09-01,0.828999996185303
1973-10-01,0.828999996185303
1973-11-01,0.828999996185303
1973-12-01,0.828995233490354
1974-01-01,0.828999996185303
1974-02-01,0.828999996185303
1974-03-01,0.828999996185303
1974-04-01,0.828999996185303
1974-05-01,0.828999996185303
1974-06-01,0.828999996185303
1974-07-01,0.828286958777386
1974-08-01,0.837604544379494
1974-09-01,0.843709528446198
1974-10-01,0.83863913235457
1974-11-01,0.832352379957835
1974-12-01,0.823786367069591
1975-01-01,0.811478259770767
1975-02-01,0.803270000219345
1975-03-01,0.797680945623489
1975-04-01,0.805436353791844
1975-05-01,0.802195454185659
1975-06-01,0.802257140477498
1975-07-01,0.824182608853216
1975-08-01,0.839914285001301
1975-09-01,0.849159091711044
1975-10-01,0.849555552005768
1975-11-01,0.84804499745369
1975-12-01,0.854033333914621
1976-01-01,0.853057886424818
1976-02-01,0.854864996671677
1976-03-01,0.86386086370634
1976-04-01,0.867668181657791
1976-05-01,0.871485715820676
1976-06-01,0.874377275055105
1976-07-01,0.873140904036435
1976-08-01,0.870713643052361
1976-09-01,0.866772722114216
1976-10-01,0.865666661943708
1976-11-01,0.865495459599928
1976-12-01,0.863480951104845
1977-01-01,0.865234997868538
1977-02-01,0.866530001163483
1977-03-01,0.863895652086838
1977-04-01,0.861588882075416
1977-05-01,0.860723816213154
1977-06-01,0.860442856947581
1977-07-01,0.852799997443245
1977-08-01,0.857260872488437
1977-09-01,0.86115500330925
1977-10-01,0.853242102422212
1977-11-01,0.845857149078732
1977-12-01,0.833347627094814
1978-01-01,0.823942862805866
1978-02-01,0.821021051783311
1978-03-01,0.813113637945869
1978-04-01,0.81104210175966
1978-05-01,0.82175000147386
1978-06-01,0.813168181614442
1978-07-01,0.800761909711929
1978-08-01,0.78735000166026
1978-09-01,0.785330000519753
1978-10-01,0.764736365188252
1978-11-01,0.778559091416272
1978-12-01,0.778887502849102
1979-01-01,0.773624995350838
1979-02-01,0.776664702331319
1979-03-01,0.776554546572945
1979-04-01,0.782564997673035
1979-05-01,0.787039129630379
1979-06-01,0.782957142307645
1979-07-01,0.767557141326723
1979-08-01,0.769130429495936
1979-09-01,0.766405552625656
1979-10-01,0.769843474678371
1979-11-01,0.773221433162689
1979-12-01,0.763143748044968
1980-01-01,0.757311109039519
1980-02-01,0.761310517787933
1980-03-01,0.783528572037106
1980-04-01,0.788161910715557
1980-05-01,0.766561902704693
1980-06-01,0.757280951454526
1980-07-01,0.753081817518581
1980-08-01,0.761525005102158
1980-09-01,0.758660000562668
1980-10-01,0.764404548840089
1980-11-01,0.780266662438711
1980-12-01,0.789352380094074
1981-01-01,0.78850555088785
1981-02-01,0.810663157387784
1981-03-01,0.813995450735092
1981-04-01,0.825542101734563
1981-05-01,0.848054996132851
1981-06-01,0.865314999222755
1981-07-01,0.880624997615814
1981-08-01,0.89071904477619
1981-09-01,0.874171432994661
1981-10-01,0.867138099102747
1981-11-01,0.857469999790192
1981-12-01,0.858972730961713
1982-01-01,0.867015785292575
1982-02-01,0.882710000872612
1982-03-01,0.890113042748493
1982-04-01,0.893911761396072
1982-05-01,0.881290006637573
1982-06-01,0.907413639805534
1982-07-01,0.916186362504959
1982-08-01,0.919947621368227
1982-09-01,0.925871431827545
1982-10-01,0.932973682880402
1982-11-01,0.937245452945883
1982-12-01,0.914338094847543
1983-01-01,0.913552377905164
1983-02-01,0.918340003490448
1983-03-01,0.921313638036901
1983-04-01,0.923868414602782
1983-05-01,0.923789466682233
1983-06-01,0.935790476344881
1983-07-01,0.940820002555847
1983-08-01,0.952230430167654
1983-09-01,0.951622727242383
1983-10-01,0.941380949247451
1983-11-01,0.950889474467227
1983-12-01,0.959038095814841
1984-01-01,0.965468181805177
1984-02-01,0.955459994077682
1984-03-01,0.939900005405599
1984-04-01,0.945726319363243
1984-05-01,0.960786367004568
1984-06-01,0.951828559239705
1984-07-01,0.980649996887554
1984-08-01,0.983930432278177
1984-09-01,0.994673688160746
1984-10-01,0.992778264957926
1984-11-01,1.00223182277246
1984-12-01,0.987615789237775
1985-01-01,0.975399998101321
1985-02-01,0.961894997954369
1985-03-01,0.963747620582581
1985-04-01,0.990113634954799
1985-05-01,0.989249996163628
1985-06-01,1.0029699921608
1985-07-01,0.980621739574101
1985-08-01,0.967859089374542
1985-09-01,0.972935003042221
1985-10-01,0.93888261007226
1985-11-01,0.926129993796349
1985-12-01,0.91770000684829
1986-01-01,0.910454541444778
1986-02-01,0.886299992862501
1986-03-01,0.870425003767014
1986-04-01,0.869795449755409
1986-05-01,0.85606666973659
1986-06-01,0.858676186629704
1986-07-01,0.841182602488476
1986-08-01,0.827461904003507
1986-09-01,0.826368180188266
1986-10-01,0.825552170691283
1986-11-01,0.835264998674393
1986-12-01,0.828619051547278
1987-01-01,0.800571427458808
1987-02-01,0.791599997878075
1987-03-01,0.787890908392993
1987-04-01,0.774236372926018
1987-05-01,0.765990470136915
1987-06-01,0.777504767690386
1987-07-01,0.7877363670956
1987-08-01,0.788580948398227
1987-09-01,0.77447726780718
1987-10-01,0.77199091965502
1987-11-01,0.741971436001006
1987-12-01,0.723072732036764
1988-01-01,0.725100004673004
1988-02-01,0.737299996614456
1988-03-01,0.729559091004458
1988-04-01,0.697105000168085
1988-05-01,0.726428571201506
1988-06-01,0.742713630199432
1988-07-01,0.763634994626045
1988-08-01,0.773978261843972
1988-09-01,0.77335000038147
1988-10-01,0.758733334995451
1988-11-01,0.737140907482667
1988-12-01,0.737590480418432
1989-01-01,0.753680952957698
1989-02-01,0.759300002455711
1989-03-01,0.766269567220107
1989-04-01,0.769380006194115
1989-05-01,0.790250000628558
1989-06-01,0.806077271699905
1989-07-01,0.786799995672135
1989-08-01,0.793099999427795
1989-09-01,0.801942856538863
1989-10-01,0.786104758580526
1989-11-01,0.783057150386629
1989-12-01,0.768299996852875
1990-01-01,0.758504545146769
1990-02-01,0.753704997897148
1990-03-01,0.768236366185275
1990-04-01,0.768570005893707
1990-05-01,0.757995242164249
1990-06-01,0.760710003972054
1990-07-01,0.745176193260011
1990-08-01,0.72598694977553
1990-09-01,0.718999991814295
1990-10-01,0.700169565884963
1990-11-01,0.692027273503217
1990-12-01,0.701036842245805
1991-01-01,0.703350002115423
1991-02-01,0.694075000286102
1991-03-01,0.723411890864372
1991-04-01,0.739841807456244
1991-05-01,0.744862638768696
1991-06-01,0.757965874671936
1991-07-01,0.754746183105137
1991-08-01,0.748678085478869
1991-09-01,0.738781437987373
1991-10-01,0.734209415705308
1991-11-01,0.722017963727315
1991-12-01,0.710272726558504
1992-01-01,0.708198512142355
1992-02-01,0.719239351153374
1992-03-01,0.732074098153548
1992-04-01,0.729519937719618
1992-05-01,0.722605413198471
1992-06-01,0.7085971317508
1992-07-01,0.692709002805793
1992-08-01,0.686717166787102
1992-09-01,0.686456479809501
1992-10-01,0.697112468155948
1992-11-01,0.720687298547654
1992-12-01,0.719997706738385
1993-01-01,0.726282069557591
1993-02-01,0.729061380812996
1993-03-01,0.724420316841291
1993-04-01,0.708233441625323
1993-05-01,0.706307579489315
1993-06-01,0.709431549906731
1993-07-01,0.719177731058814
1993-08-01,0.713519616560502
1993-09-01,0.705721378326416
1993-10-01,0.710607083070846
1993-11-01,0.71971440857107
1993-12-01,0.721786374395544
1994-01-01,0.727934369444847
1994-02-01,0.720953446626663
1994-03-01,0.713831326235896
1994-04-01,0.712023723125458
1994-05-01,0.707104547457261
1994-06-01,0.700430645184083
1994-07-01,0.68661040635336
1994-08-01,0.687465221985527
1994-09-01,0.68174545602365
1994-10-01,0.676857139383044
1994-11-01,0.679556049051739
1994-12-01,0.688542635817277
1995-01-01,0.681233329905404
1995-02-01,0.677029991149902
1995-03-01,0.651382606962453
1995-04-01,0.633977777428097
1995-05-01,0.642863483532615
1995-06-01,0.637704090638594
1995-07-01,0.641919496655464
1995-08-01,0.662286360155452
1995-09-01,0.674247622489929
1995-10-01,0.66705000129613
1995-11-01,0.66834762266704
1995-12-01,0.6733736835028
1996-01-01,0.680986363779415
1996-02-01,0.682314276695251
1996-03-01,0.684095001220703
1996-04-01,0.688671427113669
1996-05-01,0.692452631498638
1996-06-01,0.692745009064674
1996-07-01,0.689730436905571
1996-08-01,0.685809090909091
1996-09-01,0.690976190476191
1996-10-01,0.694660869565217
1996-11-01,0.688095238095238
1996-12-01,0.69516
1997-01-01,0.705908181818182
1997-02-01,0.721669
1997-03-01,0.7259
1997-04-01,0.728966666666667
1997-05-01,0.722355
1997-06-01,0.7189
1997-07-01,0.725295652173913
1997-08-01,0.7379
1997-09-01,0.735145454545455
1997-10-01,0.730286956521739
1997-11-01,0.727547368421053
1997-12-01,0.737665
1998-01-01,0.7441
1998-02-01,0.739085
1998-03-01,0.744581818181818
1998-04-01,0.74498
1998-05-01,0.74283
1998-06-01,0.749431818181818
1998-07-01,0.751326086956522
1998-08-01,0.754219047619048
1998-09-01,0.732990909090909
1998-10-01,0.71235
1998-11-01,0.717838095238095
1998-12-01,0.713336363636363
1999-01-01,0.71189
1999-02-01,0.72375
1999-03-01,0.733297616310297
1999-04-01,0.73806054138698
1999-05-01,0.741217162393489
1999-06-01,0.746136965309313
1999-07-01,0.747450363623866
1999-08-01,0.733094414255341
1999-09-01,0.727018151353619
1999-10-01,0.719661904761905
1999-11-01,0.726195
1999-12-01,0.728290476190476
2000-01-01,0.729205
2000-02-01,0.743261904761905
2000-03-01,0.744856521739131
2000-04-01,0.7461
2000-05-01,0.763065217391304
2000-06-01,0.752
2000-07-01,0.755261904761905
2000-08-01,0.764695652173913
2000-09-01,0.773005
2000-10-01,0.776745454545454
2000-11-01,0.779436363636364
2000-12-01,0.77314
2001-01-01,0.767686363636364
2001-02-01,0.773015
2001-03-01,0.780072727272727
2001-04-01,0.78919
2001-05-01,0.791939130434783
2001-06-01,0.799480952380952
2001-07-01,0.799618181818182
2001-08-01,0.785182608695652
2001-09-01,0.77678
2001-10-01,0.781695652173913
2001-11-01,0.787640909090909
2001-12-01,0.791138888888889
2002-01-01,0.797990909090909
2002-02-01,0.80346
2002-03-01,0.800066666666667
2002-04-01,0.796120636363636
2002-05-01,0.783595652173913
2002-06-01,0.77005
2002-07-01,0.751473913043478
2002-08-01,0.757195454545455
2002-09-01,0.755961904761905
2002-10-01,0.758921739130435
2002-11-01,0.751238095238095
2002-12-01,0.748142105263158
2003-01-01,0.732927272727273
2003-02-01,0.7294
2003-03-01,0.730009523809524
2003-04-01,0.730404545454545
2003-05-01,0.710768181818182
2003-06-01,0.706533333333333
2003-07-01,0.714908695652174
2003-08-01,0.721676190476191
2003-09-01,0.717963636363637
2003-10-01,0.698313043478261
2003-11-01,0.697955
2003-12-01,0.682609523809524
2004-01-01,0.67032380952381
2004-02-01,0.668165
2004-03-01,0.6789
2004-04-01,0.683509090909091
2004-05-01,0.689457142857143
2004-06-01,0.682136363636364
2004-07-01,0.67875
2004-08-01,0.682631818181818
2004-09-01,0.682863636363636
2004-10-01,0.676752380952381
2004-11-01,0.661659090909091
2004-12-01,0.649721739130435
2005-01-01,0.655347619047619
2005-02-01,0.65927
2005-03-01,0.655326086956522
2005-04-01,0.662009523809524
2005-05-01,0.666840909090909
2005-06-01,0.681109090909091
2005-07-01,0.689461904761905
2005-08-01,0.681865217391304
2005-09-01,0.681968181818182
2005-10-01,0.691885714285714
2005-11-01,0.700354545454545
2005-12-01,0.698622727272727
2006-01-01,0.691181818181818
2006-02-01,0.69685
2006-03-01,0.694913043478261
2006-04-01,0.68945
2006-05-01,0.671826086956522
2006-06-01,0.676590909090909
2006-07-01,0.676809523809524
2006-08-01,0.672521739130435
2006-09-01,0.675047619047619
2006-10-01,0.678727272727273
2006-11-01,0.671681818181818
2006-12-01,0.663047619047619
2007-01-01,0.669038972149212
2007-02-01,0.667918758202961
2007-03-01,0.663194697128889
2007-04-01,0.65790409957762
2007-05-01,0.659029984626968
2007-06-01,0.661713873844066
2007-07-01,0.654031105102224
2007-08-01,0.653860101093491
2007-09-01,0.647977120525065
2007-10-01,0.641626297335286
2007-11-01,0.6303321139925
2007-12-01,0.634944260866908
2008-01-01,0.631180194725932
2008-02-01,0.630713520738076
2008-03-01,0.612685230391107
2008-04-01,0.611064232851136
2008-05-01,0.615850839025754
2008-06-01,0.617645723266821
2008-07-01,0.613014500807982
2008-08-01,0.631010009319918
2008-09-01,0.642863783548872
2008-10-01,0.660235956521739
2008-11-01,0.674158708893597
2008-12-01,0.657618272727273
2009-01-01,0.662412238095238
2009-02-01,0.67312175
2009-03-01,0.674302727272727
2009-04-01,0.670146272727273
2009-05-01,0.657614190476191
2009-06-01,0.647291227272727
2009-07-01,0.644368739130435
2009-08-01,0.640941571428571
2009-09-01,0.634237272727273
2009-10-01,0.629102727272727
2009-11-01,0.624943095238095
2009-12-01,0.632078913043478
2010-01-01,0.638953238095238
2010-02-01,0.6501584
2010-03-01,0.654692130434783
2010-04-01,0.659473954545455
2010-05-01,0.675897238095238
2010-06-01,0.681076227272727
2010-07-01,0.665016
2010-08-01,0.658866409090909
2010-09-01,0.647829818181818
2010-10-01,0.637056714285714
2010-11-01,0.640517636363636
2010-12-01,0.651244217391304
2011-01-01,0.646513857142857
2011-02-01,0.639842
2011-03-01,0.63287
2011-04-01,0.626714869565217
2011-05-01,0.625911181818182
2011-06-01,0.626607545454545
2011-07-01,0.627003428571429
2011-08-01,0.622703260869565
2011-09-01,0.634667318181818
2011-10-01,0.635839428571429
2011-11-01,0.638774090909091
2011-12-01,0.646945954545455
2012-01-01,0.651220818181818
2012-02-01,0.64586319047619
2012-03-01,0.649057181818182
2012-04-01,0.64812780952381
2012-05-01,0.653478260869565
2012-06-01,0.659871666666667
2012-07-01,0.6637025
2012-08-01,0.661049695652174
2012-09-01,0.65048395
2012-10-01,0.649213956521739
2012-11-01,0.653857136363636
2012-12-01,0.649912666666667
2013-01-01,0.651186304347826
2013-02-01,0.65490695
2013-03-01,0.665264095238095
2013-04-01,0.664789782608696
2013-05-01,0.667003217391304
2013-06-01,0.660595
2013-07-01,0.665323913043478
2013-08-01,0.658270454545454
2013-09-01,0.656711904761905
2013-10-01,0.649560869565217
2013-11-01,0.653533333333333
2013-12-01,0.650011363636363
2014-01-01,0.651195652173913
2014-02-01,0.649125
2014-03-01,0.646133333333333
2014-04-01,0.645918181818182
2014-05-01,0.646470454545455
2014-06-01,0.648811904761905
2014-07-01,0.648973913043478
2014-08-01,0.655195238095238
2014-09-01,0.666884090909091
2014-10-01,0.672734782608696
2014-11-01,0.6816325
2014-12-01,0.686986956521739
2015-01-01,0.702940909090909
2015-02-01,0.70797
2015-03-01,0.722470454545455
2015-04-01,0.722140909090909
2015-05-01,0.712364285714286
2015-06-01,0.711720454545455
2015-07-01,0.716165217391304
2015-08-01,0.71317619047619
2015-09-01,0.711552272727273
2015-10-01,0.711131818181818
2015-11-01,0.724221428571429
2015-12-01,0.721341304347826
2016-01-01,0.724116666666667
2016-02-01,0.717657142857143
2016-03-01,0.716282608695652
2016-04-01,0.709716666666667
2016-05-01,0.708922727272727
2016-06-01,0.71035
2016-07-01,0.719488095238095
2016-08-01,0.714765217391305
2016-09-01,0.714818181818182
2016-10-01,0.724652380952381
2016-11-01,0.733
2016-12-01,0.742618181818182
2017-01-01,0.739829545454545
2017-02-01,0.73774
2017-03-01,0.737813043478261
2017-04-01,0.7346125
2017-05-01,0.727102173913043
2017-06-01,0.7225
2017-07-01,0.716471428571428
2017-08-01,0.708521739130435
2017-09-01,0.704228571428571
2017-10-01,0.70945
2017-11-01,0.709597727272727
2017-12-01,0.706811904761905
2018-01-01,0.695178260869565
2018-02-01,0.689115
2018-03-01,0.688384090909091
2018-04-01,0.689511904761905
2018-05-01,0.702754347826087
2018-06-01,0.707361904761905
2018-07-01,0.711477272727273
2018-08-01,0.716526086956522
2018-09-01,0.7140025
2018-10-01,0.718986956521739
2018-11-01,0.722247727272727
2018-12-01,0.721883333333333
2019-01-01,0.717465217391304
2019-02-01,0.71858
2019-03-01,0.7189
2019-04-01,0.720947727272727
