"Date","SAVINGNS"
1974-11-01,333.1
1974-12-01,335.4
1975-01-01,337.9
1975-02-01,341.9
1975-03-01,349.7
1975-04-01,356.6
1975-05-01,361.1
1975-06-01,369.3
1975-07-01,374.1
1975-08-01,374.9
1975-09-01,376.5
1975-10-01,379.7
1975-11-01,381.4
1975-12-01,385.3
1976-01-01,390.7
1976-02-01,400
1976-03-01,409.7
1976-04-01,417.1
1976-05-01,420.6
1976-06-01,423.8
1976-07-01,427.3
1976-08-01,429.5
1976-09-01,433
1976-10-01,439.8
1976-11-01,443.6
1976-12-01,449.2
1977-01-01,454.9
1977-02-01,460
1977-03-01,467.1
1977-04-01,473.2
1977-05-01,474.6
1977-06-01,478.1
1977-07-01,481.8
1977-08-01,483.2
1977-09-01,485.1
1977-10-01,488.2
1977-11-01,487
1977-12-01,488.1
1978-01-01,490.4
1978-02-01,492.5
1978-03-01,497.9
1978-04-01,501.1
1978-05-01,501
1978-06-01,501.6
1978-07-01,498.9
1978-08-01,496
1978-09-01,495.8
1978-10-01,494.9
1978-11-01,485.2
1978-12-01,478.1
1979-01-01,469.4
1979-02-01,463
1979-03-01,463.3
1979-04-01,461.4
1979-05-01,456.7
1979-06-01,458.8
1979-07-01,460.9
1979-08-01,458.2
1979-09-01,452.9
1979-10-01,442.7
1979-11-01,426
1979-12-01,420.6
1980-01-01,415.1
1980-02-01,407.5
1980-03-01,400.3
1980-04-01,388.3
1980-05-01,383.1
1980-06-01,393
1980-07-01,407.1
1980-08-01,415.2
1980-09-01,418.7
1980-10-01,420
1980-11-01,411.3
1980-12-01,397.1
1981-01-01,380.8
1981-02-01,372.5
1981-03-01,372.4
1981-04-01,374.7
1981-05-01,368.3
1981-06-01,363.4
1981-07-01,363.9
1981-08-01,354
1981-09-01,347.1
1981-10-01,343.2
1981-11-01,340.4
1981-12-01,341.2
1982-01-01,345.4
1982-02-01,343.2
1982-03-01,344.6
1982-04-01,346.6
1982-05-01,345.7
1982-06-01,346.2
1982-07-01,345.9
1982-08-01,344
1982-09-01,345.1
1982-10-01,354.4
1982-11-01,360.1
1982-12-01,397.2
1983-01-01,521.6
1983-02-01,600.3
1983-03-01,641.5
1983-04-01,663.5
1983-05-01,679.2
1983-06-01,690.3
1983-07-01,692.4
1983-08-01,686.3
1983-09-01,683.9
1983-10-01,684.2
1983-11-01,682.3
1983-12-01,682.4
1984-01-01,686.4
1984-02-01,690.5
1984-03-01,699.6
1984-04-01,704.9
1984-05-01,702.3
1984-06-01,700.9
1984-07-01,696.3
1984-08-01,685.2
1984-09-01,682.3
1984-10-01,684.7
1984-11-01,692.2
1984-12-01,702.2
1985-01-01,721.2
1985-02-01,735.6
1985-03-01,747
1985-04-01,750.8
1985-05-01,755.5
1985-06-01,770.5
1985-07-01,783.2
1985-08-01,790.7
1985-09-01,795.6
1985-10-01,804.4
1985-11-01,810.9
1985-12-01,813
1986-01-01,818.1
1986-02-01,818.8
1986-03-01,826.6
1986-04-01,836.9
1986-05-01,849
1986-06-01,865.4
1986-07-01,878.5
1986-08-01,889.4
1986-09-01,901.4
1986-10-01,918.3
1986-11-01,930.4
1986-12-01,939
1987-01-01,952.3
1987-02-01,956.8
1987-03-01,966.4
1987-04-01,971.9
1987-05-01,970.2
1987-06-01,971.6
1987-07-01,969.8
1987-08-01,963.9
1987-09-01,958.8
1987-10-01,952.8
1987-11-01,941.9
1987-12-01,936
1988-01-01,935.9
1988-02-01,934.9
1988-03-01,942.7
1988-04-01,946.6
1988-05-01,946.2
1988-06-01,953.3
1988-07-01,955
1988-08-01,947.6
1988-09-01,937.7
1988-10-01,933.9
1988-11-01,933.4
1988-12-01,925.6
1989-01-01,915
1989-02-01,901.1
1989-03-01,895.8
1989-04-01,882.9
1989-05-01,862.3
1989-06-01,861.8
1989-07-01,865.7
1989-08-01,868.9
1989-09-01,872.4
1989-10-01,879.6
1989-11-01,889.4
1989-12-01,893.7
1990-01-01,897.3
1990-02-01,900.8
1990-03-01,910.5
1990-04-01,914.8
1990-05-01,910.8
1990-06-01,916.9
1990-07-01,919.9
1990-08-01,921.9
1990-09-01,921.5
1990-10-01,922
1990-11-01,924.4
1990-12-01,922
1991-01-01,923
1991-02-01,930.5
1991-03-01,947.9
1991-04-01,960.7
1991-05-01,970.3
1991-06-01,985.6
1991-07-01,995.6
1991-08-01,1001.2
1991-09-01,1006.4
1991-10-01,1018.5
1991-11-01,1033.4
1991-12-01,1043.2
1992-01-01,1059.5
1992-02-01,1082.1
1992-03-01,1104.4
1992-04-01,1119.1
1992-05-01,1125.7
1992-06-01,1135.6
1992-07-01,1144
1992-08-01,1153.1
1992-09-01,1163
1992-10-01,1174.5
1992-11-01,1185.5
1992-12-01,1185.3
1993-01-01,1181.8
1993-02-01,1182.7
1993-03-01,1188.6
1993-04-01,1193.5
1993-05-01,1200
1993-06-01,1208.7
1993-07-01,1209.5
1993-08-01,1211.5
1993-09-01,1211.1
1993-10-01,1212.5
1993-11-01,1219
1993-12-01,1217.7
1994-01-01,1217.9
1994-02-01,1219.6
1994-03-01,1227.4
1994-04-01,1228.1
1994-05-01,1220.7
1994-06-01,1215.9
1994-07-01,1211.2
1994-08-01,1201.8
1994-09-01,1191.1
1994-10-01,1178.7
1994-11-01,1168.5
1994-12-01,1149.7
1995-01-01,1130.5
1995-02-01,1112.8
1995-03-01,1102.2
1995-04-01,1092.6
1995-05-01,1089.6
1995-06-01,1101.6
1995-07-01,1101.5
1995-08-01,1107.4
1995-09-01,1112.8
1995-10-01,1119.5
1995-11-01,1125.9
1995-12-01,1134.9
1996-01-01,1146.5
1996-02-01,1156.9
1996-03-01,1180.1
1996-04-01,1191.8
1996-05-01,1194.6
1996-06-01,1209.2
1996-07-01,1216.9
1996-08-01,1228.6
1996-09-01,1234.7
1996-10-01,1247.7
1996-11-01,1263.7
1996-12-01,1271.7
1997-01-01,1278
1997-02-01,1284.6
1997-03-01,1308.7
1997-04-01,1326.3
1997-05-01,1321.6
1997-06-01,1332.7
1997-07-01,1337.7
1997-08-01,1349.3
1997-09-01,1361.4
1997-10-01,1373.7
1997-11-01,1387.3
1997-12-01,1398.3
1998-01-01,1409.3
1998-02-01,1424.5
1998-03-01,1451.5
1998-04-01,1477.9
1998-05-01,1474.5
1998-06-01,1492.2
1998-07-01,1509.5
1998-08-01,1524.7
1998-09-01,1539
1998-10-01,1555.1
1998-11-01,1579.9
1998-12-01,1601.8
1999-01-01,1617
1999-02-01,1631.3
1999-03-01,1653.3
1999-04-01,1683.2
1999-05-01,1681.4
1999-06-01,1703.4
1999-07-01,1721.7
1999-08-01,1729.1
1999-09-01,1737.8
1999-10-01,1738.3
1999-11-01,1741.9
1999-12-01,1739.9
2000-01-01,1734.6
2000-02-01,1743.3
2000-03-01,1766.7
2000-04-01,1798.1
2000-05-01,1771.6
2000-06-01,1786.6
2000-07-01,1798.9
2000-08-01,1811.7
2000-09-01,1836.9
2000-10-01,1835
2000-11-01,1854.2
2000-12-01,1882.5
2001-01-01,1889.7
2001-02-01,1920.9
2001-03-01,1973.4
2001-04-01,2026.2
2001-05-01,2022.6
2001-06-01,2066.1
2001-07-01,2086.8
2001-08-01,2123.3
2001-09-01,2182.4
2001-10-01,2200.6
2001-11-01,2265.2
2001-12-01,2314.8
2002-01-01,2337.4
2002-02-01,2384.6
2002-03-01,2434.4
2002-04-01,2475.2
2002-05-01,2482.6
2002-06-01,2520.3
2002-07-01,2548.3
2002-08-01,2610.8
2002-09-01,2654.8
2002-10-01,2689.1
2002-11-01,2756.9
2002-12-01,2775.1
2003-01-01,2795.7
2003-02-01,2830.3
2003-03-01,2879.1
2003-04-01,2938.1
2003-05-01,2956
2003-06-01,3003.6
2003-07-01,3060.7
2003-08-01,3120.4
2003-09-01,3117.9
2003-10-01,3126.9
2003-11-01,3165.9
2003-12-01,3161.5
2004-01-01,3167.7
2004-02-01,3203.4
2004-03-01,3261.4
2004-04-01,3338.6
2004-05-01,3372.2
2004-06-01,3386.8
2004-07-01,3409.9
2004-08-01,3415.3
2004-09-01,3456.4
2004-10-01,3478.3
2004-11-01,3505
2004-12-01,3508.2
2005-01-01,3492.7
2005-02-01,3489.6
2005-03-01,3510.8
2005-04-01,3551.8
2005-05-01,3494.3
2005-06-01,3517.8
2005-07-01,3541.6
2005-08-01,3535.7
2005-09-01,3563.9
2005-10-01,3574.4
2005-11-01,3590.5
2005-12-01,3603.9
2006-01-01,3599.4
2006-02-01,3610.8
2006-03-01,3625.8
2006-04-01,3671.7
2006-05-01,3597
2006-06-01,3629.3
2006-07-01,3627.9
2006-08-01,3606.6
2006-09-01,3626.6
2006-10-01,3629.1
2006-11-01,3661
2006-12-01,3696.3
2007-01-01,3686.2
2007-02-01,3704.6
2007-03-01,3748.3
2007-04-01,3814.7
2007-05-01,3768.7
2007-06-01,3813.4
2007-07-01,3804.5
2007-08-01,3827.5
2007-09-01,3839.7
2007-10-01,3823.9
2007-11-01,3858.7
2007-12-01,3871.2
2008-01-01,3850.1
2008-02-01,3902.2
2008-03-01,3991.3
2008-04-01,4027.7
2008-05-01,4011.9
2008-06-01,4035.7
2008-07-01,4025.5
2008-08-01,4012
2008-09-01,4023.8
2008-10-01,4019.3
2008-11-01,4026.2
2008-12-01,4089.4
2009-01-01,4187
2009-02-01,4274
2009-03-01,4378.9
2009-04-01,4401.1
2009-05-01,4455.2
2009-06-01,4475.7
2009-07-01,4498.5
2009-08-01,4536.1
2009-09-01,4605.2
2009-10-01,4678.9
2009-11-01,4778.2
2009-12-01,4820.6
2010-01-01,4829.7
2010-02-01,4893.6
2010-03-01,4956.7
2010-04-01,5040.8
2010-05-01,5064.6
2010-06-01,5078.6
2010-07-01,5085.8
2010-08-01,5120.9
2010-09-01,5186.7
2010-10-01,5255.5
2010-11-01,5287.8
2010-12-01,5347.7
2011-01-01,5368.4
2011-02-01,5421.8
2011-03-01,5498.9
2011-04-01,5571.6
2011-05-01,5550.4
2011-06-01,5629.5
2011-07-01,5755.9
2011-08-01,5842.7
2011-09-01,5901.9
2011-10-01,5934.7
2011-11-01,5997.3
2011-12-01,6052.3
2012-01-01,6089.7
2012-02-01,6152.1
2012-03-01,6234.4
2012-04-01,6279.1
2012-05-01,6258.1
2012-06-01,6325.1
2012-07-01,6341.2
2012-08-01,6393.7
2012-09-01,6476.6
2012-10-01,6512.6
2012-11-01,6619.4
2012-12-01,6705.6
2013-01-01,6696.6
2013-02-01,6720.2
2013-03-01,6827.2
2013-04-01,6827.5
2013-05-01,6798.7
2013-06-01,6858.5
2013-07-01,6879.6
2013-08-01,6948.5
2013-09-01,7000.6
2013-10-01,7069.1
2013-11-01,7139.1
2013-12-01,7151.2
2014-01-01,7164.2
2014-02-01,7217.3
2014-03-01,7282.6
2014-04-01,7310.1
2014-05-01,7291.1
2014-06-01,7317.6
2014-07-01,7362.5
2014-08-01,7442.6
2014-09-01,7454.7
2014-10-01,7490.6
2014-11-01,7583.6
2014-12-01,7599.2
2015-01-01,7644.3
2015-02-01,7704.3
2015-03-01,7783.6
2015-04-01,7837.4
2015-05-01,7822.7
2015-06-01,7839.1
2015-07-01,7879.3
2015-08-01,7958.9
2015-09-01,8036.5
2015-10-01,8082.3
2015-11-01,8168.3
2015-12-01,8193.6
2016-01-01,8204.6
2016-02-01,8237.6
2016-03-01,8343.4
2016-04-01,8404.2
2016-05-01,8349.4
2016-06-01,8433.1
2016-07-01,8507.7
2016-08-01,8553.6
2016-09-01,8668.9
2016-10-01,8701.4
2016-11-01,8798.4
2016-12-01,8848.1
2017-01-01,8821.9
2017-02-01,8879.7
2017-03-01,8940.4
2017-04-01,8998.6
2017-05-01,8882.7
2017-06-01,8917.2
2017-07-01,8950.4
2017-08-01,8964.4
2017-09-01,9046.8
2017-10-01,9025.9
2017-11-01,9088.4
2017-12-01,9146.1
2018-01-01,9050.6
2018-02-01,9109.8
2018-03-01,9156.7
2018-04-01,9177
2018-05-01,9115.1
2018-06-01,9189.2
2018-07-01,9182.5
2018-08-01,9211.1
2018-09-01,9238
2018-10-01,9177.1
2018-11-01,9251.2
2018-12-01,9290
2019-01-01,9247.7
2019-02-01,9244
2019-03-01,9330.8
2019-04-01,9300.3
2019-05-01,9282.7
2019-06-01,9384.5
2019-07-01,9413.3
2019-08-01,9496.1
2019-09-01,9546
2019-10-01,9608.4
2019-11-01,9750.2
2019-12-01,9790
2020-01-01,9841.2
2020-02-01,9907
2020-03-01,10222
2020-04-01,10661.1
