"Date","M1421AUSM144NNBR"
1918-01-01,422
1918-02-01,390
1918-03-01,344
1918-04-01,464
1918-05-01,564
1918-06-01,636
1918-07-01,870
1918-08-01,968
1918-09-01,1124
1918-10-01,1160
1918-11-01,1239
1918-12-01,1218
1919-01-01,1185
1919-02-01,1188
1919-03-01,1288
1919-04-01,1423
1919-05-01,1392
1919-06-01,1350
1919-07-01,1287
1919-08-01,1256
1919-09-01,1277
1919-10-01,1433
1919-11-01,1462
1919-12-01,1470
1920-01-01,1461
1920-02-01,1582
1920-03-01,1648
1920-04-01,1798
1920-05-01,1881
1920-06-01,1833
1920-07-01,1822
1920-08-01,1836
1920-09-01,1880
1920-10-01,1929
1920-11-01,1910
1920-12-01,1905
1921-01-01,1718
1921-02-01,1579
1921-03-01,1604
1921-04-01,1591
1921-05-01,1489
1921-06-01,1475
1921-07-01,1401
1921-08-01,1266
1921-09-01,1246
1921-10-01,1183
1921-11-01,1091
1921-12-01,1039
1922-01-01,874
1922-02-01,721
1922-03-01,616
1922-04-01,540
1922-05-01,467
1922-06-01,412
1922-07-01,386
1922-08-01,372
1922-09-01,385
1922-10-01,413
1922-11-01,507
1922-12-01,540
1923-01-01,413
1923-02-01,429
1923-03-01,485
1923-04-01,527
1923-05-01,592
1923-06-01,631
1923-07-01,693
1923-08-01,670
1923-09-01,707
1923-10-01,744
1923-11-01,711
1923-12-01,702
1924-01-01,515
1924-02-01,434
1924-03-01,435
1924-04-01,445
1924-05-01,402
1924-06-01,364
1924-07-01,301
1924-08-01,258
1924-09-01,248
1924-10-01,220
1924-11-01,212
1924-12-01,259
1925-01-01,210
1925-02-01,223
1925-03-01,263
1925-04-01,322
1925-05-01,308
1925-06-01,342
1925-07-01,379
1925-08-01,421
1925-09-01,441
1925-10-01,489
1925-11-01,495
1925-12-01,546
1926-01-01,418
1926-02-01,390
1926-03-01,461
1926-04-01,431
1926-05-01,409
1926-06-01,410
1926-07-01,416
1926-08-01,440
1926-09-01,509
1926-10-01,553
1926-11-01,542
1926-12-01,548
1927-01-01,400
1927-02-01,332
1927-03-01,346
1927-04-01,344
1927-05-01,369
1927-06-01,384
1927-07-01,375
1927-08-01,339
1927-09-01,327
1927-10-01,353
1927-11-01,347
1927-12-01,405
1928-01-01,345
1928-02-01,385
1928-03-01,414
1928-04-01,492
1928-05-01,604
1928-06-01,741
1928-07-01,805
1928-08-01,822
1928-09-01,798
1928-10-01,758
1928-11-01,744
1928-12-01,818
1929-01-01,701
1929-02-01,762
1929-03-01,810
1929-04-01,825
1929-05-01,805
1929-06-01,807
1929-07-01,781
1929-08-01,817
1929-09-01,808
1929-10-01,811
1929-11-01,884
1929-12-01,675
1930-01-01,424
1930-02-01,350
1930-03-01,246
1930-04-01,208
1930-05-01,215
1930-06-01,217
1930-07-01,218
1930-08-01,193
1930-09-01,177
1930-10-01,187
1930-11-01,205
1930-12-01,282
1931-01-01,240
1931-02-01,207
1931-03-01,173
1931-04-01,146
1931-05-01,149
1931-06-01,181
1931-07-01,168
1931-08-01,211
1931-09-01,280
1931-10-01,551
1931-11-01,668
1931-12-01,732
1932-01-01,789
1932-02-01,816
1932-03-01,704
1932-04-01,590
1932-05-01,478
1932-06-01,490
1932-07-01,520
1932-08-01,448
1932-09-01,380
1932-10-01,324
1932-11-01,312
1932-12-01,280
1933-01-01,253
1933-02-01,284
1933-03-01,614
1933-04-01,400
1933-05-01,336
1933-06-01,236
1933-07-01,169
1933-08-01,158
1933-09-01,135
1933-10-01,118
1933-11-01,114
1933-12-01,115
1934-01-01,98
1934-02-01,68
1934-03-01,55
1934-04-01,43
1934-05-01,35
1934-06-01,28
1934-07-01,24
1934-08-01,21
1934-09-01,22
1934-10-01,12
1934-11-01,19
1934-12-01,9
