"Date","M1437AUSM144NNBR"
1898-11-01,242
1898-12-01,247
1899-01-01,229
1899-02-01,231
1899-03-01,245
1899-04-01,246
1899-05-01,228
1899-06-01,241
1899-07-01,245
1899-08-01,249
1899-09-01,254
1899-10-01,252
1899-11-01,240
1899-12-01,237
1900-01-01,219
1900-02-01,232
1900-03-01,248
1900-04-01,229
1900-05-01,219
1900-06-01,221
1900-07-01,224
1900-08-01,218
1900-09-01,230
1900-10-01,243
1900-11-01,243
1900-12-01,247
1901-01-01,221
1901-02-01,231
1901-03-01,249
1901-04-01,247
1901-05-01,244
1901-06-01,249
1901-07-01,250
1901-08-01,258
1901-09-01,252
1901-10-01,259
1901-11-01,258
1901-12-01,263
1902-01-01,239
1902-02-01,239
1902-03-01,245
1902-04-01,243
1902-05-01,247
1902-06-01,252
1902-07-01,248
1902-08-01,265
1902-09-01,286
1902-10-01,264
1902-11-01,265
1902-12-01,271
1903-01-01,248
1903-02-01,260
1903-03-01,277
1903-04-01,263
1903-05-01,256
1903-06-01,252
1903-07-01,248
1903-08-01,253
1903-09-01,261
1903-10-01,259
1903-11-01,267
1903-12-01,266
1904-01-01,229
1904-02-01,236
1904-03-01,249
1904-04-01,232
1904-05-01,218
1904-06-01,215
1904-07-01,197
1904-08-01,200
1904-09-01,223
1904-10-01,231
1904-11-01,234
1904-12-01,230
1905-01-01,202
1905-02-01,203
1905-03-01,221
1905-04-01,212
1905-05-01,218
1905-06-01,217
1905-07-01,224
1905-08-01,236
1905-09-01,263
1905-10-01,273
1905-11-01,286
1905-12-01,285
1906-01-01,260
1906-02-01,277
1906-03-01,284
1906-04-01,260
1906-05-01,270
1906-06-01,285
1906-07-01,291
1906-08-01,312
1906-09-01,314
1906-10-01,303
1906-11-01,318
1906-12-01,314
1907-01-01,285
1907-02-01,311
1907-03-01,311
1907-04-01,296
1907-05-01,293
1907-06-01,300
1907-07-01,293
1907-08-01,284
1907-09-01,281
1907-10-01,238
1907-11-01,246
1907-12-01,249
1908-01-01,218
1908-02-01,210
1908-03-01,205
1908-04-01,194
1908-05-01,214
1908-06-01,213
1908-07-01,230
1908-08-01,215
1908-09-01,222
1908-10-01,232
1908-11-01,229
1908-12-01,232
1909-01-01,205
1909-02-01,234
1909-03-01,241
1909-04-01,236
1909-05-01,224
1909-06-01,223
1909-07-01,236
1909-08-01,237
1909-09-01,243
1909-10-01,254
1909-11-01,251
1909-12-01,242
1910-01-01,221
1910-02-01,227
1910-03-01,248
1910-04-01,244
1910-05-01,229
1910-06-01,237
1910-07-01,228
1910-08-01,230
1910-09-01,244
1910-10-01,261
1910-11-01,256
1910-12-01,254
1911-01-01,220
1911-02-01,227
1911-03-01,232
1911-04-01,221
1911-05-01,206
1911-06-01,227
1911-07-01,262
1911-08-01,259
1911-09-01,258
1911-10-01,280
1911-11-01,285
1911-12-01,276
1912-01-01,235
1912-02-01,240
1912-03-01,254
1912-04-01,253
1912-05-01,245
1912-06-01,263
1912-07-01,269
1912-08-01,271
1912-09-01,285
1912-10-01,302
1912-11-01,305
1912-12-01,300
1913-01-01,256
1913-02-01,263
1913-03-01,268
1913-04-01,265
1913-05-01,254
1913-06-01,251
1913-07-01,267
1913-08-01,270
1913-09-01,255
1913-10-01,270
1913-11-01,268
1913-12-01,263
1914-01-01,216
1914-02-01,214
1914-03-01,227
1914-04-01,210
1914-05-01,210
1914-06-01,241
1914-07-01,281
1914-08-01,273
1914-09-01,272
1914-10-01,257
1914-11-01,251
1914-12-01,263
