"Date","M1437AUSM144NNBR"
1878-06-01,104
1878-07-01,108
1878-08-01,117
1878-09-01,113
1878-10-01,118
1878-11-01,118
1878-12-01,114
1879-01-01,117
1879-02-01,117
1879-03-01,117
1879-04-01,119
1879-05-01,121
1879-06-01,120
1879-07-01,120
1879-08-01,127
1879-09-01,155
1879-10-01,157
1879-11-01,147
1879-12-01,146
1880-01-01,143
1880-02-01,137
1880-03-01,136
1880-04-01,131
1880-05-01,121
1880-06-01,118
1880-07-01,115
1880-08-01,120
1880-09-01,128
1880-10-01,133
1880-11-01,144
1880-12-01,150
1881-01-01,148
1881-02-01,167
1881-03-01,168
1881-04-01,164
1881-05-01,158
1881-06-01,157
1881-07-01,149
1881-08-01,164
1881-09-01,169
1881-10-01,168
1881-11-01,173
1881-12-01,167
1882-01-01,160
1882-02-01,169
1882-03-01,161
1882-04-01,150
1882-05-01,149
1882-06-01,143
1882-07-01,140
1882-08-01,144
1882-09-01,148
1882-10-01,148
1882-11-01,145
1882-12-01,132
1883-01-01,126
1883-02-01,135
1883-03-01,141
1883-04-01,139
1883-05-01,134
1883-06-01,138
1883-07-01,143
1883-08-01,150
1883-09-01,151
1883-10-01,157
1883-11-01,157
1883-12-01,155
1884-01-01,144
1884-02-01,144
1884-03-01,142
1884-04-01,140
1884-05-01,142
1884-06-01,134
1884-07-01,119
1884-08-01,122
1884-09-01,131
1884-10-01,135
1884-11-01,138
1884-12-01,142
1885-01-01,125
1885-02-01,127
1885-03-01,126
1885-04-01,118
1885-05-01,116
1885-06-01,120
1885-07-01,126
1885-08-01,126
1885-09-01,133
1885-10-01,142
1885-11-01,146
1885-12-01,148
1886-01-01,136
1886-02-01,144
1886-03-01,151
1886-04-01,156
1886-05-01,156
1886-06-01,157
1886-07-01,159
1886-08-01,158
1886-09-01,158
1886-10-01,159
1886-11-01,164
1886-12-01,171
1887-01-01,168
1887-02-01,175
1887-03-01,182
1887-04-01,181
1887-05-01,187
1887-06-01,187
1887-07-01,186
1887-08-01,193
1887-09-01,193
1887-10-01,203
1887-11-01,212
1887-12-01,209
1888-01-01,203
1888-02-01,213
1888-03-01,219
1888-04-01,213
1888-05-01,200
1888-06-01,194
1888-07-01,195
1888-08-01,206
1888-09-01,198
1888-10-01,191
1888-11-01,199
1888-12-01,204
1889-01-01,195
1889-02-01,196
1889-03-01,198
1889-04-01,192
1889-05-01,192
1889-06-01,187
1889-07-01,182
1889-08-01,181
1889-09-01,189
1889-10-01,188
1889-11-01,187
1889-12-01,191
1890-01-01,177
1890-02-01,188
1890-03-01,185
1890-04-01,186
1890-05-01,191
1890-06-01,190
1890-07-01,184
1890-08-01,186
1890-09-01,148
1890-10-01,156
1890-11-01,162
1890-12-01,149
1891-01-01,142
1891-02-01,150
1891-03-01,148
1891-04-01,142
1891-05-01,133
1891-06-01,118
1891-07-01,121
1891-08-01,132
1891-09-01,133
1891-10-01,128
1891-11-01,129
1891-12-01,131
1892-01-01,120
1892-02-01,122
1892-03-01,126
1892-04-01,120
1892-05-01,114
1892-06-01,114
1892-07-01,110
1892-08-01,114
1892-09-01,119
1892-10-01,124
1892-11-01,124
1892-12-01,121
1893-01-01,108
1893-02-01,103
1893-03-01,107
1893-04-01,97
1893-05-01,95
1893-06-01,95
1893-07-01,99
1893-08-01,96
1893-09-01,94
1893-10-01,84
1893-11-01,83
1893-12-01,81
1894-01-01,66
1894-02-01,107
1894-03-01,106
1894-04-01,100
1894-05-01,79
1894-06-01,65
1894-07-01,55
1894-08-01,55
1894-09-01,59
1894-10-01,61
1894-11-01,105
1894-12-01,86
1895-01-01,45
1895-02-01,87
1895-03-01,91
1895-04-01,91
1895-05-01,99
1895-06-01,108
1895-07-01,107
1895-08-01,100
1895-09-01,93
1895-10-01,93
1895-11-01,79
1895-12-01,63
1896-01-01,50
1896-02-01,124
1896-03-01,129
1896-04-01,125
1896-05-01,108
1896-06-01,102
1896-07-01,111
1896-08-01,101
1896-09-01,124
1896-10-01,117
1896-11-01,132
1896-12-01,137
1897-01-01,145
1897-02-01,149
1897-03-01,152
1897-04-01,153
1897-05-01,144
1897-06-01,141
1897-07-01,141
1897-08-01,144
1897-09-01,148
1897-10-01,154
1897-11-01,157
1897-12-01,161
1898-01-01,164
1898-02-01,168
1898-03-01,175
1898-04-01,181
1898-05-01,172
1898-06-01,167
1898-07-01,189
1898-08-01,218
1898-09-01,243
1898-10-01,240
