"Date","M10177USM144NNBR"
1929-01-01,172
1929-02-01,172
1929-03-01,176
1929-04-01,184
1929-05-01,190
1929-06-01,196
1929-07-01,200
1929-08-01,206
1929-09-01,207
1929-10-01,210
1929-11-01,212
1929-12-01,209
1930-01-01,210
1930-02-01,210
1930-03-01,211
1930-04-01,210
1930-05-01,204
1930-06-01,194
1930-07-01,189
1930-08-01,182
1930-09-01,171
1930-10-01,168
1930-11-01,161
1930-12-01,157
1931-01-01,155
1931-02-01,153
1931-03-01,148
1931-04-01,145
1931-05-01,140
1931-06-01,136
1931-07-01,130
1931-08-01,123
1931-09-01,120
1931-10-01,115
1931-11-01,111
1931-12-01,108
1932-01-01,104
1932-02-01,101
1932-03-01,100
1932-04-01,96
1932-05-01,88
1932-06-01,83
1932-07-01,78
1932-08-01,70
1932-09-01,66
1932-10-01,63
1932-11-01,62
1932-12-01,57
1933-01-01,57
1933-02-01,53
1933-03-01,55
1933-04-01,52
1933-05-01,51
1933-06-01,51
1933-07-01,53
1933-08-01,57
1933-09-01,57
1933-10-01,63
1933-11-01,65
1933-12-01,66
1934-01-01,66
1934-02-01,68
1934-03-01,68
1934-04-01,71
1934-05-01,75
1934-06-01,79
1934-07-01,79
1934-08-01,83
1934-09-01,82
1934-10-01,83
1934-11-01,81
1934-12-01,83
1935-01-01,86
1935-02-01,87
1935-03-01,91
1935-04-01,96
1935-05-01,101
1935-06-01,103
1935-07-01,107
1935-08-01,110
1935-09-01,114
1935-10-01,116
1935-11-01,117
1935-12-01,124
1936-01-01,131
1936-02-01,133
1936-03-01,137
1936-04-01,142
1936-05-01,148
1936-06-01,154
1936-07-01,159
1936-08-01,164
1936-09-01,165
1936-10-01,168
1936-11-01,173
1936-12-01,172
1937-01-01,179
1937-02-01,179
1937-03-01,187
1937-04-01,187
1937-05-01,191
1937-06-01,191
1937-07-01,193
1937-08-01,193
1937-09-01,191
1937-10-01,193
1937-11-01,194
1937-12-01,193
1938-01-01,191
1938-02-01,187
1938-03-01,192
1938-04-01,186
1938-05-01,179
1938-06-01,170
1938-07-01,163
1938-08-01,154
1938-09-01,146
1938-10-01,141
1938-11-01,140
1938-12-01,140
1939-01-01,148
1939-02-01,148
1939-03-01,157
1939-04-01,156
1939-05-01,160
1939-06-01,163
1939-07-01,163
1939-08-01,164
1939-09-01,164
1939-10-01,168
1939-11-01,172
1939-12-01,177
1940-01-01,179
1940-02-01,180
1940-03-01,192
1940-04-01,192
1940-05-01,201
1940-06-01,211
1940-07-01,217
1940-08-01,220
1940-09-01,225
1940-10-01,232
1940-11-01,230
1940-12-01,233
1941-01-01,239
1941-02-01,227
1941-03-01,284
1941-04-01,259
1941-05-01,270
1941-06-01,299
1941-07-01,302
1941-08-01,287
1941-09-01,324
1941-10-01,309
1941-11-01,296
1941-12-01,340
1942-01-01,287
1942-02-01,270
1942-03-01,269
1942-04-01,254
1942-05-01,239
1942-06-01,235
1942-07-01,227
1942-08-01,230
1942-09-01,206
1942-10-01,191
1942-11-01,166
1942-12-01,164
1943-01-01,137
1943-02-01,124
1943-03-01,135
1943-04-01,109
1943-05-01,98
1943-06-01,99
1943-07-01,88
1943-08-01,80
1943-09-01,76
1943-10-01,68
1943-11-01,67
1943-12-01,68
1944-01-01,67
1944-02-01,63
1944-03-01,76
1944-04-01,69
1944-05-01,77
1944-06-01,72
1944-07-01,76
1944-08-01,81
1944-09-01,78
1944-10-01,80
1944-11-01,76
1944-12-01,73
1945-01-01,78
1945-02-01,75
1945-03-01,80
1945-04-01,74
1945-05-01,75
1945-06-01,80
1945-07-01,78
1945-08-01,79
1945-09-01,75
1945-10-01,86
1945-11-01,82
1945-12-01,79
1946-01-01,92
1946-02-01,92
1946-03-01,103
1946-04-01,103
1946-05-01,112
1946-06-01,114
1946-07-01,123
1946-08-01,127
1946-09-01,132
1946-10-01,147
1946-11-01,138
1946-12-01,160
1947-01-01,164
1947-02-01,159
1947-03-01,191
1947-04-01,209
1947-05-01,207
1947-06-01,220
1947-07-01,247
1947-08-01,235
1947-09-01,270
1947-10-01,280
1947-11-01,271
1947-12-01,296
1948-01-01,282
1948-02-01,273
1948-03-01,316
1948-04-01,317
1948-05-01,324
1948-06-01,366
1948-07-01,359
1948-08-01,380
1948-09-01,396
1948-10-01,355
1948-11-01,368
1948-12-01,387
1949-01-01,380
1949-02-01,361
1949-03-01,439
1949-04-01,420
1949-05-01,432
1949-06-01,463
1949-07-01,445
1949-08-01,486
1949-09-01,476
1949-10-01,500
1949-11-01,511
1949-12-01,517
1950-01-01,518
1950-02-01,507
1950-03-01,591
1950-04-01,532
1950-05-01,582
1950-06-01,591
1950-07-01,580
1950-08-01,622
1950-09-01,641
1950-10-01,640
1950-11-01,603
1950-12-01,604
1951-01-01,672
1951-02-01,615
