"Date","SMU22353805552200001SA"
1990-01-01,9.17927203712838
1990-02-01,9.23285616560084
1990-03-01,9.1933894125964
1990-04-01,9.15727831332174
1990-05-01,9.12719975893702
1990-06-01,9.10650463328836
1990-07-01,8.99816965922915
1990-08-01,9.07819749300504
1990-09-01,9.04116502940015
1990-10-01,8.96264283747663
1990-11-01,8.95881977539871
1990-12-01,8.86732334732038
1991-01-01,8.86900754003566
1991-02-01,8.72836896586659
1991-03-01,8.79850147988434
1991-04-01,8.66322453106683
1991-05-01,8.52941703454197
1991-06-01,8.42077440688247
1991-07-01,8.29167623845736
1991-08-01,8.17824834756182
1991-09-01,8.04613441186832
1991-10-01,7.85408909026044
1991-11-01,7.84571065671045
1991-12-01,7.77370264404865
1992-01-01,7.64987934511439
1992-02-01,7.52508718481659
1992-03-01,7.60644201480467
1992-04-01,7.77589130345252
1992-05-01,7.83324451380781
1992-06-01,7.7375849122289
1992-07-01,7.77843469272173
1992-08-01,7.76995412419475
1992-09-01,7.85193627028246
1992-10-01,7.94635579098474
1992-11-01,7.93741152789451
1992-12-01,8.07784578845336
1993-01-01,8.24895720019545
1993-02-01,8.22900581117777
1993-03-01,8.21949464280005
1993-04-01,8.18615537102846
1993-05-01,8.24621709100625
1993-06-01,8.24360588054125
1993-07-01,8.25437049857841
1993-08-01,8.2482382365577
1993-09-01,8.35648926451053
1993-10-01,8.43922962172604
1993-11-01,8.42667294578453
1993-12-01,8.49369928181259
1994-01-01,8.54931805911468
1994-02-01,8.5328529138977
1994-03-01,8.52900095548993
1994-04-01,8.60067451990682
1994-05-01,8.55830624167909
1994-06-01,8.54759184429573
1994-07-01,8.62432045949722
1994-08-01,8.62189149032519
1994-09-01,8.66626224740586
1994-10-01,8.5302962992112
1994-11-01,8.61633984211865
1994-12-01,8.7200917589815
1995-01-01,8.54965432707428
1995-02-01,8.53467858182972
1995-03-01,8.43634000925965
1995-04-01,8.50756740777662
1995-05-01,8.56451402872452
1995-06-01,8.54829890367317
1995-07-01,8.50239535112814
1995-08-01,8.5998445825457
1995-09-01,8.47633982498235
1995-10-01,8.63219499620344
1995-11-01,8.61009867082141
1995-12-01,8.65080159781318
1996-01-01,8.64764208894507
1996-02-01,8.73222708409719
1996-03-01,8.83814556812665
1996-04-01,8.80625012668408
1996-05-01,8.96696455582156
1996-06-01,9.14567977938931
1996-07-01,9.27645019433877
1996-08-01,9.37508913133849
1996-09-01,9.39598716601892
1996-10-01,9.44014678623327
1996-11-01,9.50984810322632
1996-12-01,9.38091055514157
1997-01-01,8.94701645325518
1997-02-01,8.92024134817503
1997-03-01,8.92688342200773
1997-04-01,8.89934130392318
1997-05-01,8.85844096871446
1997-06-01,8.8539690662039
1997-07-01,8.87710661071502
1997-08-01,8.78573194650399
1997-09-01,8.81822264015733
1997-10-01,8.73983253318538
1997-11-01,8.61720149504986
1997-12-01,8.79341142509699
1998-01-01,8.93379033163925
1998-02-01,8.89958198023488
1998-03-01,8.90283901508077
1998-04-01,8.98670019692914
1998-05-01,9.05072468443111
1998-06-01,9.07135336759401
1998-07-01,8.98534726275689
1998-08-01,8.99794104792062
1998-09-01,9.04194762388095
1998-10-01,9.03882477095051
1998-11-01,9.02899105947666
1998-12-01,9.10461226675359
