"Date","M13056USM193NNBR"
1943-01-01,0.76
1943-02-01,0.73
1943-03-01,0.75
1943-04-01,0.78
1943-05-01,0.78
1943-06-01,0.7
1943-07-01,0.68
1943-08-01,0.75
1943-09-01,0.77
1943-10-01,0.78
1943-11-01,0.77
1943-12-01,0.77
1944-01-01,0.78
1944-02-01,0.78
1944-03-01,0.8
1944-04-01,0.78
1944-05-01,0.77
1944-06-01,0.79
1944-07-01,0.77
1944-08-01,0.76
1944-09-01,0.79
1944-10-01,0.8
1944-11-01,0.81
1944-12-01,0.8
1945-01-01,0.78
1945-02-01,0.77
1945-03-01,0.78
1945-04-01,0.77
1945-05-01,0.8
1945-06-01,0.81
1945-07-01,0.8
1945-08-01,0.82
1945-09-01,0.84
1945-10-01,0.83
1945-11-01,0.84
1945-12-01,0.84
1946-01-01,0.79
1946-02-01,0.76
1946-03-01,0.79
1946-04-01,0.81
1946-05-01,0.83
1946-06-01,0.83
1946-07-01,0.84
1946-08-01,0.84
1946-09-01,0.85
1946-10-01,0.83
1946-11-01,0.84
1946-12-01,0.85
1947-01-01,0.84
1947-02-01,0.85
1947-03-01,0.82
1947-04-01,0.83
1947-05-01,0.85
1947-06-01,0.85
1947-07-01,0.85
1947-08-01,0.85
1947-09-01,0.87
1947-10-01,0.97
1947-11-01,0.99
1947-12-01,1.04
1948-01-01,1.09
1948-02-01,1.1
1948-03-01,1.09
1948-04-01,1.1
1948-05-01,1.09
1948-06-01,1.09
1948-07-01,1.1
1948-08-01,1.15
1948-09-01,1.18
1948-10-01,1.23
1948-11-01,1.22
1948-12-01,1.21
1949-01-01,1.22
1949-02-01,1.22
1949-03-01,1.22
1949-04-01,1.2
1949-05-01,1.19
1949-06-01,1.2
1949-07-01,1.04
1949-08-01,1.07
1949-09-01,1.08
1949-10-01,1.09
1949-11-01,1.09
1949-12-01,1.1
1950-01-01,1.12
1950-02-01,1.15
1950-03-01,1.16
1950-04-01,1.17
1950-05-01,1.18
1950-06-01,1.23
1950-07-01,1.23
1950-08-01,1.26
1950-09-01,1.33
1950-10-01,1.4
1950-11-01,1.47
1950-12-01,1.46
1951-01-01,1.47
1951-02-01,1.52
1951-03-01,1.62
1951-04-01,1.89
1951-05-01,1.85
1951-06-01,1.79
1951-07-01,1.74
1951-08-01,1.7
1951-09-01,1.71
1951-10-01,1.74
1951-11-01,1.68
1951-12-01,1.77
1952-01-01,1.75
1952-02-01,1.7
1952-03-01,1.69
1952-04-01,1.6
1952-05-01,1.66
1952-06-01,1.74
1952-07-01,1.89
1952-08-01,1.94
1952-09-01,1.95
1952-10-01,1.84
1952-11-01,1.89
1952-12-01,2.03
1953-01-01,1.97
1953-02-01,1.97
1953-03-01,2.04
1953-04-01,2.27
1953-05-01,2.41
1953-06-01,2.46
1953-07-01,2.36
1953-08-01,2.33
1953-09-01,2.17
1953-10-01,1.72
1953-11-01,1.53
1953-12-01,1.61
1954-01-01,1.33
1954-02-01,1.01
1954-03-01,1.02
1954-04-01,0.9
1954-05-01,0.76
1954-06-01,0.76
1954-07-01,0.65
1954-08-01,0.64
1954-09-01,0.89
1954-10-01,1.03
1954-11-01,0.94
1954-12-01,1.1
1955-01-01,1.36
1955-02-01,1.41
1955-03-01,1.49
1955-04-01,1.71
1955-05-01,1.72
1955-06-01,1.71
1955-07-01,1.88
1955-08-01,2.12
1955-09-01,2.14
1955-10-01,2.19
1955-11-01,2.28
1955-12-01,2.56
1956-01-01,2.5
1956-02-01,2.38
1956-03-01,2.43
1956-04-01,2.83
1956-05-01,2.83
1956-06-01,2.69
1956-07-01,2.62
1956-08-01,3.01
1956-09-01,3.17
1956-10-01,3.07
1956-11-01,3.15
1956-12-01,3.33
1957-01-01,3.17
1957-02-01,3.23
1957-03-01,3.35
1957-04-01,3.41
1957-05-01,3.37
1957-06-01,3.55
1957-07-01,3.71
1957-08-01,3.93
1957-09-01,4.02
1957-10-01,3.94
1957-11-01,3.52
1957-12-01,3.09
1958-01-01,2.56
1958-02-01,1.93
1958-03-01,1.77
1958-04-01,1.35
1958-05-01,1.21
1958-06-01,0.98
1958-07-01,1.34
1958-08-01,2.14
1958-09-01,2.84
1958-10-01,2.83
1958-11-01,2.92
1958-12-01,3.24
1959-01-01,3.26
1959-02-01,3.38
1959-03-01,3.56
1959-04-01,3.66
1959-05-01,3.92
1959-06-01,3.97
1959-07-01,4.3
1959-08-01,4.32
1959-09-01,4.8
1959-10-01,4.65
1959-11-01,4.7
1959-12-01,4.98
1960-01-01,4.93
1960-02-01,4.58
1960-03-01,3.93
1960-04-01,3.99
1960-05-01,4.19
1960-06-01,3.35
1960-07-01,3.13
1960-08-01,2.89
1960-09-01,2.99
1960-10-01,3.01
1960-11-01,2.99
1960-12-01,2.79
1961-01-01,2.7
1961-02-01,2.84
1961-03-01,2.86
1961-04-01,2.83
1961-05-01,2.82
1961-06-01,3.02
1961-07-01,2.87
1961-08-01,3.03
1961-09-01,3.03
1961-10-01,2.97
1961-11-01,2.95
1961-12-01,3.03
1962-01-01,3.08
1962-02-01,3.11
1962-03-01,2.99
1962-04-01,2.94
1962-05-01,2.98
1962-06-01,3.02
1962-07-01,3.23
1962-08-01,3.13
1962-09-01,3
1962-10-01,2.9
