"Date","M14066USM144NNBR"
1914-11-01,6
1914-12-01,10
1915-01-01,20
1915-02-01,32
1915-03-01,49
1915-04-01,58
1915-05-01,63
1915-06-01,54
1915-07-01,59
1915-08-01,69
1915-09-01,76
1915-10-01,79
1915-11-01,80
1915-12-01,81
1916-01-01,92
1916-02-01,101
1916-03-01,126
1916-04-01,149
1916-05-01,167
1916-06-01,164
1916-07-01,187
1916-08-01,192
1916-09-01,187
1916-10-01,186
1916-11-01,186
1916-12-01,220
1917-01-01,197
1917-02-01,196
1917-03-01,184
1917-04-01,229
1917-05-01,274
1917-06-01,433
1917-07-01,423
1917-08-01,368
1917-09-01,439
1917-10-01,612
1917-11-01,880
1917-12-01,1029
1918-01-01,1028
1918-02-01,1003
1918-03-01,1123
1918-04-01,1238
1918-05-01,1261
1918-06-01,1276
1918-07-01,1436
1918-08-01,1603
1918-09-01,1920
1918-10-01,2161
1918-11-01,2264
1918-12-01,2325
1919-01-01,2209
1919-02-01,2225
1919-03-01,2318
1919-04-01,2341
1919-05-01,2391
1919-06-01,2322
1919-07-01,2471
1919-08-01,2440
1919-09-01,2468
1919-10-01,2707
1919-11-01,2902
1919-12-01,2991
1920-01-01,3032
1920-02-01,3148
1920-03-01,3200
1920-04-01,3176
1920-05-01,3248
1920-06-01,3202
1920-07-01,3194
1920-08-01,3224
1920-09-01,3316
1920-10-01,3387
1920-11-01,3358
1920-12-01,3299
1921-01-01,3021
1921-02-01,2856
1921-03-01,2730
1921-04-01,2515
1921-05-01,2346
1921-06-01,2167
1921-07-01,2006
1921-08-01,1834
1921-09-01,1736
1921-10-01,1634
1921-11-01,1515
1921-12-01,1512
1922-01-01,1298
1922-02-01,1213
1922-03-01,1189
1922-04-01,1186
1922-05-01,1186
1922-06-01,1164
1922-07-01,1125
1922-08-01,1052
1922-09-01,1115
1922-10-01,1186
1922-11-01,1209
1922-12-01,1300
1923-01-01,1186
1923-02-01,1154
1923-03-01,1177
1923-04-01,1159
1923-05-01,1170
1923-06-01,1119
1923-07-01,1117
1923-08-01,1074
1923-09-01,1121
1923-10-01,1150
1923-11-01,1147
1923-12-01,1201
1924-01-01,991
1924-02-01,921
1924-03-01,948
1924-04-01,933
1924-05-01,837
1924-06-01,838
1924-07-01,827
1924-08-01,839
1924-09-01,932
1924-10-01,1007
1924-11-01,1087
1924-12-01,1221
1925-01-01,1071
1925-02-01,1051
1925-03-01,1077
1925-04-01,1057
1925-05-01,1050
1925-06-01,1058
1925-07-01,1061
1925-08-01,1092
1925-09-01,1166
1925-10-01,1255
1925-11-01,1290
1925-12-01,1427
1926-01-01,1222
1926-02-01,1176
1926-03-01,1172
1926-04-01,1156
1926-05-01,1154
1926-06-01,1135
1926-07-01,1165
1926-08-01,1157
1926-09-01,1224
1926-10-01,1268
1926-11-01,1268
1926-12-01,1377
1927-01-01,1138
1927-02-01,1006
1927-03-01,1024
1927-04-01,1039
1927-05-01,1000
