"Date","SMU12000005552200001"
1990-01-01,140.7
1990-02-01,140.9
1990-03-01,140.3
1990-04-01,140.4
1990-05-01,140.9
1990-06-01,141.2
1990-07-01,140.6
1990-08-01,140.5
1990-09-01,139.9
1990-10-01,138.8
1990-11-01,138.8
1990-12-01,138.7
1991-01-01,136.1
1991-02-01,136
1991-03-01,134.9
1991-04-01,132.7
1991-05-01,132.5
1991-06-01,132.2
1991-07-01,132.4
1991-08-01,131.9
1991-09-01,131.5
1991-10-01,129.6
1991-11-01,129
1991-12-01,129
1992-01-01,131
1992-02-01,130.6
1992-03-01,130.4
1992-04-01,129.1
1992-05-01,128.5
1992-06-01,128.4
1992-07-01,128.2
1992-08-01,128
1992-09-01,127
1992-10-01,126.8
1992-11-01,126.5
1992-12-01,127.3
1993-01-01,125.4
1993-02-01,126.4
1993-03-01,126.3
1993-04-01,124.7
1993-05-01,125.2
1993-06-01,126.1
1993-07-01,126.8
1993-08-01,127.5
1993-09-01,127.8
1993-10-01,127.6
1993-11-01,128.5
1993-12-01,129.8
1994-01-01,130.6
1994-02-01,131.4
1994-03-01,132.2
1994-04-01,131.8
1994-05-01,131.7
1994-06-01,132.9
1994-07-01,132.1
1994-08-01,132.2
1994-09-01,132.1
1994-10-01,131.4
1994-11-01,131.7
1994-12-01,131.8
1995-01-01,131.9
1995-02-01,132.4
1995-03-01,132.5
1995-04-01,131.1
1995-05-01,131.3
1995-06-01,131.7
1995-07-01,129.9
1995-08-01,129.9
1995-09-01,130.3
1995-10-01,129.6
1995-11-01,130.9
1995-12-01,131.3
1996-01-01,131
1996-02-01,132.1
1996-03-01,133.7
1996-04-01,132.4
1996-05-01,133.2
1996-06-01,134.4
1996-07-01,133.6
1996-08-01,135
1996-09-01,135.4
1996-10-01,135.6
1996-11-01,136.4
1996-12-01,138.2
1997-01-01,138
1997-02-01,140.1
1997-03-01,142
1997-04-01,142.5
1997-05-01,143.9
1997-06-01,144.9
1997-07-01,144.9
1997-08-01,145.7
1997-09-01,146.4
1997-10-01,145.7
1997-11-01,146.7
1997-12-01,148.9
1998-01-01,149.8
1998-02-01,151.2
1998-03-01,152.4
1998-04-01,149.7
1998-05-01,150
1998-06-01,150.2
1998-07-01,153.7
1998-08-01,153.8
1998-09-01,154.6
1998-10-01,154.5
1998-11-01,155
1998-12-01,156.7
1999-01-01,156.6
1999-02-01,157.8
1999-03-01,157.8
1999-04-01,154.8
1999-05-01,155
1999-06-01,155.6
1999-07-01,156.9
1999-08-01,157.5
1999-09-01,157
1999-10-01,155.6
1999-11-01,156.1
1999-12-01,157.7
2000-01-01,154.7
2000-02-01,154.8
2000-03-01,155
2000-04-01,154.8
2000-05-01,155.1
2000-06-01,155.7
2000-07-01,154.2
2000-08-01,154.5
2000-09-01,154.8
2000-10-01,156
2000-11-01,157
2000-12-01,157.9
2001-01-01,156
2001-02-01,157.6
2001-03-01,159.4
2001-04-01,160
2001-05-01,160.5
