"Date","M1417AUSM144NNBR"
1918-01-01,590
1918-02-01,590
1918-03-01,567
1918-04-01,582
1918-05-01,579
1918-06-01,622
1918-07-01,580
1918-08-01,586
1918-09-01,599
1918-10-01,613
1918-11-01,603
1918-12-01,612
1919-01-01,627
1919-02-01,589
1919-03-01,609
1919-04-01,617
1919-05-01,628
1919-06-01,624
1919-07-01,614
1919-08-01,632
1919-09-01,618
1919-10-01,656
1919-11-01,679
1919-12-01,625
1920-01-01,640
1920-02-01,625
1920-03-01,619
1920-04-01,642
1920-05-01,636
1920-06-01,643
1920-07-01,634
1920-08-01,614
1920-09-01,619
1920-10-01,605
1920-11-01,586
1920-12-01,592
1921-01-01,578
1921-02-01,560
1921-03-01,550
1921-04-01,549
1921-05-01,546
1921-06-01,591
1921-07-01,545
1921-08-01,518
1921-09-01,536
1921-10-01,554
1921-11-01,557
1921-12-01,566
1922-01-01,581
1922-02-01,571
1922-03-01,584
1922-04-01,591
1922-05-01,624
1922-06-01,643
1922-07-01,636
1922-08-01,596
1922-09-01,573
1922-10-01,623
1922-11-01,592
1922-12-01,584
1923-01-01,616
1923-02-01,608
1923-03-01,582
1923-04-01,580
1923-05-01,585
1923-06-01,587
1923-07-01,583
1923-08-01,564
1923-09-01,561
1923-10-01,578
1923-11-01,574
1923-12-01,575
1924-01-01,614
1924-02-01,587
1924-03-01,617
1924-04-01,621
1924-05-01,621
1924-06-01,690
1924-07-01,693
1924-08-01,711
1924-09-01,736
1924-10-01,733
1924-11-01,703
1924-12-01,755
1925-01-01,719
1925-02-01,723
1925-03-01,701
1925-04-01,691
1925-05-01,692
1925-06-01,689
1925-07-01,692
1925-08-01,694
1925-09-01,702
1925-10-01,699
1925-11-01,709
1925-12-01,730
1926-01-01,710
1926-02-01,702
1926-03-01,715
1926-04-01,706
1926-05-01,691
1926-06-01,714
1926-07-01,700
1926-08-01,679
1926-09-01,712
1926-10-01,662
1926-11-01,673
1926-12-01,725
1927-01-01,717
1927-02-01,682
1927-03-01,710
1927-04-01,688
1927-05-01,720
1927-06-01,776
1927-07-01,728
1927-08-01,724
1927-09-01,726
1927-10-01,728
1927-11-01,768
1927-12-01,769
1928-01-01,781
1928-02-01,754
1928-03-01,738
1928-04-01,777
1928-05-01,767
1928-06-01,749
1928-07-01,730
1928-08-01,705
1928-09-01,716
1928-10-01,720
1928-11-01,721
1928-12-01,752
1929-01-01,770
1929-02-01,743
1929-03-01,736
1929-04-01,715
1929-05-01,720
1929-06-01,730
1929-07-01,740
1929-08-01,702
1929-09-01,736
1929-10-01,791
1929-11-01,889
1929-12-01,777
1930-01-01,746
1930-02-01,753
1930-03-01,736
1930-04-01,759
1930-05-01,761
1930-06-01,788
1930-07-01,805
1930-08-01,783
1930-09-01,799
1930-10-01,818
1930-11-01,831
1930-12-01,826
1931-01-01,857
1931-02-01,802
1931-03-01,824
1931-04-01,800
1931-05-01,832
1931-06-01,840
1931-07-01,863
1931-08-01,817
1931-09-01,826
1931-10-01,801
1931-11-01,732
1931-12-01,775
1932-01-01,688
1932-02-01,639
1932-03-01,656
1932-04-01,748
1932-05-01,848
1932-06-01,744
1932-07-01,736
1932-08-01,804
1932-09-01,919
1932-10-01,968
1932-11-01,1017
1932-12-01,1055
1933-01-01,1082
1933-02-01,862
1933-03-01,664
1933-04-01,830
1933-05-01,827
1933-06-01,836
1933-07-01,742
1933-08-01,803
1933-09-01,878
1933-10-01,859
1933-11-01,817
1933-12-01,779
1934-01-01,839
1934-02-01,875
1934-03-01,1203
1934-04-01,1234
1934-05-01,1281
1934-06-01,1340
1934-07-01,1306
1934-08-01,1429
1934-09-01,1365
1934-10-01,1403
1934-11-01,1433
1934-12-01,1375
