"Date","M14064USM144NNBR"
1917-01-01,680
1917-02-01,691
1917-03-01,718
1917-04-01,743
1917-05-01,744
1917-06-01,804
1917-07-01,1101
1917-08-01,1141
1917-09-01,1130
1917-10-01,1243
1917-11-01,1409
1917-12-01,1439
1918-01-01,1467
1918-02-01,1468
1918-03-01,1466
1918-04-01,1504
1918-05-01,1482
1918-06-01,1512
1918-07-01,1448
1918-08-01,1459
1918-09-01,1507
1918-10-01,1539
1918-11-01,1520
1918-12-01,1586
1919-01-01,1635
1919-02-01,1612
1919-03-01,1652
1919-04-01,1656
1919-05-01,1686
1919-06-01,1696
1919-07-01,1719
1919-08-01,1740
1919-09-01,1769
1919-10-01,1793
1919-11-01,1837
1919-12-01,1820
1920-01-01,1883
1920-02-01,1858
1920-03-01,1878
1920-04-01,1870
1920-05-01,1853
1920-06-01,1853
1920-07-01,1840
1920-08-01,1807
1920-09-01,1817
1920-10-01,1815
1920-11-01,1782
1920-12-01,1758
1921-01-01,1773
1921-02-01,1728
1921-03-01,1694
1921-04-01,1665
1921-05-01,1657
1921-06-01,1664
1921-07-01,1639
1921-08-01,1621
1921-09-01,1629
1921-10-01,1652
1921-11-01,1663
1921-12-01,1673
1922-01-01,1707
1922-02-01,1689
1922-03-01,1711
1922-04-01,1733
1922-05-01,1783
1922-06-01,1820
1922-07-01,1812
1922-08-01,1799
1922-09-01,1811
1922-10-01,1836
1922-11-01,1825
1922-12-01,1840
1923-01-01,1918
1923-02-01,1901
1923-03-01,1873
1923-04-01,1869
1923-05-01,1874
1923-06-01,1867
1923-07-01,1867
1923-08-01,1835
1923-09-01,1848
1923-10-01,1864
1923-11-01,1875
1923-12-01,1882
1924-01-01,1911
1924-02-01,1892
1924-03-01,1915
1924-04-01,1905
1924-05-01,1922
1924-06-01,2001
1924-07-01,2046
1924-08-01,2072
1924-09-01,2120
1924-10-01,2141
1924-11-01,2164
1924-12-01,2182
1925-01-01,2194
1925-02-01,2159
1925-03-01,2137
1925-04-01,2123
1925-05-01,2132
1925-06-01,2141
1925-07-01,2160
1925-08-01,2151
1925-09-01,2161
1925-10-01,2203
1925-11-01,2221
1925-12-01,2219
1926-01-01,2236
1926-02-01,2208
1926-03-01,2198
1926-04-01,2183
1926-05-01,2199
1926-06-01,2206
1926-07-01,2212
1926-08-01,2201
1926-09-01,2211
1926-10-01,2219
1926-11-01,2214
1926-12-01,2218
1927-01-01,2243
1927-02-01,2212
1927-03-01,2240
1927-04-01,2248
1927-05-01,2262
1927-06-01,2301
1927-07-01,2289
1927-08-01,2283
1927-09-01,2300
1927-10-01,2326
1927-11-01,2373
1927-12-01,2399
1928-01-01,2426
1928-02-01,2368
1928-03-01,2365
1928-04-01,2396
1928-05-01,2388
1928-06-01,2355
1928-07-01,2324
1928-08-01,2274
1928-09-01,2314
1928-10-01,2332
1928-11-01,2352
1928-12-01,2367
1929-01-01,2387
1929-02-01,2357
1929-03-01,2337
1929-04-01,2308
1929-05-01,2296
1929-06-01,2314
1929-07-01,2334
1929-08-01,2322
1929-09-01,2335
1929-10-01,2386
1929-11-01,2521
1929-12-01,2395
1930-01-01,2349
1930-02-01,2305
1930-03-01,2330
1930-04-01,2350
1930-05-01,2356
1930-06-01,2392
1930-07-01,2417
1930-08-01,2392
1930-09-01,2397
1930-10-01,2407
1930-11-01,2433
1930-12-01,2415
1931-01-01,2433
1931-02-01,2370
1931-03-01,2386
1931-04-01,2376
1931-05-01,2387
1931-06-01,2404
1931-07-01,2407
1931-08-01,2345
1931-09-01,2333
1931-10-01,2256
1931-11-01,2118
1931-12-01,2069
1932-01-01,1979
1932-02-01,1907
1932-03-01,1899
1932-04-01,1996
1932-05-01,2138
1932-06-01,2062
1932-07-01,2003
1932-08-01,2073
1932-09-01,2181
1932-10-01,2307
1932-11-01,2378
1932-12-01,2435
1933-01-01,2516
1933-02-01,2291
1933-03-01,1914
1933-04-01,2086
1933-05-01,2125
1933-06-01,2211
1933-07-01,2268
1933-08-01,2375
1933-09-01,2489
1933-10-01,2590
1933-11-01,2629
1933-12-01,2616
1934-01-01,2764
1934-02-01,2822
1934-03-01,3361
1934-04-01,3594
1934-05-01,3695
1934-06-01,3790
1934-07-01,3928
1934-08-01,4045
1934-09-01,3947
1934-10-01,3964
1934-11-01,4100
1934-12-01,4037
1935-01-01,4355
1935-02-01,4601
1935-03-01,4452
1935-04-01,4436
1935-05-01,4778
1935-06-01,4979
1935-07-01,4970
1935-08-01,5232
1935-09-01,5243
1935-10-01,5469
1935-11-01,5757
1935-12-01,5716
1936-01-01,5780
1936-02-01,5808
1936-03-01,5420
1936-04-01,5300
1936-05-01,5638
1936-06-01,5484
1936-07-01,5861
1936-08-01,6181
1936-09-01,6345
1936-10-01,6594
1936-11-01,6785
1936-12-01,6665
1937-01-01,6716
1937-02-01,6747
1937-03-01,6704
1937-04-01,6824
1937-05-01,6932
1937-06-01,6878
1937-07-01,6845
1937-08-01,6701
1937-09-01,6854
1937-10-01,6954
1937-11-01,6919
1937-12-01,6879
1938-01-01,7183
1938-02-01,7230
1938-03-01,7326
1938-04-01,7469
1938-05-01,7587
1938-06-01,7878
1938-07-01,8167
1938-08-01,8119
1938-09-01,8196
1938-10-01,8546
1938-11-01,8727
1938-12-01,8745
1939-01-01,9029
1939-02-01,8925
1939-03-01,9021
1939-04-01,9624
1939-05-01,9997
1939-06-01,10085
1939-07-01,10321
1939-08-01,10659
1939-09-01,11443
1939-10-01,11862
1939-11-01,11688
1939-12-01,11473
1940-01-01,11985
1940-02-01,12215
