"Date","MABMBM01USM659S"
1960-01-01,4.04745289602233
1960-02-01,3.75391032325338
1960-03-01,3.52697095435684
1960-04-01,3.44708721130645
1960-05-01,2.97741273100616
1960-06-01,2.7881672900374
1960-07-01,3.01490514905148
1960-08-01,3.5425101214575
1960-09-01,3.94337714863498
1960-10-01,4.38448566610456
1960-11-01,4.64490070683271
1960-12-01,4.90261920752183
1961-01-01,5.33199195171025
1961-02-01,6.03015075376886
1961-03-01,6.312625250501
1961-04-01,6.59780073308897
1961-05-01,7.07876370887338
1961-06-01,7.2775388686735
1961-07-01,7.0700427490957
1961-08-01,6.74486803519062
1961-09-01,6.84176394293125
1961-10-01,6.97899838449112
1961-11-01,7.2370537150209
1961-12-01,7.39436619718309
1962-01-01,7.44985673352435
1962-02-01,7.45655608214849
1962-03-01,7.7913917687716
1962-04-01,8.00250078149421
1962-05-01,7.85226567349473
1962-06-01,7.70891150169595
1962-07-01,7.73955773955773
1962-08-01,7.69230769230768
1962-09-01,7.70864946889228
1962-10-01,7.88281485955904
1962-11-01,7.91841631673665
1962-12-01,8.10730253353205
1963-01-01,8.20740740740741
1963-02-01,8.17406645104382
1963-03-01,8.04430195278346
1963-04-01,8.04630969609262
1963-05-01,8.23021582733812
1963-06-01,8.33094760950473
1963-07-01,8.63740022805018
1963-08-01,8.73015873015873
1963-09-01,8.76303183995491
1963-10-01,8.70660694288913
1963-11-01,8.81045025013897
1963-12-01,8.40915357044389
1964-01-01,8.21467688937568
1964-02-01,8.07284588203317
1964-03-01,7.85001348799568
1964-04-01,7.60782212697562
1964-05-01,7.47141717628291
1964-06-01,7.58456659619449
1964-07-01,7.60955129887168
1964-08-01,7.76850886339938
1964-09-01,8.00518134715026
1964-10-01,7.93201133144476
1964-11-01,7.79054916985951
1964-12-01,8.01119023397762
1965-01-01,8.17307692307693
1965-02-01,8.24949698189134
1965-03-01,8.35417708854427
1965-04-01,8.38934528254916
1965-05-01,8.13953488372093
1965-06-01,8.10611643330877
1965-07-01,7.99804925627896
1965-08-01,7.83744557329463
1965-09-01,7.81962101223315
1965-10-01,7.99331901694106
1965-11-01,7.98578199052132
1965-12-01,8.12338121026607
1966-01-01,8.07017543859649
1966-02-01,7.9460966542751
1966-03-01,7.84856879039705
1966-04-01,7.7859439595774
1966-05-01,7.54975978037062
1966-06-01,7.06657577823223
1966-07-01,6.32196884172499
1966-08-01,6.0116644235083
1966-09-01,5.76195773081201
1966-10-01,5.10384445426426
1966-11-01,4.73996050032917
1966-12-01,4.57317073170733
1967-01-01,4.24242424242423
1967-02-01,4.41239776151528
1967-03-01,4.81592465753424
1967-04-01,4.8582995951417
1967-05-01,5.76473090831737
1967-06-01,6.53650254668929
1967-07-01,7.51751964323636
1967-08-01,8.08294540837917
1967-09-01,8.26672275978126
1967-10-01,8.93420222829515
1967-11-01,9.19756966268595
1967-12-01,9.28779675135358
1968-01-01,9.50996677740865
1968-02-01,9.33828076685219
1968-03-01,8.8829895854605
1968-04-01,8.85998780735624
1968-05-01,8.3869670152856
1968-06-01,8.08764940239045
1968-07-01,7.76219632628877
1968-08-01,7.55677368833202
1968-09-01,7.55780066057897
1968-10-01,7.60324199150907
1968-11-01,7.90483499616269
1968-12-01,8.00304878048783
1969-01-01,7.94463405384906
1969-02-01,7.82428355957769
1969-03-01,7.72693173293322
1969-04-01,7.46686578308753
1969-05-01,6.9771757283355
1969-06-01,6.61629192775524
1969-07-01,6.21334310850439
1969-08-01,5.58791408809612
1969-09-01,5.14812138728323
1969-10-01,4.62697274031563
1969-11-01,4.0896159317212
1969-12-01,3.72265349329568
1970-01-01,3.56578253996136
1970-02-01,2.51792271376114
1970-03-01,2.2458217270195
1970-04-01,2.20601007469169
1970-05-01,2.60190806591501
1970-06-01,2.88677614520312
1970-07-01,3.38222605694564
1970-08-01,4.27512497845198
1970-09-01,4.99914104105822
1970-10-01,5.65649640041137
1970-11-01,6.09839426033481
1970-12-01,6.56574247320973
1971-01-01,7.34396200814112
1971-02-01,9.32969469554835
1971-03-01,10.6589477268858
1971-04-01,11.8966689326988
1971-05-01,12.7134404057481
1971-06-01,13.0712365591398
1971-07-01,13.436821899516
