"Date","M1431BUSM144NNBR"
1914-01-01,1419
1914-02-01,1418
1914-03-01,1417
1914-04-01,1445
1914-05-01,1432
1914-06-01,1351
1914-07-01,1291
1914-08-01,1293
1914-09-01,1284
1914-10-01,1265
1914-11-01,1056
1914-12-01,1022
1915-01-01,1040
1915-02-01,1024
1915-03-01,1033
1915-04-01,1070
1915-05-01,1109
1915-06-01,1123
1915-07-01,1118
1915-08-01,1188
1915-09-01,1214
1915-10-01,1258
1915-11-01,1264
1915-12-01,1268
1916-01-01,1312
1916-02-01,1315
1916-03-01,1317
1916-04-01,1331
1916-05-01,1317
1916-06-01,1388
1916-07-01,1401
1916-08-01,1455
1916-09-01,1495
1916-10-01,1533
1916-11-01,1504
1916-12-01,1574
1917-01-01,1648
1917-02-01,1701
1917-03-01,1709
1917-04-01,1673
1917-05-01,1692
1917-06-01,1463
1917-07-01,1373
1917-08-01,1356
1917-09-01,1295
1917-10-01,1192
1917-11-01,1102
1917-12-01,1034
1918-01-01,964
1918-02-01,931
1918-03-01,893
1918-04-01,853
1918-05-01,800
1918-06-01,761
1918-07-01,725
1918-08-01,696
1918-09-01,675
1918-10-01,655
1918-11-01,640
1918-12-01,618
1919-01-01,595
1919-02-01,580
1919-03-01,560
1919-04-01,550
1919-05-01,538
1919-06-01,516
1919-07-01,516
1919-08-01,498
1919-09-01,491
1919-10-01,478
1919-11-01,486
1919-12-01,475
1920-01-01,460
1920-02-01,471
1920-03-01,456
1920-04-01,456
1920-05-01,447
1920-06-01,447
1920-07-01,441
1920-08-01,434
1920-09-01,414
1920-10-01,416
1920-11-01,407
1920-12-01,407
1921-01-01,402
1921-02-01,394
1921-03-01,386
1921-04-01,380
1921-05-01,371
1921-06-01,361
1921-07-01,351
1921-08-01,344
1921-09-01,336
1921-10-01,330
1921-11-01,327
1921-12-01,329
1922-01-01,316
1922-02-01,311
1922-03-01,311
1922-04-01,305
1922-05-01,303
1922-06-01,302
1922-07-01,298
1922-08-01,319
1922-09-01,338
1922-10-01,357
1922-11-01,379
1922-12-01,439
1923-01-01,429
1923-02-01,441
1923-03-01,442
1923-04-01,450
1923-05-01,458
1923-06-01,503
1923-07-01,527
1923-08-01,554
1923-09-01,577
1923-10-01,609
1923-11-01,642
1923-12-01,707
1924-01-01,688
1924-02-01,745
1924-03-01,798
1924-04-01,839
1924-05-01,887
1924-06-01,907
1924-07-01,904
1924-08-01,976
1924-09-01,1001
1924-10-01,1017
1924-11-01,1042
1924-12-01,1092
1925-01-01,1046
1925-02-01,1033
1925-03-01,1031
1925-04-01,1040
1925-05-01,1084
1925-06-01,1116
1925-07-01,1126
1925-08-01,1147
1925-09-01,1162
1925-10-01,1175
1925-11-01,1217
1925-12-01,1240
1926-01-01,1153
1926-02-01,1197
1926-03-01,1200
1926-04-01,1211
1926-05-01,1182
1926-06-01,1162
1926-07-01,1176
1926-08-01,1188
1926-09-01,1202
1926-10-01,1203
1926-11-01,1198
1926-12-01,1214
1927-01-01,1146
1927-02-01,1141
1927-03-01,1122
1927-04-01,1121
1927-05-01,1104
1927-06-01,1105
1927-07-01,1127
1927-08-01,1140
1927-09-01,1154
1927-10-01,1162
1927-11-01,1191
1927-12-01,1189
1928-01-01,1118
1928-02-01,1103
1928-03-01,1121
1928-04-01,1114
1928-05-01,1106
1928-06-01,1109
1928-07-01,1065
1928-08-01,1069
1928-09-01,1064
1928-10-01,1046
