"Date","M1017AUSM144NNBR"
1934-01-01,12
1934-02-01,0
1934-03-01,0
1934-04-01,3
1934-05-01,61
1934-06-01,47
1934-07-01,52
1934-08-01,4
1934-09-01,6
1934-10-01,2
1934-11-01,36
1934-12-01,8
1935-01-01,13
1935-02-01,28
1935-03-01,111
1935-04-01,100
1935-05-01,115
1935-06-01,153
1935-07-01,481
1935-08-01,118
1935-09-01,207
1935-10-01,198
1935-11-01,223
1935-12-01,118
1936-01-01,232
1936-02-01,125
1936-03-01,444
1936-04-01,580
1936-05-01,231
1936-06-01,428
1936-07-01,258
1936-08-01,102
1936-09-01,162
1936-10-01,266
1936-11-01,131
1936-12-01,410
1937-01-01,168
1937-02-01,222
1937-03-01,192
1937-04-01,42
1937-05-01,116
1937-06-01,172
1937-07-01,43
1937-08-01,37
1937-09-01,40
1937-10-01,57
1937-11-01,1
1937-12-01,9
1938-01-01,2
1938-02-01,106
1938-03-01,0
1938-04-01,62
1938-05-01,25
1938-06-01,88
1938-07-01,41
1938-08-01,189
1938-09-01,81
1938-10-01,283
1938-11-01,70
1938-12-01,259
1939-01-01,14
1939-02-01,132
1939-03-01,46
1939-04-01,141
1939-05-01,26
1939-06-01,333
1939-07-01,143
1939-08-01,339
1939-09-01,96
1939-10-01,150
1939-11-01,55
1939-12-01,220
1940-01-01,111
1940-02-01,204
1940-03-01,67
1940-04-01,188
1940-05-01,79
1940-06-01,114
1940-07-01,197
1940-08-01,103
1940-09-01,57
1940-10-01,316
1940-11-01,53
1940-12-01,364
1941-01-01,208
1941-02-01,135
1941-03-01,173
1941-04-01,132
1941-05-01,189
1941-06-01,141
1941-07-01,56
1941-08-01,209
1941-09-01,150
1941-10-01,91
1941-11-01,37
1941-12-01,62
1942-01-01,84
1942-02-01,24
1942-03-01,45
1942-04-01,20
1942-05-01,14
1942-06-01,61
1942-07-01,31
1942-08-01,4
1942-09-01,25
1942-10-01,41
1942-11-01,28
1942-12-01,17
1943-01-01,6
1943-02-01,34
1943-03-01,44
1943-04-01,96
1943-05-01,49
1943-06-01,54
1943-07-01,63
1943-08-01,83
1943-09-01,51
1943-10-01,105
1943-11-01,71
1943-12-01,81
1944-01-01,114
1944-02-01,37
1944-03-01,150
1944-04-01,100
1944-05-01,121
1944-06-01,128
1944-07-01,131
1944-08-01,151
1944-09-01,415
1944-10-01,594
1944-11-01,338
1944-12-01,109
1945-01-01,214
1945-02-01,211
1945-03-01,160
1945-04-01,525
1945-05-01,355
1945-06-01,95
1945-07-01,730
1945-08-01,303
1945-09-01,682
1945-10-01,854
1945-11-01,88
1945-12-01,338
1946-01-01,102
1946-02-01,310
1946-03-01,291
1946-04-01,396
1946-05-01,645
1946-06-01,331
1946-07-01,310
1946-08-01,116
1946-09-01,98
1946-10-01,52
1946-11-01,78
1946-12-01,136
1947-01-01,121
1947-02-01,31
1947-03-01,123
1947-04-01,90
1947-05-01,238
1947-06-01,207
1947-07-01,112
1947-08-01,110
1947-09-01,155
1947-10-01,36
1947-11-01,77
1947-12-01,54
1948-01-01,13
1948-02-01,23
1948-03-01,90
1948-04-01,66
1948-05-01,2
1948-06-01,45
1948-07-01,10
1948-08-01,2
1948-09-01,16
1948-10-01,23
1948-11-01,8
1948-12-01,10
1949-01-01,7
1949-02-01,3
1949-03-01,38
1949-04-01,7
1949-05-01,22
1949-06-01,58
1949-07-01,19
1949-08-01,17
1949-09-01,39
1949-10-01,61
1949-11-01,17
1949-12-01,114
1950-01-01,50
1950-02-01,35
1950-03-01,130
1950-04-01,99
1950-05-01,219
1950-06-01,311
1950-07-01,22
1950-08-01,142
1950-09-01,31
1950-10-01,85
1950-11-01,64
1950-12-01,84
1951-01-01,27
1951-02-01,35
1951-03-01,80
1951-04-01,74
1951-05-01,36
1951-06-01,63
1951-07-01,29
1951-08-01,23
1951-09-01,18
1951-10-01,12
1951-11-01,43
1951-12-01,44
1952-01-01,10
1952-02-01,24
1952-03-01,17
1952-04-01,21
1952-05-01,139
1952-06-01,49
1952-07-01,47
1952-08-01,122
1952-09-01,57
1952-10-01,89
1952-11-01,38
1952-12-01,46
1953-01-01,21
1953-02-01,28
1953-03-01,13
1953-04-01,17
1953-05-01,19
1953-06-01,27
1953-07-01,9
1953-08-01,3
1953-09-01,3
1953-10-01,22
1953-11-01,1
1953-12-01,24
